jerk_z,ag_y_mean,ag_y_max,g_z_min,ag_z_max,RMS_ag_y,ag_z_mean,accl_z,g_y_min,g_x_max,SMA_g,ag_x_max,VAR_ag_z,RMS_g_y,STD_g_x,MAD_g_y,g_z_max,MAD_g_z,accl_y,g_y_max,ag_x_mean,STD_g_z,accl_x,IQR_g_y,IQR_g_z,g_x_mean,VAR_g_z,ag_y_min,VAR_g_x,STD_ag_z,th_z,MAD_g_x,RMS_ag_x,g_z_mean,IQR_ag_z,IQR_g_x,g_y_mean,ag_x_min,SVM_g,STD_ag_x,ag_z_min,RMS_g_z,VAR_g_y,STD_g_y,MAD_ag_z,RMS_ag_z,VAR_ag_x,th_y,FFT_ag_z,th_x,FFT_g_y,FFT_g_z,MAD_ag_x,E_ag_y,FFT_ag_x,FFT_g_x,IQR_ag_x,MAD_ag_y,CM_a,g_x_min,RMS_g_x,IQR_ag_y,SVM_a,STD_ag_y,E_ag_x,jerk_y,E_ag_z,SMA_a,E_g_y,FFT_ag_y,VAR_ag_y,E_g_x,CM_g,jerk_x,E_g_z
0.0,0.232,0.234,-0.022,-0.403,0.232,-0.407,0.0,0.001,-0.002,0.042,-0.881,0.0,0.014,0.005,0.004,-0.009,0.003,0.0,0.024,-0.886,0.003,0.0,0.006,0.003,-0.013,0.0,0.231,0.0,0.002,1.989,0.004,0.886,-0.016,0.002,0.006,0.013,-0.89,0.026,0.002,-0.409,0.017,0.0,0.006,0.001,0.407,0.0,1.338,0.008,2.656,0.003,0.009,0.002,0.537,-0.009,0.004,0.002,0.001,0.437,-0.018,0.014,0.001,1.002,0.001,7.854,0.0,1.654,1.525,0.002,-0.004,0.0,0.002,0.014,-0.0,0.003
-0.0,0.229,0.232,-0.022,-0.399,0.229,-0.406,-0.0,-0.004,-0.005,0.044,-0.883,0.0,0.013,0.006,0.004,-0.014,0.003,-0.0,0.019,-0.887,0.003,-0.0,0.003,0.005,-0.013,0.0,0.227,0.0,0.003,1.989,0.006,0.887,-0.019,0.002,0.012,0.011,-0.89,0.028,0.002,-0.41,0.019,0.0,0.006,0.002,0.406,0.0,1.34,-0.01,2.657,-0.022,-0.001,0.002,0.526,0.002,-0.017,0.003,0.001,0.436,-0.02,0.014,0.003,1.002,0.002,7.859,-0.0,1.652,1.522,0.002,-0.006,0.0,0.002,0.015,-0.0,0.004
0.0,0.227,0.23,-0.026,-0.402,0.227,-0.407,0.0,0.009,-0.003,0.053,-0.881,0.0,0.02,0.006,0.007,-0.016,0.003,-0.0,0.035,-0.887,0.004,0.0,0.008,0.005,-0.014,0.0,0.224,0.0,0.004,1.989,0.005,0.887,-0.02,0.005,0.005,0.018,-0.894,0.03,0.004,-0.413,0.02,0.0,0.009,0.003,0.407,0.0,1.342,0.014,2.657,0.021,0.002,0.003,0.517,-0.012,0.002,0.004,0.001,0.434,-0.027,0.016,0.001,1.002,0.001,7.862,0.0,1.657,1.521,0.004,0.002,0.0,0.002,0.015,-0.0,0.004
-0.0,0.229,0.23,-0.023,-0.406,0.229,-0.413,0.0,0.012,-0.011,0.046,-0.878,0.0,0.015,0.002,0.002,-0.011,0.003,-0.0,0.02,-0.883,0.004,0.0,0.003,0.006,-0.014,0.0,0.226,0.0,0.003,1.996,0.002,0.883,-0.017,0.004,0.002,0.015,-0.888,0.026,0.003,-0.419,0.017,0.0,0.003,0.003,0.413,0.0,1.34,-0.009,2.651,0.004,0.015,0.002,0.524,0.003,-0.006,0.003,0.001,0.437,-0.018,0.014,0.001,1.002,0.001,7.804,0.0,1.707,1.526,0.002,-0.004,0.0,0.002,0.014,0.0,0.003
0.0,0.227,0.229,-0.023,-0.41,0.227,-0.415,0.0,0.006,-0.006,0.044,-0.879,0.0,0.016,0.003,0.005,-0.013,0.003,-0.0,0.035,-0.883,0.003,0.0,0.004,0.005,-0.012,0.0,0.225,0.0,0.003,1.997,0.003,0.883,-0.018,0.004,0.004,0.014,-0.886,0.026,0.002,-0.422,0.018,0.0,0.008,0.002,0.415,0.0,1.342,0.012,2.65,-0.026,0.015,0.001,0.514,-0.004,-0.011,0.002,0.001,0.436,-0.018,0.013,0.002,1.002,0.001,7.799,0.0,1.72,1.525,0.003,0.005,0.0,0.002,0.014,-0.0,0.003
0.0,0.227,0.229,-0.022,-0.411,0.227,-0.416,0.0,0.006,-0.01,0.044,-0.88,0.0,0.015,0.003,0.006,-0.012,0.002,0.0,0.03,-0.882,0.003,0.0,0.008,0.004,-0.015,0.0,0.226,0.0,0.002,2.0,0.003,0.882,-0.016,0.001,0.003,0.014,-0.886,0.022,0.002,-0.42,0.016,0.0,0.007,0.001,0.416,0.0,1.342,-0.004,2.648,0.039,-0.008,0.002,0.516,-0.002,-0.015,0.004,0.001,0.437,-0.023,0.015,0.002,1.002,0.001,7.786,0.0,1.732,1.526,0.002,-0.004,0.0,0.002,0.012,-0.0,0.003
0.0,0.229,0.23,-0.02,-0.413,0.229,-0.418,0.0,0.003,-0.007,0.042,-0.874,0.0,0.015,0.004,0.006,-0.008,0.003,-0.0,0.029,-0.881,0.004,0.0,0.011,0.004,-0.013,0.0,0.228,0.0,0.003,2.0,0.004,0.881,-0.015,0.002,0.007,0.013,-0.884,0.025,0.003,-0.424,0.016,0.0,0.007,0.002,0.418,0.0,1.34,-0.006,2.647,-0.021,0.018,0.002,0.524,0.003,0.015,0.003,0.001,0.438,-0.021,0.014,0.002,1.002,0.001,7.763,0.0,1.746,1.528,0.002,-0.004,0.0,0.002,0.013,-0.0,0.002
0.0,0.229,0.231,-0.02,-0.412,0.229,-0.415,-0.0,-0.004,-0.01,0.042,-0.88,0.0,0.012,0.006,0.006,-0.008,0.003,0.0,0.032,-0.883,0.003,-0.0,0.005,0.004,-0.017,0.0,0.225,0.0,0.002,1.997,0.005,0.883,-0.016,0.002,0.008,0.009,-0.885,0.027,0.002,-0.419,0.016,0.0,0.009,0.002,0.415,0.0,1.34,0.008,2.65,-0.042,0.011,0.001,0.524,-0.004,0.01,0.001,0.001,0.438,-0.028,0.019,0.002,1.002,0.002,7.799,0.0,1.719,1.527,0.002,0.008,0.0,0.003,0.014,-0.0,0.003
0.0,0.233,0.235,-0.022,-0.405,0.233,-0.409,-0.0,0.002,-0.011,0.038,-0.878,0.0,0.009,0.002,0.004,-0.007,0.003,0.0,0.015,-0.884,0.004,0.0,0.008,0.004,-0.014,0.0,0.23,0.0,0.002,1.992,0.002,0.884,-0.016,0.001,0.002,0.008,-0.886,0.024,0.002,-0.414,0.016,0.0,0.005,0.001,0.409,0.0,1.336,0.001,2.652,0.008,0.024,0.001,0.544,0.001,-0.002,0.001,0.001,0.439,-0.017,0.015,0.001,1.002,0.001,7.816,0.0,1.676,1.527,0.001,-0.0,0.0,0.002,0.013,-0.0,0.003
0.0,0.237,0.241,-0.025,-0.38,0.237,-0.393,0.0,-0.025,-0.003,0.057,-0.881,0.0,0.019,0.01,0.004,-0.003,0.006,-0.0,-0.013,-0.89,0.007,0.0,0.008,0.011,-0.022,0.0,0.23,0.0,0.011,1.972,0.008,0.89,-0.017,0.021,0.014,-0.019,-0.901,0.035,0.006,-0.409,0.018,0.0,0.004,0.01,0.393,0.0,1.332,-0.032,2.667,0.016,0.024,0.005,0.56,0.008,0.062,0.007,0.003,0.436,-0.036,0.024,0.006,1.001,0.004,7.925,0.0,1.546,1.52,0.004,-0.016,0.0,0.006,0.02,0.0,0.003
0.0,0.241,0.262,-0.048,-0.349,0.242,-0.367,0.0,-0.056,0.025,0.083,-0.863,0.0,0.049,0.028,0.036,0.011,0.015,0.0,0.116,-0.899,0.018,-0.0,0.043,0.025,-0.023,0.0,0.217,0.001,0.014,1.945,0.024,0.899,-0.018,0.016,0.044,0.01,-0.914,0.056,0.015,-0.397,0.026,0.002,0.048,0.011,0.367,0.0,1.326,-0.081,2.689,-0.066,0.071,0.012,0.584,0.051,0.061,0.018,0.011,0.43,-0.067,0.036,0.016,1.004,0.013,8.081,-0.0,1.349,1.507,0.024,-0.071,0.0,0.013,0.013,0.0,0.007
0.0,0.238,0.25,-0.055,-0.352,0.238,-0.376,0.0,-0.034,0.042,0.077,-0.876,0.0,0.038,0.026,0.023,0.005,0.015,0.0,0.067,-0.898,0.018,0.0,0.043,0.026,0.001,0.0,0.221,0.001,0.014,1.949,0.022,0.898,-0.021,0.022,0.039,0.024,-0.918,0.046,0.013,-0.399,0.028,0.001,0.029,0.012,0.376,0.0,1.33,-0.028,2.686,-0.007,0.0,0.012,0.565,-0.001,0.008,0.022,0.007,0.43,-0.05,0.026,0.011,1.002,0.009,8.066,-0.0,1.414,1.511,0.014,-0.039,0.0,0.007,0.022,0.0,0.008
0.0,0.229,0.24,-0.06,-0.382,0.229,-0.393,0.0,-0.007,0.026,0.074,-0.879,0.0,0.032,0.024,0.014,0.002,0.016,-0.0,0.051,-0.893,0.019,0.0,0.026,0.028,-0.007,0.0,0.22,0.001,0.009,1.97,0.02,0.893,-0.025,0.014,0.034,0.027,-0.9,0.046,0.007,-0.408,0.031,0.0,0.017,0.008,0.393,0.0,1.342,0.014,2.67,-0.058,0.036,0.006,0.523,-0.01,-0.072,0.01,0.005,0.43,-0.056,0.025,0.007,1.002,0.007,7.97,0.0,1.547,1.515,0.01,0.003,0.0,0.006,0.019,-0.0,0.01
0.0,0.217,0.222,-0.051,-0.397,0.217,-0.411,0.0,-0.019,-0.002,0.057,-0.874,0.0,0.027,0.01,0.019,0.001,0.012,0.0,0.051,-0.887,0.014,0.0,0.028,0.019,-0.013,0.0,0.212,0.0,0.007,1.996,0.01,0.887,-0.021,0.008,0.019,0.017,-0.898,0.038,0.007,-0.421,0.026,0.0,0.021,0.006,0.411,0.0,1.352,0.036,2.657,0.003,-0.072,0.006,0.473,-0.029,-0.043,0.011,0.002,0.429,-0.029,0.017,0.002,1.001,0.003,7.872,-0.0,1.686,1.515,0.007,0.002,0.0,0.003,0.014,-0.0,0.007
0.0,0.218,0.223,-0.027,-0.395,0.218,-0.402,0.0,-0.017,-0.007,0.051,-0.883,0.0,0.019,0.009,0.012,-0.008,0.005,0.0,0.029,-0.891,0.006,0.0,0.023,0.009,-0.019,0.0,0.214,0.0,0.005,1.984,0.008,0.891,-0.015,0.007,0.014,0.013,-0.896,0.029,0.004,-0.412,0.016,0.0,0.014,0.004,0.403,0.0,1.35,0.001,2.669,-0.088,-0.002,0.003,0.477,-0.003,0.019,0.005,0.002,0.427,-0.033,0.021,0.004,1.002,0.003,7.943,-0.0,1.62,1.512,0.004,-0.012,0.0,0.004,0.016,-0.0,0.003
0.0,0.223,0.227,-0.026,-0.392,0.223,-0.408,0.0,-0.004,-0.002,0.049,-0.881,0.0,0.02,0.009,0.011,-0.007,0.005,-0.0,0.036,-0.887,0.006,0.0,0.019,0.01,-0.017,0.0,0.22,0.0,0.007,1.994,0.007,0.887,-0.015,0.007,0.012,0.016,-0.901,0.034,0.006,-0.415,0.016,0.0,0.012,0.006,0.408,0.0,1.346,0.007,2.654,-0.057,-0.014,0.005,0.499,-0.009,-0.028,0.007,0.002,0.433,-0.031,0.019,0.003,1.001,0.002,7.872,0.0,1.664,1.518,0.004,-0.002,0.0,0.004,0.014,-0.0,0.003
0.0,0.225,0.227,-0.019,-0.398,0.225,-0.404,0.0,-0.01,-0.007,0.039,-0.883,0.0,0.012,0.005,0.007,-0.011,0.002,0.0,0.022,-0.888,0.002,0.0,0.011,0.003,-0.014,0.0,0.223,0.0,0.004,1.986,0.004,0.888,-0.016,0.006,0.006,0.007,-0.891,0.023,0.002,-0.411,0.016,0.0,0.01,0.004,0.404,0.0,1.344,-0.02,2.662,0.008,-0.005,0.002,0.507,0.01,-0.019,0.004,0.001,0.433,-0.027,0.015,0.003,1.002,0.001,7.891,0.0,1.633,1.518,0.001,-0.008,0.0,0.002,0.012,-0.0,0.002
0.0,0.227,0.239,-0.023,-0.4,0.227,-0.407,0.0,-0.001,0.007,0.049,-0.882,0.0,0.026,0.011,0.012,0.011,0.008,-0.0,0.073,-0.887,0.01,-0.0,0.008,0.009,-0.015,0.0,0.211,0.0,0.005,1.986,0.008,0.887,-0.013,0.005,0.007,0.017,-0.892,0.027,0.003,-0.419,0.016,0.0,0.02,0.004,0.407,0.0,1.342,0.003,2.66,-0.023,0.023,0.002,0.514,0.001,-0.043,0.002,0.004,0.434,-0.034,0.019,0.003,1.002,0.007,7.862,0.0,1.655,1.52,0.007,0.007,0.0,0.004,0.014,-0.0,0.003
0.0,0.23,0.236,-0.025,-0.401,0.23,-0.408,0.0,-0.002,0.01,0.051,-0.88,0.0,0.024,0.01,0.011,0.001,0.01,0.0,0.045,-0.885,0.01,0.0,0.017,0.02,-0.013,0.0,0.225,0.0,0.005,1.99,0.008,0.885,-0.015,0.003,0.014,0.02,-0.889,0.034,0.003,-0.417,0.018,0.0,0.013,0.004,0.408,0.0,1.34,-0.017,2.656,0.02,0.044,0.002,0.529,0.012,0.029,0.002,0.003,0.436,-0.026,0.017,0.006,1.002,0.003,7.834,-0.0,1.665,1.523,0.006,-0.01,0.0,0.003,0.012,-0.0,0.003
0.0,0.234,0.238,-0.023,-0.406,0.234,-0.41,-0.0,-0.002,-0.009,0.039,-0.879,0.0,0.012,0.005,0.007,-0.001,0.005,-0.0,0.029,-0.884,0.006,-0.0,0.008,0.006,-0.016,0.0,0.231,0.0,0.003,1.991,0.005,0.884,-0.014,0.005,0.008,0.008,-0.888,0.024,0.003,-0.416,0.016,0.0,0.008,0.003,0.41,0.0,1.334,-0.015,2.652,-0.006,0.037,0.003,0.549,0.009,-0.006,0.004,0.002,0.439,-0.024,0.017,0.002,1.002,0.002,7.809,0.0,1.683,1.528,0.001,-0.006,0.0,0.003,0.01,-0.0,0.002
0.0,0.234,0.24,-0.031,-0.401,0.234,-0.408,-0.0,0.003,-0.002,0.05,-0.879,0.0,0.016,0.011,0.006,-0.012,0.004,0.0,0.027,-0.884,0.005,-0.0,0.007,0.005,-0.016,0.0,0.231,0.0,0.004,1.99,0.008,0.884,-0.02,0.003,0.009,0.014,-0.891,0.032,0.003,-0.414,0.021,0.0,0.007,0.003,0.408,0.0,1.336,0.012,2.653,-0.017,0.008,0.003,0.55,-0.008,-0.049,0.005,0.002,0.439,-0.039,0.019,0.003,1.002,0.003,7.82,0.0,1.662,1.526,0.002,0.011,0.0,0.004,0.014,-0.0,0.004
0.0,0.232,0.237,-0.038,-0.392,0.232,-0.406,0.0,-0.003,0.005,0.042,-0.882,0.0,0.012,0.011,0.006,-0.011,0.007,-0.0,0.031,-0.886,0.008,0.0,0.006,0.011,-0.01,0.0,0.229,0.0,0.005,1.989,0.01,0.886,-0.022,0.002,0.019,0.008,-0.892,0.032,0.003,-0.411,0.024,0.0,0.009,0.003,0.406,0.0,1.337,0.017,2.657,0.003,0.007,0.002,0.538,-0.008,0.036,0.004,0.002,0.437,-0.028,0.015,0.004,1.002,0.003,7.854,0.0,1.646,1.524,0.002,0.009,0.0,0.002,0.01,-0.0,0.006
-0.0,0.227,0.23,-0.024,-0.404,0.227,-0.409,0.0,0.003,0.013,0.052,-0.879,0.0,0.018,0.011,0.006,-0.009,0.004,0.0,0.029,-0.886,0.005,-0.0,0.009,0.007,-0.017,0.0,0.222,0.0,0.005,1.99,0.007,0.886,-0.016,0.006,0.008,0.016,-0.89,0.032,0.003,-0.418,0.017,0.0,0.007,0.004,0.409,0.0,1.342,-0.014,2.657,-0.008,0.026,0.003,0.516,0.007,0.023,0.003,0.002,0.436,-0.026,0.02,0.003,1.002,0.002,7.847,-0.0,1.675,1.522,0.003,-0.004,0.0,0.004,0.016,0.0,0.003
0.0,0.231,0.233,-0.02,-0.399,0.231,-0.407,-0.0,0.001,-0.011,0.042,-0.88,0.0,0.013,0.003,0.005,-0.013,0.002,-0.0,0.022,-0.885,0.002,0.0,0.006,0.003,-0.014,0.0,0.229,0.0,0.004,1.989,0.002,0.885,-0.016,0.006,0.006,0.012,-0.891,0.026,0.003,-0.412,0.016,0.0,0.006,0.003,0.407,0.0,1.338,0.01,2.656,-0.016,0.006,0.002,0.533,-0.002,-0.007,0.001,0.001,0.436,-0.019,0.015,0.001,1.001,0.001,7.838,0.0,1.655,1.523,0.002,-0.002,0.0,0.002,0.014,0.0,0.003
0.0,0.23,0.233,-0.03,-0.402,0.231,-0.408,0.0,-0.007,-0.002,0.045,-0.877,0.0,0.019,0.006,0.009,-0.006,0.005,0.0,0.03,-0.886,0.006,0.0,0.016,0.007,-0.011,0.0,0.228,0.0,0.004,1.989,0.004,0.886,-0.016,0.006,0.005,0.016,-0.89,0.028,0.003,-0.416,0.017,0.0,0.011,0.003,0.408,0.0,1.338,-0.009,2.656,-0.043,0.004,0.002,0.531,0.009,-0.012,0.004,0.002,0.436,-0.025,0.013,0.003,1.002,0.002,7.843,0.0,1.662,1.524,0.004,0.004,0.0,0.002,0.013,-0.0,0.003
0.0,0.23,0.237,-0.031,-0.4,0.23,-0.408,0.0,-0.006,-0.002,0.041,-0.88,0.0,0.011,0.009,0.006,-0.007,0.007,-0.0,0.021,-0.886,0.009,0.0,0.006,0.015,-0.012,0.0,0.219,0.0,0.006,1.99,0.008,0.886,-0.02,0.004,0.014,0.008,-0.891,0.028,0.003,-0.422,0.022,0.0,0.007,0.004,0.408,0.0,1.338,0.003,2.654,-0.002,0.002,0.003,0.531,-0.007,0.033,0.005,0.004,0.436,-0.028,0.015,0.005,1.003,0.005,7.847,0.0,1.666,1.524,0.001,0.003,0.0,0.002,0.01,-0.0,0.005
0.0,0.225,0.229,-0.028,-0.403,0.225,-0.407,-0.0,0.003,-0.008,0.048,-0.881,0.0,0.017,0.004,0.007,-0.01,0.005,0.0,0.027,-0.887,0.006,-0.0,0.012,0.01,-0.014,0.0,0.22,0.0,0.002,1.988,0.004,0.887,-0.018,0.004,0.005,0.016,-0.891,0.03,0.003,-0.41,0.019,0.0,0.008,0.002,0.407,0.0,1.344,-0.002,2.659,0.024,-0.015,0.002,0.506,-0.006,0.026,0.002,0.002,0.434,-0.022,0.015,0.003,1.002,0.002,7.866,-0.0,1.654,1.519,0.003,-0.009,0.0,0.002,0.014,0.0,0.004
0.0,0.25,0.264,-0.08,-0.273,0.25,-0.305,-0.0,-0.072,0.051,0.14,-0.901,0.001,0.044,0.055,0.027,0.02,0.024,-0.0,0.044,-0.921,0.029,0.001,0.043,0.036,-0.035,0.001,0.235,0.003,0.025,1.876,0.051,0.921,-0.039,0.041,0.107,-0.029,-0.938,0.078,0.011,-0.35,0.049,0.001,0.034,0.023,0.306,0.0,1.318,-0.068,2.738,0.153,0.023,0.01,0.627,0.017,-0.001,0.016,0.007,0.412,-0.1,0.066,0.009,1.003,0.009,8.491,-0.0,0.938,1.477,0.02,-0.001,0.0,0.043,0.041,-0.0,0.024
-0.0,0.24,0.243,-0.023,-0.295,0.24,-0.302,0.0,0.008,0.013,0.051,-0.921,0.0,0.03,0.013,0.015,0.001,0.006,0.0,0.061,-0.925,0.007,-0.0,0.025,0.008,-0.008,0.0,0.236,0.0,0.004,1.878,0.01,0.925,-0.014,0.007,0.012,0.025,-0.93,0.028,0.003,-0.308,0.016,0.0,0.017,0.004,0.302,0.0,1.33,0.012,2.748,0.059,0.024,0.002,0.575,-0.001,-0.026,0.004,0.002,0.406,-0.035,0.015,0.003,1.003,0.002,8.564,0.0,0.913,1.467,0.009,0.002,0.0,0.002,0.01,0.0,0.003
0.0,0.242,0.246,-0.034,-0.301,0.242,-0.305,0.0,0.005,0.001,0.043,-0.92,0.0,0.016,0.007,0.005,-0.006,0.007,-0.0,0.025,-0.924,0.009,-0.0,0.007,0.011,-0.012,0.0,0.238,0.0,0.004,1.879,0.006,0.924,-0.016,0.004,0.008,0.014,-0.927,0.025,0.002,-0.313,0.019,0.0,0.006,0.003,0.305,0.0,1.328,0.005,2.744,-0.001,0.005,0.002,0.585,-0.007,-0.017,0.003,0.002,0.408,-0.023,0.014,0.004,1.002,0.003,8.53,0.0,0.932,1.471,0.002,-0.01,0.0,0.002,0.011,-0.0,0.003
0.0,0.246,0.25,-0.028,-0.299,0.246,-0.303,0.0,-0.002,-0.006,0.036,-0.92,0.0,0.011,0.005,0.006,-0.001,0.005,-0.0,0.023,-0.924,0.007,0.0,0.008,0.006,-0.013,0.0,0.242,0.0,0.003,1.878,0.004,0.924,-0.013,0.004,0.006,0.009,-0.927,0.025,0.002,-0.308,0.015,0.0,0.007,0.002,0.303,0.0,1.322,-0.004,2.742,-0.032,0.004,0.002,0.605,-0.006,-0.013,0.002,0.002,0.41,-0.022,0.014,0.002,1.003,0.002,8.538,0.0,0.92,1.473,0.001,-0.012,0.0,0.002,0.011,-0.0,0.002
0.0,0.245,0.248,-0.038,-0.269,0.245,-0.29,-0.0,-0.074,-0.014,0.076,-0.92,0.0,0.035,0.007,0.02,-0.013,0.005,0.0,0.008,-0.928,0.007,0.0,0.033,0.005,-0.024,0.0,0.243,0.0,0.012,1.866,0.006,0.928,-0.024,0.019,0.012,-0.026,-0.936,0.04,0.005,-0.306,0.025,0.001,0.024,0.01,0.29,0.0,1.324,0.008,2.754,0.018,-0.01,0.004,0.601,-0.006,0.008,0.005,0.001,0.404,-0.033,0.025,0.002,1.003,0.002,8.618,-0.0,0.844,1.464,0.012,-0.001,0.0,0.006,0.022,-0.0,0.006
0.0,0.242,0.248,-0.042,-0.233,0.243,-0.252,0.0,-0.046,-0.008,0.073,-0.936,0.0,0.032,0.005,0.024,-0.002,0.01,0.0,0.035,-0.941,0.012,0.0,0.045,0.014,-0.02,0.0,0.239,0.0,0.009,1.828,0.004,0.941,-0.024,0.009,0.006,-0.016,-0.946,0.05,0.003,-0.261,0.027,0.001,0.028,0.007,0.252,0.0,1.328,0.021,2.783,-0.007,0.038,0.003,0.588,-0.0,-0.003,0.005,0.002,0.388,-0.025,0.021,0.003,1.004,0.003,8.853,-0.0,0.634,1.435,0.01,-0.004,0.0,0.004,0.027,-0.0,0.007
-0.0,0.235,0.242,-0.037,-0.207,0.235,-0.22,-0.0,-0.033,0.013,0.054,-0.942,0.0,0.019,0.009,0.014,-0.014,0.006,0.0,0.027,-0.951,0.007,0.0,0.022,0.008,-0.012,0.0,0.228,0.0,0.011,1.788,0.007,0.951,-0.024,0.02,0.008,-0.009,-0.956,0.035,0.005,-0.238,0.025,0.0,0.017,0.011,0.22,0.0,1.335,-0.032,2.818,0.062,-0.038,0.004,0.551,0.015,0.022,0.007,0.003,0.364,-0.021,0.015,0.003,1.004,0.004,9.039,-0.0,0.484,1.405,0.004,0.01,0.0,0.002,0.018,0.0,0.006
-0.0,0.235,0.238,-0.023,-0.208,0.235,-0.215,0.0,0.01,-0.009,0.046,-0.949,0.0,0.018,0.004,0.003,-0.009,0.004,-0.0,0.024,-0.952,0.005,-0.0,0.005,0.007,-0.014,0.0,0.228,0.0,0.003,1.787,0.003,0.952,-0.014,0.003,0.006,0.018,-0.955,0.028,0.002,-0.22,0.015,0.0,0.004,0.002,0.215,0.0,1.334,0.003,2.818,0.015,0.004,0.002,0.552,-0.002,-0.014,0.002,0.002,0.364,-0.02,0.015,0.004,1.004,0.003,9.061,0.0,0.462,1.402,0.003,-0.015,0.0,0.002,0.015,0.0,0.002
-0.0,0.238,0.241,-0.024,-0.218,0.238,-0.223,0.0,0.014,-0.004,0.047,-0.947,0.0,0.023,0.003,0.005,-0.002,0.007,0.0,0.035,-0.949,0.008,-0.0,0.004,0.014,-0.011,0.0,0.234,0.0,0.004,1.794,0.003,0.949,-0.014,0.005,0.004,0.022,-0.952,0.031,0.001,-0.23,0.016,0.0,0.006,0.003,0.223,0.0,1.33,0.0,2.81,0.019,0.043,0.001,0.568,0.001,0.013,0.001,0.002,0.369,-0.016,0.012,0.003,1.004,0.002,9.01,0.0,0.496,1.41,0.005,0.002,0.0,0.001,0.015,0.0,0.002
0.0,0.246,0.254,-0.019,-0.227,0.246,-0.236,-0.0,0.015,-0.003,0.053,-0.939,0.0,0.035,0.004,0.009,0.003,0.005,0.0,0.059,-0.944,0.006,-0.0,0.01,0.006,-0.011,0.0,0.24,0.0,0.008,1.804,0.003,0.944,-0.008,0.015,0.005,0.033,-0.949,0.037,0.004,-0.248,0.01,0.0,0.012,0.008,0.236,0.0,1.324,0.008,2.798,-0.057,-0.023,0.003,0.605,-0.005,-0.008,0.007,0.004,0.378,-0.015,0.012,0.009,1.003,0.005,8.911,0.0,0.558,1.426,0.012,-0.006,0.0,0.001,0.014,-0.0,0.001
-0.0,0.246,0.25,-0.035,-0.244,0.246,-0.253,-0.0,-0.003,-0.007,0.055,-0.935,0.0,0.023,0.006,0.014,-0.016,0.005,0.0,0.052,-0.94,0.006,-0.0,0.017,0.006,-0.015,0.0,0.24,0.0,0.006,1.826,0.005,0.94,-0.025,0.005,0.009,0.014,-0.945,0.035,0.003,-0.262,0.025,0.0,0.018,0.005,0.253,0.0,1.323,-0.003,2.784,0.091,0.011,0.003,0.603,0.001,0.016,0.005,0.003,0.388,-0.027,0.016,0.005,1.004,0.003,8.829,-0.0,0.639,1.438,0.005,-0.009,0.0,0.003,0.014,0.0,0.006
-0.0,0.244,0.253,-0.039,-0.244,0.245,-0.256,0.0,-0.003,0.0,0.05,-0.932,0.0,0.028,0.006,0.017,0.0,0.01,0.0,0.06,-0.939,0.012,-0.0,0.028,0.02,-0.012,0.0,0.239,0.0,0.008,1.83,0.005,0.939,-0.017,0.013,0.007,0.02,-0.946,0.036,0.004,-0.267,0.021,0.0,0.019,0.007,0.257,0.0,1.325,0.047,2.78,0.002,-0.013,0.003,0.598,-0.02,-0.023,0.003,0.003,0.389,-0.021,0.013,0.003,1.003,0.004,8.81,0.0,0.658,1.44,0.008,-0.007,0.0,0.002,0.012,0.0,0.005
-0.0,0.242,0.248,-0.042,-0.249,0.242,-0.255,0.0,-0.012,-0.001,0.052,-0.937,0.0,0.018,0.011,0.009,0.015,0.012,0.0,0.034,-0.94,0.015,-0.0,0.012,0.012,-0.016,0.0,0.236,0.0,0.004,1.828,0.009,0.94,-0.017,0.005,0.008,0.013,-0.946,0.028,0.002,-0.26,0.023,0.0,0.012,0.003,0.255,0.0,1.327,-0.001,2.784,-0.01,-0.052,0.002,0.587,-0.006,-0.051,0.003,0.003,0.387,-0.035,0.019,0.004,1.004,0.003,8.84,-0.0,0.651,1.438,0.003,-0.015,0.0,0.004,0.016,-0.0,0.005
0.0,0.244,0.25,-0.025,-0.255,0.244,-0.258,0.0,0.006,-0.005,0.049,-0.934,0.0,0.019,0.008,0.005,-0.009,0.005,0.0,0.029,-0.938,0.005,0.0,0.006,0.009,-0.014,0.0,0.241,0.0,0.002,1.83,0.006,0.938,-0.017,0.002,0.003,0.018,-0.94,0.029,0.002,-0.262,0.018,0.0,0.006,0.002,0.258,0.0,1.325,0.001,2.78,-0.022,-0.011,0.002,0.597,0.002,0.032,0.002,0.002,0.39,-0.029,0.016,0.003,1.003,0.003,8.802,-0.0,0.663,1.44,0.004,-0.01,0.0,0.002,0.014,-0.0,0.003
-0.0,0.246,0.25,-0.024,-0.261,0.246,-0.263,0.0,0.0,-0.006,0.046,-0.933,0.0,0.016,0.005,0.006,-0.005,0.005,-0.0,0.029,-0.936,0.006,-0.0,0.008,0.007,-0.014,0.0,0.242,0.0,0.001,1.836,0.004,0.936,-0.018,0.002,0.003,0.013,-0.938,0.028,0.001,-0.265,0.019,0.0,0.008,0.001,0.263,0.0,1.323,0.007,2.774,0.022,0.018,0.001,0.604,-0.005,-0.015,0.002,0.002,0.393,-0.027,0.015,0.004,1.003,0.003,8.767,-0.0,0.692,1.445,0.002,-0.011,0.0,0.002,0.014,-0.0,0.004
