jerk_z,ag_y_mean,ag_y_max,g_z_min,ag_z_max,RMS_ag_y,ag_z_mean,accl_z,g_y_min,g_x_max,SMA_g,ag_x_max,VAR_ag_z,RMS_g_y,STD_g_x,MAD_g_y,g_z_max,MAD_g_z,accl_y,g_y_max,ag_x_mean,STD_g_z,accl_x,IQR_g_y,IQR_g_z,g_x_mean,VAR_g_z,ag_y_min,VAR_g_x,STD_ag_z,th_z,MAD_g_x,RMS_ag_x,g_z_mean,IQR_ag_z,IQR_g_x,g_y_mean,ag_x_min,SVM_g,STD_ag_x,ag_z_min,RMS_g_z,VAR_g_y,STD_g_y,MAD_ag_z,RMS_ag_z,VAR_ag_x,th_y,FFT_ag_z,th_x,FFT_g_y,FFT_g_z,MAD_ag_x,E_ag_y,FFT_ag_x,FFT_g_x,IQR_ag_x,MAD_ag_y,CM_a,g_x_min,RMS_g_x,IQR_ag_y,SVM_a,STD_ag_y,E_ag_x,jerk_y,E_ag_z,SMA_a,E_g_y,FFT_ag_y,VAR_ag_y,E_g_x,CM_g,jerk_x,E_g_z
-0.0,0.179,0.186,-0.057,-0.71,0.179,-0.716,-0.0,-0.02,0.015,0.06,-0.666,0.0,0.018,0.019,0.015,0.022,0.018,-0.0,0.038,-0.673,0.023,-0.0,0.028,0.02,-0.01,0.001,0.173,0.0,0.005,2.372,0.016,0.673,-0.019,0.006,0.03,0.005,-0.678,0.036,0.003,-0.724,0.03,0.0,0.018,0.004,0.717,0.0,1.39,-0.016,2.31,0.073,-0.054,0.003,0.32,0.013,0.027,0.004,0.004,0.442,-0.041,0.021,0.006,0.999,0.004,4.524,-0.0,5.134,1.568,0.003,-0.017,0.0,0.004,0.014,0.0,0.009
0.0,0.176,0.189,-0.046,-0.703,0.176,-0.712,-0.0,0.002,0.012,0.058,-0.674,0.0,0.02,0.02,0.006,-0.001,0.01,0.0,0.032,-0.678,0.013,-0.0,0.008,0.009,-0.01,0.0,0.168,0.0,0.004,2.364,0.015,0.678,-0.024,0.004,0.022,0.018,-0.682,0.034,0.002,-0.716,0.027,0.0,0.008,0.003,0.712,0.0,1.395,0.004,2.316,-0.007,-0.063,0.002,0.31,0.001,-0.057,0.002,0.004,0.439,-0.058,0.022,0.005,0.999,0.006,4.597,0.0,5.071,1.566,0.004,0.011,0.0,0.005,0.014,-0.0,0.008
-0.0,0.163,0.175,-0.051,-0.71,0.163,-0.718,0.0,0.002,0.03,0.07,-0.664,0.0,0.032,0.021,0.018,0.013,0.014,-0.0,0.062,-0.675,0.019,0.001,0.034,0.019,-0.002,0.0,0.153,0.0,0.006,2.37,0.019,0.675,-0.023,0.01,0.034,0.025,-0.682,0.036,0.005,-0.728,0.03,0.0,0.02,0.005,0.718,0.0,1.408,-0.022,2.316,0.011,-0.109,0.005,0.267,0.023,0.018,0.008,0.006,0.428,-0.033,0.021,0.011,0.998,0.008,4.554,0.0,5.153,1.556,0.01,0.012,0.0,0.004,0.018,0.0,0.009
-0.0,0.138,0.161,-0.081,-0.71,0.139,-0.732,-0.0,-0.08,0.08,0.146,-0.647,0.0,0.056,0.056,0.051,0.037,0.03,0.0,0.07,-0.665,0.036,-0.0,0.101,0.055,-0.035,0.001,0.123,0.003,0.015,2.395,0.046,0.666,-0.035,0.029,0.064,-0.003,-0.685,0.107,0.014,-0.752,0.051,0.003,0.056,0.014,0.732,0.0,1.436,0.042,2.298,0.23,0.079,0.013,0.193,-0.017,0.015,0.028,0.012,0.404,-0.124,0.066,0.022,1.0,0.013,4.43,-0.0,5.359,1.536,0.031,0.079,0.0,0.044,0.036,0.0,0.026
0.0,0.18,0.188,-0.074,-0.677,0.18,-0.697,0.0,-0.041,-0.002,0.103,-0.681,0.0,0.026,0.032,0.011,0.053,0.031,-0.0,0.019,-0.692,0.038,0.001,0.011,0.05,-0.047,0.001,0.167,0.001,0.009,2.348,0.022,0.693,-0.004,0.011,0.016,-0.021,-0.707,0.056,0.009,-0.709,0.038,0.0,0.015,0.008,0.697,0.0,1.389,0.001,2.332,-0.04,0.161,0.008,0.323,-0.01,-0.055,0.015,0.006,0.444,-0.129,0.057,0.012,0.999,0.007,4.796,0.0,4.865,1.57,0.007,-0.032,0.0,0.033,0.028,-0.0,0.014
0.0,0.185,0.204,-0.044,-0.676,0.185,-0.692,0.0,-0.002,0.095,0.102,-0.683,0.0,0.045,0.05,0.023,0.074,0.026,0.0,0.082,-0.696,0.033,0.001,0.034,0.04,0.003,0.001,0.174,0.002,0.011,2.338,0.04,0.696,-0.005,0.02,0.077,0.036,-0.717,0.06,0.011,-0.707,0.033,0.001,0.027,0.01,0.692,0.0,1.388,0.035,2.338,0.054,0.128,0.01,0.343,-0.045,0.048,0.016,0.008,0.444,-0.068,0.05,0.008,0.998,0.01,4.847,0.0,4.788,1.573,0.02,-0.043,0.0,0.025,0.028,-0.0,0.011
-0.0,0.18,0.187,-0.079,-0.673,0.18,-0.697,0.001,-0.088,0.08,0.112,-0.676,0.0,0.042,0.05,0.036,0.072,0.029,-0.0,0.042,-0.693,0.039,0.001,0.068,0.032,-0.002,0.002,0.163,0.002,0.012,2.346,0.043,0.693,-0.015,0.011,0.077,-0.011,-0.723,0.057,0.013,-0.713,0.042,0.002,0.041,0.009,0.697,0.0,1.388,-0.011,2.335,0.065,0.057,0.009,0.326,-0.009,-0.008,0.009,0.005,0.444,-0.084,0.05,0.007,0.998,0.007,4.803,-0.0,4.865,1.571,0.018,-0.017,0.0,0.025,0.025,0.0,0.018
0.0,0.2,0.23,-0.049,-0.628,0.201,-0.66,0.0,-0.08,0.058,0.159,-0.703,0.0,0.048,0.088,0.039,0.078,0.03,0.0,0.051,-0.722,0.038,0.001,0.071,0.039,-0.057,0.001,0.156,0.008,0.021,2.29,0.071,0.722,-0.005,0.024,0.122,-0.02,-0.738,0.08,0.013,-0.697,0.039,0.002,0.043,0.017,0.66,0.0,1.368,-0.075,2.38,-0.23,0.121,0.012,0.403,0.057,-0.442,0.028,0.017,0.458,-0.225,0.105,0.025,0.998,0.02,5.21,0.0,4.36,1.581,0.023,-0.043,0.0,0.11,0.032,0.0,0.015
-0.0,0.214,0.22,-0.032,-0.649,0.214,-0.654,-0.0,0.011,-0.001,0.062,-0.718,0.0,0.032,0.011,0.012,-0.003,0.008,0.0,0.053,-0.723,0.009,0.0,0.02,0.01,-0.018,0.0,0.209,0.0,0.004,2.286,0.009,0.723,-0.015,0.006,0.012,0.029,-0.727,0.038,0.003,-0.664,0.018,0.0,0.014,0.004,0.655,0.0,1.354,-0.006,2.381,0.003,-0.031,0.003,0.459,0.0,0.013,0.005,0.003,0.466,-0.04,0.021,0.006,0.998,0.004,5.232,-0.0,4.284,1.592,0.01,-0.006,0.0,0.005,0.018,0.0,0.003
-0.0,0.218,0.22,-0.018,-0.665,0.218,-0.668,-0.0,0.009,-0.005,0.046,-0.707,0.0,0.026,0.004,0.01,-0.007,0.003,-0.0,0.043,-0.709,0.004,-0.0,0.014,0.006,-0.01,0.0,0.215,0.0,0.002,2.304,0.003,0.709,-0.013,0.002,0.005,0.023,-0.711,0.026,0.002,-0.671,0.013,0.0,0.011,0.001,0.668,0.0,1.35,0.0,2.36,0.044,0.005,0.001,0.477,-0.0,0.006,0.003,0.001,0.47,-0.017,0.011,0.002,0.999,0.002,5.03,-0.0,4.468,1.596,0.007,-0.0,0.0,0.001,0.013,0.0,0.002
0.0,0.216,0.219,-0.023,-0.668,0.216,-0.67,-0.0,0.005,-0.005,0.043,-0.705,0.0,0.017,0.005,0.007,-0.006,0.005,0.0,0.038,-0.708,0.006,-0.0,0.009,0.009,-0.012,0.0,0.213,0.0,0.003,2.306,0.004,0.708,-0.017,0.003,0.007,0.015,-0.71,0.027,0.001,-0.676,0.018,0.0,0.009,0.002,0.671,0.0,1.353,0.005,2.36,0.015,-0.002,0.001,0.465,-0.005,-0.001,0.002,0.001,0.468,-0.02,0.013,0.002,0.999,0.002,5.014,-0.0,4.496,1.594,0.003,0.006,0.0,0.002,0.012,-0.0,0.003
0.0,0.216,0.219,-0.023,-0.669,0.216,-0.672,-0.0,0.01,-0.007,0.047,-0.704,0.0,0.019,0.004,0.006,-0.008,0.004,0.0,0.034,-0.707,0.005,-0.0,0.007,0.005,-0.013,0.0,0.213,0.0,0.002,2.309,0.004,0.707,-0.017,0.002,0.009,0.017,-0.709,0.028,0.001,-0.675,0.018,0.0,0.007,0.001,0.672,0.0,1.354,0.003,2.356,0.022,-0.015,0.001,0.465,0.001,0.012,0.002,0.002,0.468,-0.019,0.014,0.003,0.999,0.002,4.997,0.0,4.516,1.595,0.003,0.005,0.0,0.002,0.014,0.0,0.003
0.0,0.214,0.219,-0.026,-0.671,0.215,-0.675,0.0,0.003,-0.007,0.047,-0.702,0.0,0.016,0.006,0.005,-0.006,0.005,-0.0,0.029,-0.706,0.006,-0.0,0.007,0.008,-0.015,0.0,0.211,0.0,0.002,2.312,0.006,0.706,-0.017,0.003,0.01,0.015,-0.708,0.03,0.002,-0.678,0.018,0.0,0.007,0.002,0.675,0.0,1.354,-0.007,2.355,0.023,-0.025,0.002,0.46,-0.001,-0.003,0.004,0.002,0.467,-0.024,0.016,0.003,0.999,0.003,4.977,-0.0,4.552,1.595,0.003,-0.005,0.0,0.003,0.016,0.0,0.003
0.0,0.215,0.218,-0.022,-0.67,0.215,-0.674,-0.0,0.001,-0.007,0.043,-0.703,0.0,0.016,0.005,0.008,-0.009,0.003,-0.0,0.033,-0.705,0.004,0.0,0.014,0.005,-0.013,0.0,0.212,0.0,0.002,2.311,0.003,0.705,-0.018,0.003,0.002,0.012,-0.71,0.026,0.002,-0.677,0.018,0.0,0.009,0.002,0.674,0.0,1.354,0.006,2.355,-0.028,-0.008,0.001,0.461,-0.004,0.002,0.0,0.001,0.468,-0.025,0.014,0.002,0.999,0.002,4.976,-0.0,4.54,1.594,0.002,-0.008,0.0,0.002,0.012,0.0,0.003
0.0,0.213,0.219,-0.026,-0.665,0.213,-0.672,0.0,-0.004,-0.013,0.042,-0.705,0.0,0.011,0.004,0.007,-0.002,0.005,0.0,0.023,-0.708,0.007,-0.0,0.011,0.006,-0.017,0.0,0.209,0.0,0.004,2.31,0.003,0.708,-0.016,0.004,0.004,0.008,-0.711,0.027,0.002,-0.677,0.017,0.0,0.008,0.003,0.672,0.0,1.356,-0.003,2.358,0.024,0.016,0.002,0.455,0.004,0.006,0.003,0.002,0.466,-0.026,0.018,0.004,0.999,0.003,5.01,0.0,4.512,1.593,0.001,0.006,0.0,0.003,0.012,-0.0,0.003
0.0,0.218,0.222,-0.018,-0.661,0.219,-0.671,-0.0,-0.056,0.001,0.052,-0.703,0.0,0.025,0.009,0.019,-0.008,0.003,0.0,0.027,-0.708,0.003,0.0,0.009,0.004,-0.016,0.0,0.216,0.0,0.005,2.308,0.007,0.708,-0.014,0.007,0.009,0.005,-0.711,0.028,0.002,-0.676,0.014,0.001,0.025,0.004,0.671,0.0,1.35,0.008,2.357,-0.083,0.016,0.002,0.477,-0.006,-0.023,0.004,0.002,0.469,-0.032,0.019,0.002,0.999,0.002,5.008,0.0,4.497,1.597,0.006,-0.0,0.0,0.004,0.014,-0.0,0.002
0.0,0.234,0.241,-0.034,-0.649,0.234,-0.654,0.0,-0.042,-0.008,0.06,-0.714,0.0,0.02,0.014,0.015,0.01,0.011,0.0,0.028,-0.718,0.013,-0.0,0.016,0.016,-0.029,0.0,0.221,0.0,0.003,2.284,0.012,0.718,-0.012,0.003,0.019,0.005,-0.724,0.038,0.003,-0.66,0.017,0.0,0.02,0.002,0.654,0.0,1.334,-0.01,2.374,-0.108,0.004,0.002,0.546,0.004,-0.051,0.003,0.004,0.478,-0.061,0.033,0.006,0.999,0.006,5.155,0.0,4.275,1.606,0.004,-0.022,0.0,0.011,0.016,-0.0,0.003
0.0,0.237,0.241,-0.034,-0.646,0.237,-0.653,0.0,0.005,-0.006,0.06,-0.711,0.0,0.019,0.013,0.007,0.0,0.007,0.0,0.029,-0.717,0.01,-0.0,0.012,0.009,-0.02,0.0,0.232,0.0,0.004,2.284,0.012,0.717,-0.022,0.006,0.022,0.017,-0.721,0.04,0.003,-0.659,0.024,0.0,0.008,0.004,0.653,0.0,1.332,-0.005,2.372,-0.033,0.018,0.002,0.56,-0.009,-0.047,0.004,0.002,0.481,-0.046,0.024,0.004,0.998,0.003,5.142,-0.0,4.267,1.607,0.004,-0.004,0.0,0.006,0.02,0.0,0.006
0.0,0.235,0.239,-0.023,-0.65,0.235,-0.655,-0.0,-0.013,0.003,0.032,-0.713,0.0,0.014,0.008,0.011,0.01,0.007,-0.0,0.031,-0.718,0.01,0.0,0.01,0.007,-0.007,0.0,0.231,0.0,0.005,2.284,0.007,0.718,-0.012,0.003,0.012,0.003,-0.724,0.02,0.004,-0.667,0.016,0.0,0.014,0.004,0.655,0.0,1.335,0.021,2.374,-0.026,0.043,0.003,0.552,-0.012,-0.012,0.005,0.002,0.48,-0.025,0.011,0.005,1.0,0.003,5.161,0.0,4.294,1.609,0.002,0.009,0.0,0.001,0.008,-0.0,0.002
-0.0,0.24,0.247,-0.026,-0.645,0.24,-0.649,-0.0,0.0,-0.005,0.05,-0.719,0.0,0.015,0.014,0.008,-0.001,0.007,0.0,0.027,-0.721,0.008,-0.0,0.014,0.01,-0.024,0.0,0.236,0.0,0.002,2.277,0.013,0.721,-0.014,0.003,0.021,0.012,-0.723,0.031,0.001,-0.652,0.016,0.0,0.009,0.002,0.649,0.0,1.328,-0.003,2.378,-0.012,-0.014,0.001,0.578,-0.003,-0.02,0.002,0.003,0.482,-0.051,0.028,0.006,0.999,0.004,5.2,0.0,4.207,1.61,0.002,-0.013,0.0,0.008,0.013,0.0,0.003
0.0,0.243,0.245,-0.02,-0.644,0.243,-0.647,-0.0,0.005,-0.008,0.042,-0.717,0.0,0.017,0.004,0.005,-0.005,0.003,0.0,0.035,-0.721,0.004,-0.0,0.006,0.005,-0.013,0.0,0.241,0.0,0.002,2.276,0.003,0.721,-0.014,0.003,0.004,0.015,-0.725,0.024,0.002,-0.651,0.015,0.0,0.008,0.002,0.647,0.0,1.326,0.005,2.378,-0.004,0.002,0.002,0.59,-0.002,-0.001,0.002,0.002,0.484,-0.021,0.014,0.004,0.999,0.002,5.197,-0.0,4.19,1.611,0.003,-0.006,0.0,0.002,0.013,-0.0,0.002
0.0,0.245,0.247,-0.02,-0.645,0.245,-0.649,0.0,0.013,-0.003,0.047,-0.715,0.0,0.025,0.005,0.009,-0.001,0.004,0.0,0.058,-0.719,0.005,0.0,0.005,0.007,-0.012,0.0,0.243,0.0,0.003,2.277,0.004,0.719,-0.013,0.004,0.006,0.022,-0.722,0.027,0.002,-0.655,0.014,0.0,0.013,0.002,0.649,0.0,1.323,-0.007,2.375,0.018,0.016,0.002,0.598,0.002,-0.002,0.003,0.001,0.486,-0.021,0.013,0.003,1.0,0.001,5.174,0.0,4.215,1.613,0.006,-0.003,0.0,0.002,0.014,-0.0,0.002
-0.0,0.246,0.25,-0.023,-0.659,0.246,-0.665,0.0,0.006,-0.003,0.057,-0.698,0.0,0.032,0.006,0.012,-0.006,0.005,0.0,0.045,-0.705,0.006,-0.0,0.024,0.008,-0.012,0.0,0.24,0.0,0.005,2.296,0.005,0.705,-0.016,0.008,0.007,0.029,-0.713,0.038,0.005,-0.675,0.017,0.0,0.013,0.005,0.665,0.0,1.322,0.014,2.356,-0.014,0.025,0.004,0.604,-0.011,-0.002,0.007,0.002,0.486,-0.022,0.013,0.004,1.001,0.003,4.973,0.0,4.423,1.616,0.01,-0.005,0.0,0.002,0.016,0.0,0.003
0.0,0.242,0.246,-0.023,-0.663,0.242,-0.666,0.0,0.003,-0.004,0.043,-0.702,0.0,0.016,0.006,0.007,-0.009,0.003,-0.0,0.03,-0.705,0.004,-0.0,0.013,0.004,-0.013,0.0,0.239,0.0,0.002,2.3,0.005,0.705,-0.017,0.002,0.008,0.014,-0.711,0.025,0.003,-0.668,0.017,0.0,0.008,0.002,0.666,0.0,1.326,-0.006,2.353,-0.031,-0.011,0.002,0.587,0.008,0.011,0.003,0.002,0.484,-0.024,0.014,0.003,1.0,0.002,4.97,-0.0,4.432,1.613,0.003,0.011,0.0,0.002,0.012,-0.0,0.003
0.0,0.24,0.243,-0.027,-0.666,0.24,-0.67,-0.0,0.008,-0.005,0.051,-0.697,0.0,0.023,0.004,0.007,-0.011,0.004,0.0,0.037,-0.7,0.005,-0.0,0.009,0.007,-0.012,0.0,0.236,0.0,0.003,2.306,0.003,0.7,-0.017,0.005,0.006,0.022,-0.704,0.03,0.002,-0.675,0.018,0.0,0.009,0.003,0.671,0.0,1.328,0.004,2.348,0.035,-0.005,0.002,0.576,-0.0,0.008,0.004,0.001,0.483,-0.017,0.012,0.001,0.999,0.002,4.903,-0.0,4.496,1.611,0.005,0.006,0.0,0.001,0.015,-0.0,0.003
-0.0,0.24,0.243,-0.025,-0.671,0.24,-0.676,0.0,0.009,0.001,0.047,-0.691,0.0,0.02,0.006,0.007,-0.01,0.002,-0.0,0.038,-0.695,0.004,-0.0,0.01,0.002,-0.012,0.0,0.236,0.0,0.003,2.314,0.005,0.695,-0.017,0.003,0.008,0.018,-0.7,0.027,0.003,-0.68,0.017,0.0,0.008,0.002,0.676,0.0,1.328,0.006,2.341,-0.027,-0.001,0.003,0.575,-0.007,-0.002,0.005,0.001,0.483,-0.021,0.014,0.003,0.999,0.002,4.835,0.0,4.574,1.611,0.004,0.002,0.0,0.002,0.015,0.0,0.003
0.0,0.238,0.242,-0.022,-0.676,0.238,-0.679,0.0,0.009,-0.004,0.045,-0.69,0.0,0.015,0.006,0.003,-0.009,0.002,0.0,0.023,-0.693,0.003,0.0,0.006,0.003,-0.013,0.0,0.236,0.0,0.002,2.318,0.005,0.693,-0.017,0.004,0.008,0.015,-0.697,0.028,0.002,-0.682,0.017,0.0,0.004,0.002,0.679,0.0,1.331,0.008,2.336,0.013,-0.014,0.001,0.567,-0.002,0.006,0.002,0.002,0.482,-0.025,0.014,0.003,0.999,0.002,4.803,-0.0,4.609,1.61,0.002,0.002,0.0,0.002,0.013,0.0,0.003
-0.0,0.237,0.24,-0.02,-0.677,0.237,-0.681,0.0,0.003,-0.005,0.044,-0.689,0.0,0.017,0.004,0.004,-0.012,0.002,-0.0,0.022,-0.691,0.002,0.0,0.003,0.003,-0.012,0.0,0.233,0.0,0.002,2.322,0.004,0.691,-0.017,0.003,0.007,0.016,-0.695,0.028,0.002,-0.684,0.017,0.0,0.005,0.002,0.681,0.0,1.332,-0.003,2.335,-0.003,-0.013,0.002,0.561,0.003,0.012,0.003,0.002,0.482,-0.018,0.012,0.004,0.999,0.002,4.78,-0.0,4.643,1.61,0.003,0.005,0.0,0.002,0.016,0.0,0.003
0.0,0.236,0.239,-0.02,-0.678,0.237,-0.682,0.0,0.002,-0.001,0.045,-0.687,0.0,0.015,0.007,0.004,-0.014,0.002,0.0,0.029,-0.69,0.002,0.0,0.003,0.003,-0.014,0.0,0.233,0.0,0.003,2.322,0.005,0.691,-0.017,0.004,0.005,0.014,-0.693,0.028,0.002,-0.688,0.017,0.0,0.006,0.002,0.682,0.0,1.332,-0.003,2.335,0.029,-0.002,0.002,0.559,-0.004,0.008,0.002,0.001,0.481,-0.027,0.016,0.003,0.998,0.002,4.768,0.0,4.653,1.609,0.002,-0.002,0.0,0.003,0.016,-0.0,0.003
-0.0,0.236,0.239,-0.018,-0.678,0.236,-0.682,0.0,0.006,-0.005,0.046,-0.686,0.0,0.017,0.005,0.005,-0.013,0.001,-0.0,0.028,-0.69,0.002,0.0,0.005,0.002,-0.014,0.0,0.234,0.0,0.002,2.324,0.005,0.69,-0.017,0.002,0.007,0.015,-0.692,0.028,0.002,-0.685,0.017,0.0,0.006,0.002,0.683,0.0,1.332,0.006,2.333,0.018,-0.001,0.002,0.558,-0.004,0.006,0.003,0.001,0.481,-0.023,0.015,0.002,0.998,0.001,4.758,-0.0,4.658,1.608,0.003,-0.005,0.0,0.002,0.015,0.0,0.003
-0.0,0.234,0.247,-0.054,-0.681,0.234,-0.686,0.0,-0.018,0.026,0.068,-0.676,0.0,0.034,0.014,0.019,-0.011,0.011,-0.0,0.077,-0.687,0.013,0.0,0.02,0.018,-0.008,0.0,0.209,0.0,0.005,2.327,0.012,0.687,-0.026,0.006,0.016,0.023,-0.7,0.039,0.006,-0.696,0.03,0.001,0.025,0.004,0.686,0.0,1.332,0.01,2.33,-0.087,0.007,0.004,0.547,-0.022,-0.013,0.005,0.007,0.48,-0.021,0.016,0.005,0.999,0.01,4.726,-0.0,4.709,1.607,0.011,-0.044,0.0,0.003,0.018,0.0,0.009
-0.0,0.225,0.239,-0.059,-0.681,0.225,-0.688,-0.0,-0.024,0.012,0.078,-0.672,0.0,0.035,0.026,0.022,0.034,0.022,-0.0,0.08,-0.687,0.027,-0.0,0.021,0.035,-0.024,0.001,0.22,0.001,0.006,2.33,0.023,0.687,-0.009,0.002,0.043,0.021,-0.697,0.036,0.006,-0.704,0.028,0.001,0.028,0.004,0.688,0.0,1.344,-0.023,2.332,0.052,-0.027,0.005,0.508,0.031,-0.081,0.005,0.003,0.474,-0.072,0.036,0.002,0.999,0.005,4.726,0.0,4.738,1.601,0.013,0.021,0.0,0.013,0.014,0.0,0.008
-0.0,0.25,0.255,-0.042,-0.701,0.25,-0.706,-0.0,0.004,-0.006,0.072,-0.659,0.0,0.04,0.012,0.019,0.031,0.02,-0.0,0.086,-0.662,0.023,0.0,0.02,0.04,-0.018,0.001,0.238,0.0,0.003,2.356,0.009,0.662,-0.009,0.004,0.012,0.032,-0.669,0.04,0.003,-0.711,0.025,0.001,0.024,0.003,0.706,0.0,1.317,-0.003,2.294,0.09,0.054,0.003,0.623,-0.012,-0.022,0.005,0.003,0.489,-0.05,0.022,0.004,1.0,0.004,4.383,0.0,4.986,1.618,0.016,-0.021,0.0,0.005,0.016,0.0,0.006
0.0,0.234,0.244,-0.122,-0.7,0.234,-0.71,0.0,-0.12,0.167,0.12,-0.65,0.0,0.045,0.051,0.034,-0.016,0.03,0.0,0.036,-0.663,0.035,-0.0,0.04,0.042,0.031,0.001,0.218,0.003,0.006,2.36,0.038,0.663,-0.053,0.006,0.04,-0.004,-0.674,0.046,0.006,-0.724,0.064,0.002,0.045,0.005,0.71,0.0,1.33,0.024,2.296,-0.153,-0.02,0.004,0.55,-0.025,0.087,0.004,0.008,0.481,-0.011,0.06,0.012,1.0,0.009,4.396,-0.0,5.04,1.607,0.02,-0.017,0.0,0.036,0.021,-0.0,0.04
0.0,0.17,0.186,-0.099,-0.691,0.171,-0.701,0.0,-0.068,0.151,0.126,-0.679,0.0,0.043,0.072,0.03,0.031,0.029,0.001,0.066,-0.689,0.038,0.001,0.048,0.028,0.038,0.001,0.156,0.005,0.007,2.348,0.063,0.689,-0.009,0.013,0.13,0.02,-0.696,0.064,0.006,-0.713,0.039,0.001,0.038,0.006,0.701,0.0,1.4,-0.022,2.337,-0.053,-0.194,0.005,0.291,0.012,0.255,0.01,0.01,0.435,-0.06,0.082,0.024,0.997,0.012,4.752,-0.0,4.912,1.56,0.019,-0.045,0.0,0.067,0.018,-0.0,0.015
-0.0,0.141,0.157,-0.069,-0.711,0.141,-0.73,-0.0,-0.021,0.068,0.087,-0.653,0.0,0.04,0.038,0.029,0.003,0.014,0.0,0.081,-0.667,0.019,0.001,0.039,0.018,0.003,0.0,0.126,0.001,0.011,2.388,0.033,0.667,-0.026,0.009,0.048,0.021,-0.678,0.053,0.009,-0.754,0.032,0.001,0.034,0.008,0.73,0.0,1.428,-0.029,2.304,0.113,0.075,0.008,0.199,0.006,0.205,0.014,0.007,0.41,-0.058,0.039,0.007,1.0,0.009,4.451,-0.0,5.336,1.538,0.016,-0.05,0.0,0.015,0.018,0.0,0.01
-0.0,0.128,0.138,-0.041,-0.721,0.129,-0.728,-0.0,0.003,0.023,0.064,-0.659,0.0,0.024,0.019,0.008,0.007,0.016,0.0,0.042,-0.67,0.017,-0.0,0.01,0.031,-0.013,0.0,0.115,0.0,0.006,2.386,0.016,0.67,-0.02,0.004,0.028,0.022,-0.678,0.041,0.006,-0.74,0.026,0.0,0.01,0.004,0.728,0.0,1.442,-0.013,2.31,0.019,-0.03,0.005,0.165,0.027,-0.085,0.008,0.006,0.398,-0.031,0.023,0.008,0.998,0.007,4.493,0.0,5.303,1.527,0.006,0.041,0.0,0.005,0.016,0.0,0.007
0.0,0.131,0.137,-0.034,-0.728,0.131,-0.73,-0.0,0.003,-0.007,0.049,-0.666,0.0,0.013,0.007,0.004,-0.004,0.01,-0.0,0.023,-0.668,0.011,-0.0,0.006,0.022,-0.017,0.0,0.124,0.0,0.002,2.391,0.005,0.668,-0.021,0.004,0.007,0.012,-0.67,0.034,0.001,-0.733,0.024,0.0,0.006,0.002,0.73,0.0,1.438,0.008,2.303,-0.025,0.071,0.001,0.171,-0.003,0.002,0.001,0.004,0.4,-0.033,0.018,0.008,0.998,0.005,4.458,0.0,5.335,1.529,0.002,-0.006,0.0,0.003,0.016,-0.0,0.006
0.0,0.131,0.133,-0.018,-0.727,0.131,-0.73,-0.0,0.01,-0.013,0.043,-0.664,0.0,0.015,0.002,0.004,-0.008,0.003,0.0,0.026,-0.668,0.003,0.0,0.004,0.006,-0.015,0.0,0.129,0.0,0.002,2.392,0.002,0.668,-0.013,0.003,0.003,0.014,-0.672,0.025,0.002,-0.732,0.014,0.0,0.005,0.002,0.73,0.0,1.44,0.001,2.303,-0.011,-0.011,0.001,0.171,-0.0,0.01,0.002,0.002,0.399,-0.02,0.016,0.003,0.998,0.002,4.462,0.0,5.332,1.529,0.002,-0.002,0.0,0.002,0.014,-0.0,0.002
0.0,0.131,0.134,-0.023,-0.726,0.131,-0.73,-0.0,0.002,0.003,0.039,-0.663,0.0,0.012,0.005,0.004,-0.011,0.003,-0.0,0.018,-0.667,0.004,0.0,0.005,0.005,-0.011,0.0,0.129,0.0,0.002,2.391,0.003,0.667,-0.016,0.003,0.003,0.011,-0.669,0.024,0.002,-0.733,0.016,0.0,0.005,0.002,0.73,0.0,1.44,-0.006,2.304,-0.023,-0.024,0.002,0.171,-0.002,0.007,0.001,0.001,0.399,-0.015,0.012,0.002,0.998,0.002,4.452,-0.0,5.33,1.528,0.002,-0.004,0.0,0.002,0.014,-0.0,0.003
0.0,0.131,0.134,-0.022,-0.728,0.131,-0.731,0.0,0.006,-0.009,0.044,-0.664,0.0,0.014,0.004,0.003,-0.007,0.004,0.0,0.019,-0.667,0.005,-0.0,0.006,0.007,-0.014,0.0,0.128,0.0,0.002,2.393,0.003,0.667,-0.016,0.004,0.005,0.013,-0.669,0.027,0.001,-0.736,0.017,0.0,0.004,0.002,0.731,0.0,1.439,0.004,2.302,-0.008,-0.005,0.001,0.171,-0.004,0.007,0.002,0.001,0.4,-0.021,0.015,0.002,0.998,0.002,4.448,-0.0,5.347,1.529,0.002,-0.007,0.0,0.002,0.015,0.0,0.003
0.0,0.131,0.137,-0.043,-0.726,0.131,-0.732,-0.0,0.001,0.001,0.061,-0.659,0.0,0.02,0.011,0.011,-0.011,0.007,0.0,0.034,-0.666,0.009,-0.0,0.022,0.008,-0.018,0.0,0.126,0.0,0.003,2.394,0.009,0.666,-0.026,0.004,0.013,0.016,-0.67,0.042,0.003,-0.738,0.028,0.0,0.012,0.003,0.733,0.0,1.44,0.002,2.301,-0.055,0.013,0.002,0.171,-0.001,0.027,0.002,0.003,0.399,-0.035,0.021,0.003,0.998,0.003,4.429,0.0,5.366,1.529,0.004,0.007,0.0,0.004,0.021,0.0,0.008
