RMS_ag_x,ag_x_mean,ag_x_min,ag_x_max,E_ag_x,accl_x,E_ag_z,th_x,SVM_a,FFT_ag_y,accl_y,E_ag_y,IQR_g_x,VAR_g_x,FFT_g_x,FFT_g_y,th_z,th_y,STD_g_x,MAD_g_x,ag_y_max,RMS_ag_y,ag_y_mean,RMS_ag_z,FFT_ag_x,ag_z_max,ag_z_mean,ag_z_min,ag_y_min,VAR_ag_x,accl_z,VAR_g_z,IQR_g_z,STD_g_y,STD_ag_x,E_g_z,CM_g,MAD_ag_x,RMS_g_z,g_x_max,IQR_ag_x,MAD_g_y,SMA_a,VAR_ag_y,RMS_g_x,VAR_g_y,g_z_mean,IQR_g_y,E_g_x,g_x_min,MAD_g_z,g_z_max,STD_g_z,STD_ag_y,CM_a,MAD_ag_y,g_x_mean,g_z_min,SVM_g,FFT_g_z,IQR_ag_y,g_y_max,SMA_g,FFT_ag_z,RMS_g_y,g_y_min,STD_ag_z,IQR_ag_z,MAD_ag_z,g_y_mean,E_g_y,VAR_ag_z,jerk_x,jerk_y,jerk_z
0.718,-0.718,-0.724,-0.714,5.155,-0.0,4.275,2.374,0.999,-0.022,0.0,0.546,0.019,0.0,-0.051,-0.108,2.284,1.334,0.014,0.012,0.241,0.234,0.234,0.654,0.004,-0.649,-0.654,-0.66,0.221,0.0,0.0,0.0,0.016,0.02,0.003,0.003,0.016,0.002,0.017,-0.008,0.003,0.015,1.606,0.0,0.033,0.0,-0.012,0.016,0.011,-0.061,0.011,0.01,0.013,0.006,0.478,0.004,-0.029,-0.034,0.038,0.004,0.006,0.028,0.06,-0.01,0.02,-0.042,0.003,0.003,0.002,0.005,0.004,0.0,-0.0,0.0,0.0
0.717,-0.717,-0.721,-0.711,5.142,-0.0,4.267,2.372,0.998,-0.004,0.0,0.56,0.022,0.0,-0.047,-0.033,2.284,1.332,0.013,0.012,0.241,0.237,0.237,0.653,-0.009,-0.646,-0.653,-0.659,0.232,0.0,0.0,0.0,0.009,0.008,0.003,0.006,0.02,0.002,0.024,-0.006,0.004,0.007,1.607,0.0,0.024,0.0,-0.022,0.012,0.006,-0.046,0.007,0.0,0.01,0.003,0.481,0.002,-0.02,-0.034,0.04,0.018,0.004,0.029,0.06,-0.005,0.019,0.005,0.004,0.006,0.004,0.017,0.004,0.0,0.0,-0.0,0.0
0.718,-0.718,-0.724,-0.713,5.161,0.0,4.294,2.374,1.0,0.009,-0.0,0.552,0.012,0.0,-0.012,-0.026,2.284,1.335,0.008,0.007,0.239,0.235,0.235,0.655,-0.012,-0.65,-0.655,-0.667,0.231,0.0,-0.0,0.0,0.007,0.014,0.004,0.002,0.008,0.003,0.016,0.003,0.005,0.011,1.609,0.0,0.011,0.0,-0.012,0.01,0.001,-0.025,0.007,0.01,0.01,0.003,0.48,0.002,-0.007,-0.023,0.02,0.043,0.005,0.031,0.032,0.021,0.014,-0.013,0.005,0.003,0.004,0.003,0.002,0.0,-0.0,0.0,0.0
0.721,-0.721,-0.723,-0.719,5.2,-0.0,4.207,2.378,0.999,-0.013,0.0,0.578,0.021,0.0,-0.02,-0.012,2.277,1.328,0.014,0.013,0.247,0.24,0.24,0.649,-0.003,-0.645,-0.649,-0.652,0.236,0.0,-0.0,0.0,0.01,0.009,0.001,0.003,0.013,0.001,0.016,-0.005,0.002,0.008,1.61,0.0,0.028,0.0,-0.014,0.014,0.008,-0.051,0.007,-0.001,0.008,0.004,0.482,0.003,-0.024,-0.026,0.031,-0.014,0.006,0.027,0.05,-0.003,0.015,0.0,0.002,0.003,0.002,0.012,0.002,0.0,0.0,0.0,-0.0
0.721,-0.721,-0.725,-0.717,5.197,-0.0,4.19,2.378,0.999,-0.006,0.0,0.59,0.004,0.0,-0.001,-0.004,2.276,1.326,0.004,0.003,0.245,0.243,0.243,0.647,-0.002,-0.644,-0.647,-0.651,0.241,0.0,-0.0,0.0,0.005,0.008,0.002,0.002,0.013,0.002,0.015,-0.008,0.002,0.005,1.611,0.0,0.014,0.0,-0.014,0.006,0.002,-0.021,0.003,-0.005,0.004,0.002,0.484,0.002,-0.013,-0.02,0.024,0.002,0.004,0.035,0.042,0.005,0.017,0.005,0.002,0.003,0.002,0.015,0.003,0.0,-0.0,-0.0,0.0
0.719,-0.719,-0.722,-0.715,5.174,0.0,4.215,2.375,1.0,-0.003,0.0,0.598,0.006,0.0,-0.002,0.018,2.277,1.323,0.005,0.004,0.247,0.245,0.245,0.649,0.002,-0.645,-0.649,-0.655,0.243,0.0,0.0,0.0,0.007,0.013,0.002,0.002,0.014,0.002,0.014,-0.003,0.003,0.009,1.613,0.0,0.013,0.0,-0.013,0.005,0.002,-0.021,0.004,-0.001,0.005,0.001,0.486,0.001,-0.012,-0.02,0.027,0.016,0.003,0.058,0.047,-0.007,0.025,0.013,0.003,0.004,0.002,0.022,0.006,0.0,-0.0,0.0,0.0
0.705,-0.705,-0.713,-0.698,4.973,-0.0,4.423,2.356,1.001,-0.005,0.0,0.604,0.007,0.0,-0.002,-0.014,2.296,1.322,0.006,0.005,0.25,0.246,0.246,0.665,-0.011,-0.659,-0.665,-0.675,0.24,0.0,0.0,0.0,0.008,0.013,0.005,0.003,0.016,0.004,0.017,-0.003,0.007,0.012,1.616,0.0,0.013,0.0,-0.016,0.024,0.002,-0.022,0.005,-0.006,0.006,0.003,0.486,0.002,-0.012,-0.023,0.038,0.025,0.004,0.045,0.057,0.014,0.032,0.006,0.005,0.008,0.005,0.029,0.01,0.0,0.0,0.0,-0.0
0.705,-0.705,-0.711,-0.702,4.97,-0.0,4.432,2.353,1.0,0.011,-0.0,0.587,0.008,0.0,0.011,-0.031,2.3,1.326,0.006,0.005,0.246,0.242,0.242,0.666,0.008,-0.663,-0.666,-0.668,0.239,0.0,0.0,0.0,0.004,0.008,0.003,0.003,0.012,0.002,0.017,-0.004,0.003,0.007,1.613,0.0,0.014,0.0,-0.017,0.013,0.002,-0.024,0.003,-0.009,0.004,0.002,0.484,0.002,-0.013,-0.023,0.025,-0.011,0.003,0.03,0.043,-0.006,0.016,0.003,0.002,0.002,0.002,0.014,0.003,0.0,-0.0,-0.0,0.0
0.7,-0.7,-0.704,-0.697,4.903,-0.0,4.496,2.348,0.999,0.006,0.0,0.576,0.006,0.0,0.008,0.035,2.306,1.328,0.004,0.003,0.243,0.24,0.24,0.671,-0.0,-0.666,-0.67,-0.675,0.236,0.0,-0.0,0.0,0.007,0.009,0.002,0.003,0.015,0.002,0.018,-0.005,0.004,0.007,1.611,0.0,0.012,0.0,-0.017,0.009,0.001,-0.017,0.004,-0.011,0.005,0.002,0.483,0.001,-0.012,-0.027,0.03,-0.005,0.001,0.037,0.051,0.004,0.023,0.008,0.003,0.005,0.003,0.022,0.005,0.0,-0.0,-0.0,0.0
0.695,-0.695,-0.7,-0.691,4.835,-0.0,4.574,2.341,0.999,0.002,-0.0,0.575,0.008,0.0,-0.002,-0.027,2.314,1.328,0.006,0.005,0.243,0.24,0.24,0.676,-0.007,-0.671,-0.676,-0.68,0.236,0.0,0.0,0.0,0.002,0.008,0.003,0.003,0.015,0.003,0.017,0.001,0.005,0.007,1.611,0.0,0.014,0.0,-0.017,0.01,0.002,-0.021,0.002,-0.01,0.004,0.002,0.483,0.001,-0.012,-0.025,0.027,-0.001,0.003,0.038,0.047,0.006,0.02,0.009,0.003,0.003,0.002,0.018,0.004,0.0,0.0,0.0,-0.0
0.693,-0.693,-0.697,-0.69,4.803,0.0,4.609,2.336,0.999,0.002,0.0,0.567,0.008,0.0,0.006,0.013,2.318,1.331,0.006,0.005,0.242,0.238,0.238,0.679,-0.002,-0.676,-0.679,-0.682,0.236,0.0,0.0,0.0,0.003,0.004,0.002,0.003,0.013,0.001,0.017,-0.004,0.002,0.003,1.61,0.0,0.014,0.0,-0.017,0.006,0.002,-0.025,0.002,-0.009,0.003,0.002,0.482,0.002,-0.013,-0.022,0.028,-0.014,0.003,0.023,0.045,0.008,0.015,0.009,0.002,0.004,0.002,0.015,0.002,0.0,0.0,-0.0,0.0
0.691,-0.691,-0.695,-0.689,4.78,0.0,4.643,2.335,0.999,0.005,-0.0,0.561,0.007,0.0,0.012,-0.003,2.322,1.332,0.004,0.004,0.24,0.237,0.237,0.681,0.003,-0.677,-0.681,-0.684,0.233,0.0,0.0,0.0,0.003,0.005,0.002,0.003,0.016,0.002,0.017,-0.005,0.003,0.004,1.61,0.0,0.012,0.0,-0.017,0.003,0.002,-0.018,0.002,-0.012,0.002,0.002,0.482,0.002,-0.012,-0.02,0.028,-0.013,0.004,0.022,0.044,-0.003,0.017,0.003,0.002,0.003,0.002,0.016,0.003,0.0,0.0,-0.0,-0.0
0.691,-0.69,-0.693,-0.687,4.768,0.0,4.653,2.335,0.998,-0.002,0.0,0.559,0.005,0.0,0.008,0.029,2.322,1.332,0.007,0.005,0.239,0.237,0.236,0.682,-0.004,-0.678,-0.682,-0.688,0.233,0.0,0.0,0.0,0.003,0.006,0.002,0.003,0.016,0.002,0.017,-0.001,0.002,0.004,1.609,0.0,0.016,0.0,-0.017,0.003,0.003,-0.027,0.002,-0.014,0.002,0.002,0.481,0.001,-0.014,-0.02,0.028,-0.002,0.003,0.029,0.045,-0.003,0.015,0.002,0.003,0.004,0.002,0.014,0.002,0.0,-0.0,0.0,0.0
0.69,-0.69,-0.692,-0.686,4.758,0.0,4.658,2.333,0.998,-0.005,-0.0,0.558,0.007,0.0,0.006,0.018,2.324,1.332,0.005,0.005,0.239,0.236,0.236,0.683,-0.004,-0.678,-0.682,-0.685,0.234,0.0,0.0,0.0,0.002,0.006,0.002,0.003,0.015,0.002,0.017,-0.005,0.003,0.005,1.608,0.0,0.015,0.0,-0.017,0.005,0.002,-0.023,0.001,-0.013,0.002,0.001,0.481,0.001,-0.014,-0.018,0.028,-0.001,0.002,0.028,0.046,0.006,0.017,0.006,0.002,0.002,0.002,0.015,0.003,0.0,0.0,-0.0,-0.0
0.687,-0.687,-0.7,-0.676,4.726,0.0,4.709,2.33,0.999,-0.044,-0.0,0.547,0.016,0.0,-0.013,-0.087,2.327,1.332,0.014,0.012,0.247,0.234,0.234,0.686,-0.022,-0.681,-0.686,-0.696,0.209,0.0,0.0,0.0,0.018,0.025,0.006,0.009,0.018,0.004,0.03,0.026,0.005,0.019,1.607,0.0,0.016,0.001,-0.026,0.02,0.003,-0.021,0.011,-0.011,0.013,0.01,0.48,0.007,-0.008,-0.054,0.039,0.007,0.005,0.077,0.068,0.01,0.034,-0.018,0.005,0.006,0.004,0.023,0.011,0.0,0.0,-0.0,-0.0
0.687,-0.687,-0.697,-0.672,4.726,-0.0,4.738,2.332,0.999,0.021,-0.0,0.508,0.043,0.001,-0.081,0.052,2.33,1.344,0.026,0.023,0.239,0.225,0.225,0.688,0.031,-0.681,-0.688,-0.704,0.22,0.0,-0.0,0.001,0.035,0.028,0.006,0.008,0.014,0.005,0.028,0.012,0.005,0.022,1.601,0.0,0.036,0.001,-0.009,0.021,0.013,-0.072,0.022,0.034,0.027,0.005,0.474,0.003,-0.024,-0.059,0.036,-0.027,0.002,0.08,0.078,-0.023,0.035,-0.024,0.006,0.002,0.004,0.021,0.013,0.0,0.0,0.0,-0.0
0.662,-0.662,-0.669,-0.659,4.383,0.0,4.986,2.294,1.0,-0.021,-0.0,0.623,0.012,0.0,-0.022,0.09,2.356,1.317,0.012,0.009,0.255,0.25,0.25,0.706,-0.012,-0.701,-0.706,-0.711,0.238,0.0,-0.0,0.001,0.04,0.024,0.003,0.006,0.016,0.003,0.025,-0.006,0.005,0.019,1.618,0.0,0.022,0.001,-0.009,0.02,0.005,-0.05,0.02,0.031,0.023,0.004,0.489,0.003,-0.018,-0.042,0.04,0.054,0.004,0.086,0.072,-0.003,0.04,0.004,0.003,0.004,0.003,0.032,0.016,0.0,0.0,0.0,-0.0
0.663,-0.663,-0.674,-0.65,4.396,-0.0,5.04,2.296,1.0,-0.017,0.0,0.55,0.04,0.003,0.087,-0.153,2.36,1.33,0.051,0.038,0.244,0.234,0.234,0.71,-0.025,-0.7,-0.71,-0.724,0.218,0.0,0.0,0.001,0.042,0.045,0.006,0.04,0.021,0.004,0.064,0.167,0.004,0.034,1.607,0.0,0.06,0.002,-0.053,0.04,0.036,-0.011,0.03,-0.016,0.035,0.009,0.481,0.008,0.031,-0.122,0.046,-0.02,0.012,0.036,0.12,0.024,0.045,-0.12,0.006,0.006,0.005,-0.004,0.02,0.0,-0.0,-0.0,0.0
0.689,-0.689,-0.696,-0.679,4.752,0.001,4.912,2.337,0.997,-0.045,0.001,0.291,0.13,0.005,0.255,-0.053,2.348,1.4,0.072,0.063,0.186,0.171,0.17,0.701,0.012,-0.691,-0.701,-0.713,0.156,0.0,0.0,0.001,0.028,0.038,0.006,0.015,0.018,0.005,0.039,0.151,0.01,0.03,1.56,0.0,0.082,0.001,-0.009,0.048,0.067,-0.06,0.029,0.031,0.038,0.012,0.435,0.01,0.038,-0.099,0.064,-0.194,0.024,0.066,0.126,-0.022,0.043,-0.068,0.007,0.013,0.006,0.02,0.019,0.0,-0.0,-0.0,0.0
0.667,-0.667,-0.678,-0.653,4.451,0.001,5.336,2.304,1.0,-0.05,0.0,0.199,0.048,0.001,0.205,0.113,2.388,1.428,0.038,0.033,0.157,0.141,0.141,0.73,0.006,-0.711,-0.73,-0.754,0.126,0.0,-0.0,0.0,0.018,0.034,0.009,0.01,0.018,0.008,0.032,0.068,0.014,0.029,1.538,0.0,0.039,0.001,-0.026,0.039,0.015,-0.058,0.014,0.003,0.019,0.009,0.41,0.007,0.003,-0.069,0.053,0.075,0.007,0.081,0.087,-0.029,0.04,-0.021,0.011,0.009,0.008,0.021,0.016,0.0,0.0,-0.0,-0.0
0.67,-0.67,-0.678,-0.659,4.493,-0.0,5.303,2.31,0.998,0.041,0.0,0.165,0.028,0.0,-0.085,0.019,2.386,1.442,0.019,0.016,0.138,0.129,0.128,0.728,0.027,-0.721,-0.728,-0.74,0.115,0.0,-0.0,0.0,0.031,0.01,0.006,0.007,0.016,0.005,0.026,0.023,0.008,0.008,1.527,0.0,0.023,0.0,-0.02,0.01,0.005,-0.031,0.016,0.007,0.017,0.007,0.398,0.006,-0.013,-0.041,0.041,-0.03,0.008,0.042,0.064,-0.013,0.024,0.003,0.006,0.004,0.004,0.022,0.006,0.0,0.0,0.0,-0.0
0.668,-0.668,-0.67,-0.666,4.458,-0.0,5.335,2.303,0.998,-0.006,-0.0,0.171,0.007,0.0,0.002,-0.025,2.391,1.438,0.007,0.005,0.137,0.131,0.131,0.73,-0.003,-0.728,-0.73,-0.733,0.124,0.0,-0.0,0.0,0.022,0.006,0.001,0.006,0.016,0.001,0.024,-0.007,0.001,0.004,1.529,0.0,0.018,0.0,-0.021,0.006,0.003,-0.033,0.01,-0.004,0.011,0.005,0.4,0.004,-0.017,-0.034,0.034,0.071,0.008,0.023,0.049,0.008,0.013,0.003,0.002,0.004,0.002,0.012,0.002,0.0,-0.0,0.0,0.0
0.668,-0.668,-0.672,-0.664,4.462,0.0,5.332,2.303,0.998,-0.002,0.0,0.171,0.003,0.0,0.01,-0.011,2.392,1.44,0.002,0.002,0.133,0.131,0.131,0.73,-0.0,-0.727,-0.73,-0.732,0.129,0.0,-0.0,0.0,0.006,0.005,0.002,0.002,0.014,0.001,0.014,-0.013,0.002,0.004,1.529,0.0,0.016,0.0,-0.013,0.004,0.002,-0.02,0.003,-0.008,0.003,0.002,0.399,0.002,-0.015,-0.018,0.025,-0.011,0.003,0.026,0.043,0.001,0.015,0.01,0.002,0.003,0.002,0.014,0.002,0.0,-0.0,0.0,0.0
0.667,-0.667,-0.669,-0.663,4.452,0.0,5.33,2.304,0.998,-0.004,-0.0,0.171,0.003,0.0,0.007,-0.023,2.391,1.44,0.005,0.003,0.134,0.131,0.131,0.73,-0.002,-0.726,-0.73,-0.733,0.129,0.0,-0.0,0.0,0.005,0.005,0.002,0.003,0.014,0.002,0.016,0.003,0.001,0.004,1.528,0.0,0.012,0.0,-0.016,0.005,0.002,-0.015,0.003,-0.011,0.004,0.002,0.399,0.001,-0.011,-0.023,0.024,-0.024,0.002,0.018,0.039,-0.006,0.012,0.002,0.002,0.003,0.002,0.011,0.002,0.0,-0.0,-0.0,0.0
0.667,-0.667,-0.669,-0.664,4.448,-0.0,5.347,2.302,0.998,-0.007,0.0,0.171,0.005,0.0,0.007,-0.008,2.393,1.439,0.004,0.003,0.134,0.131,0.131,0.731,-0.004,-0.728,-0.731,-0.736,0.128,0.0,0.0,0.0,0.007,0.004,0.001,0.003,0.015,0.001,0.017,-0.009,0.002,0.003,1.529,0.0,0.015,0.0,-0.016,0.006,0.002,-0.021,0.004,-0.007,0.005,0.002,0.4,0.001,-0.014,-0.022,0.027,-0.005,0.002,0.019,0.044,0.004,0.014,0.006,0.002,0.004,0.002,0.013,0.002,0.0,0.0,-0.0,0.0
0.666,-0.666,-0.67,-0.659,4.429,-0.0,5.366,2.301,0.998,0.007,0.0,0.171,0.013,0.0,0.027,-0.055,2.394,1.44,0.011,0.009,0.137,0.131,0.131,0.733,-0.001,-0.726,-0.732,-0.738,0.126,0.0,-0.0,0.0,0.008,0.012,0.003,0.008,0.021,0.002,0.028,0.001,0.002,0.011,1.529,0.0,0.021,0.0,-0.026,0.022,0.004,-0.035,0.007,-0.011,0.009,0.003,0.399,0.003,-0.018,-0.043,0.042,0.013,0.003,0.034,0.061,0.002,0.02,0.001,0.003,0.004,0.003,0.016,0.004,0.0,0.0,0.0,0.0
0.665,-0.665,-0.668,-0.661,4.42,-0.0,5.38,2.3,0.998,0.005,0.0,0.168,0.001,0.0,0.007,-0.009,2.396,1.441,0.003,0.002,0.133,0.13,0.13,0.734,-0.003,-0.731,-0.734,-0.738,0.128,0.0,-0.0,0.0,0.007,0.005,0.002,0.002,0.016,0.001,0.014,-0.008,0.002,0.004,1.528,0.0,0.015,0.0,-0.014,0.005,0.002,-0.018,0.004,-0.007,0.004,0.002,0.398,0.001,-0.014,-0.021,0.027,0.016,0.001,0.026,0.046,0.005,0.019,0.008,0.002,0.001,0.001,0.018,0.004,0.0,0.0,0.0,0.0
0.663,-0.663,-0.667,-0.659,4.392,0.0,5.393,2.298,0.998,-0.001,-0.0,0.168,0.009,0.0,0.029,-0.023,2.398,1.44,0.006,0.006,0.134,0.13,0.13,0.734,0.002,-0.732,-0.734,-0.738,0.124,0.0,-0.0,0.0,0.004,0.008,0.002,0.003,0.01,0.002,0.016,0.004,0.002,0.006,1.527,0.0,0.011,0.0,-0.016,0.006,0.001,-0.018,0.003,-0.009,0.004,0.003,0.398,0.002,-0.009,-0.022,0.021,0.022,0.004,0.026,0.036,0.001,0.012,-0.004,0.002,0.001,0.001,0.008,0.001,0.0,0.0,-0.0,0.0
0.666,-0.666,-0.67,-0.663,4.436,-0.0,5.361,2.301,0.998,0.003,0.0,0.168,0.007,0.0,0.023,0.01,2.394,1.44,0.004,0.004,0.133,0.13,0.13,0.732,0.01,-0.73,-0.732,-0.741,0.126,0.0,0.0,0.0,0.012,0.007,0.002,0.003,0.014,0.002,0.017,-0.012,0.004,0.006,1.528,0.0,0.018,0.0,-0.014,0.01,0.003,-0.023,0.008,0.005,0.009,0.002,0.399,0.002,-0.018,-0.03,0.028,0.0,0.003,0.023,0.046,-0.004,0.015,0.002,0.003,0.003,0.002,0.013,0.002,0.0,0.0,0.0,-0.0
0.665,-0.665,-0.668,-0.663,4.424,0.0,5.373,2.3,0.998,-0.005,-0.0,0.169,0.003,0.0,0.006,-0.014,2.396,1.44,0.002,0.001,0.132,0.13,0.13,0.733,-0.001,-0.728,-0.733,-0.74,0.126,0.0,-0.0,0.0,0.005,0.003,0.001,0.003,0.014,0.001,0.018,-0.01,0.002,0.002,1.528,0.0,0.012,0.0,-0.018,0.006,0.001,-0.014,0.002,-0.015,0.003,0.002,0.399,0.002,-0.012,-0.023,0.027,-0.012,0.003,0.019,0.045,-0.004,0.015,0.011,0.003,0.002,0.002,0.015,0.002,0.0,-0.0,-0.0,-0.0
0.612,-0.612,-0.617,-0.608,3.746,-0.0,5.889,2.229,0.998,0.004,0.0,0.317,0.004,0.0,0.041,-0.019,2.45,1.391,0.009,0.007,0.182,0.178,0.178,0.767,-0.004,-0.763,-0.767,-0.77,0.173,0.0,-0.0,0.0,0.012,0.005,0.003,0.005,0.013,0.003,0.022,0.01,0.006,0.004,1.557,0.0,0.013,0.0,-0.019,0.009,0.002,-0.019,0.009,-0.007,0.011,0.003,0.437,0.002,-0.009,-0.044,0.028,-0.052,0.004,0.022,0.045,0.004,0.015,0.007,0.002,0.003,0.002,0.014,0.002,0.0,-0.0,-0.0,0.0
0.61,-0.61,-0.614,-0.608,3.726,-0.0,5.892,2.229,0.997,0.002,-0.0,0.324,0.002,0.0,-0.012,-0.021,2.45,1.389,0.004,0.003,0.182,0.18,0.18,0.768,0.004,-0.765,-0.768,-0.77,0.178,0.0,0.0,0.0,0.003,0.009,0.002,0.002,0.013,0.002,0.014,-0.009,0.003,0.008,1.558,0.0,0.016,0.0,-0.014,0.01,0.003,-0.024,0.002,-0.007,0.003,0.001,0.439,0.001,-0.015,-0.018,0.024,0.012,0.002,0.018,0.04,0.001,0.011,-0.011,0.001,0.001,0.001,0.007,0.001,0.0,0.0,-0.0,-0.0
0.65,-0.65,-0.68,-0.617,4.226,0.0,5.383,2.291,0.998,-0.006,-0.0,0.341,0.018,0.0,-0.029,0.21,2.388,1.384,0.013,0.011,0.192,0.185,0.185,0.734,0.057,-0.706,-0.733,-0.763,0.176,0.001,0.0,0.0,0.014,0.041,0.023,0.002,0.018,0.021,0.013,0.01,0.04,0.032,1.568,0.0,0.015,0.002,-0.004,0.042,0.002,-0.035,0.01,0.015,0.012,0.004,0.444,0.003,-0.007,-0.026,0.077,-0.012,0.003,-0.019,0.099,-0.054,0.087,-0.148,0.021,0.035,0.019,-0.077,0.075,0.0,-0.0,-0.0,0.0
0.672,-0.672,-0.683,-0.662,4.512,0.0,5.026,2.311,0.996,-0.043,0.0,0.396,0.023,0.0,0.058,-0.026,2.362,1.365,0.015,0.014,0.209,0.199,0.199,0.709,0.002,-0.701,-0.709,-0.719,0.182,0.0,0.0,0.001,0.039,0.031,0.006,0.006,0.012,0.006,0.025,0.011,0.009,0.027,1.579,0.0,0.018,0.001,0.009,0.049,0.003,-0.038,0.021,0.047,0.023,0.01,0.459,0.009,-0.01,-0.022,0.048,0.013,0.013,0.087,0.073,-0.013,0.047,-0.014,0.005,0.005,0.004,0.036,0.022,0.0,0.0,-0.0,-0.0
0.651,-0.651,-0.657,-0.646,4.237,-0.0,5.315,2.283,0.998,-0.011,-0.0,0.397,0.007,0.0,-0.001,0.089,2.39,1.372,0.007,0.006,0.206,0.199,0.199,0.729,0.003,-0.726,-0.729,-0.735,0.196,0.0,0.0,0.0,0.008,0.019,0.003,0.004,0.013,0.003,0.019,0.005,0.005,0.013,1.579,0.0,0.012,0.0,-0.018,0.006,0.002,-0.022,0.006,-0.005,0.007,0.004,0.455,0.003,-0.01,-0.032,0.025,-0.017,0.005,0.07,0.048,-0.009,0.027,-0.004,0.003,0.003,0.002,0.019,0.007,0.0,0.0,-0.0,-0.0
0.659,-0.659,-0.669,-0.651,4.345,-0.0,5.193,2.292,0.998,0.034,0.001,0.408,0.048,0.002,-0.121,0.136,2.379,1.368,0.046,0.038,0.226,0.202,0.202,0.721,0.038,-0.708,-0.721,-0.729,0.186,0.0,-0.0,0.001,0.017,0.051,0.006,0.006,0.02,0.005,0.024,0.017,0.011,0.043,1.582,0.0,0.056,0.003,-0.005,0.086,0.032,-0.118,0.018,0.054,0.024,0.01,0.456,0.007,-0.033,-0.027,0.07,-0.108,0.006,0.079,0.102,-0.03,0.051,-0.078,0.006,0.007,0.005,0.004,0.026,0.0,0.0,0.0,0.0
0.639,-0.639,-0.654,-0.63,4.084,0.001,5.441,2.262,0.997,0.053,-0.0,0.423,0.035,0.002,0.064,0.006,2.41,1.37,0.045,0.036,0.238,0.206,0.205,0.738,-0.031,-0.707,-0.738,-0.749,0.193,0.0,-0.0,0.0,0.022,0.022,0.008,0.006,0.019,0.007,0.024,0.113,0.012,0.018,1.582,0.0,0.047,0.0,-0.017,0.032,0.022,-0.033,0.013,0.003,0.016,0.015,0.456,0.011,0.013,-0.051,0.052,-0.016,0.009,0.079,0.092,0.052,0.046,0.005,0.013,0.01,0.009,0.041,0.022,0.0,0.0,0.0,-0.0
0.631,-0.631,-0.644,-0.614,3.983,0.001,5.487,2.258,0.998,0.023,0.0,0.486,0.153,0.012,0.217,-0.067,2.41,1.359,0.111,0.096,0.261,0.22,0.219,0.741,0.021,-0.715,-0.741,-0.753,0.2,0.0,0.001,0.0,0.032,0.012,0.007,0.009,0.022,0.005,0.03,0.002,0.005,0.009,1.591,0.0,0.148,0.0,-0.022,0.007,0.219,-0.333,0.017,0.011,0.02,0.02,0.46,0.018,-0.098,-0.056,0.062,0.068,0.031,0.038,0.137,-0.012,0.018,-0.008,0.01,0.007,0.007,0.013,0.003,0.0,-0.0,0.0,0.0
0.649,-0.649,-0.662,-0.631,4.207,0.001,4.698,2.278,1.0,-0.067,-0.0,1.049,0.168,0.012,-0.63,-0.087,2.329,1.238,0.109,0.095,0.339,0.324,0.324,0.685,-0.008,-0.669,-0.685,-0.702,0.28,0.0,0.0,0.001,0.022,0.019,0.008,0.009,0.026,0.006,0.029,0.024,0.007,0.016,1.658,0.0,0.144,0.0,-0.004,0.031,0.209,-0.282,0.023,0.064,0.029,0.016,0.526,0.011,-0.094,-0.029,0.07,0.163,0.015,0.017,0.151,-0.013,0.028,-0.044,0.009,0.005,0.006,-0.02,0.008,0.0,-0.0,0.0,0.0
0.667,-0.667,-0.678,-0.656,4.455,0.001,4.341,2.303,0.998,-0.019,0.0,1.169,0.108,0.003,0.02,0.059,2.294,1.22,0.056,0.053,0.351,0.342,0.342,0.659,0.012,-0.645,-0.659,-0.677,0.329,0.0,-0.0,0.0,0.006,0.023,0.008,0.002,0.021,0.007,0.013,0.073,0.014,0.018,1.668,0.0,0.057,0.001,-0.01,0.029,0.032,-0.08,0.006,0.004,0.009,0.006,0.531,0.005,-0.008,-0.027,0.064,-0.021,0.006,0.027,0.091,-0.031,0.03,-0.053,0.011,0.015,0.009,-0.019,0.009,0.0,0.0,0.0,-0.0
0.676,-0.676,-0.682,-0.668,4.571,0.0,4.275,2.314,0.998,0.028,0.0,1.107,0.059,0.001,0.189,0.028,2.286,1.233,0.036,0.031,0.345,0.333,0.333,0.654,-0.02,-0.642,-0.654,-0.666,0.326,0.0,-0.0,0.0,0.023,0.031,0.004,0.003,0.019,0.004,0.016,0.06,0.005,0.026,1.663,0.0,0.036,0.001,-0.01,0.047,0.013,-0.052,0.012,0.009,0.013,0.006,0.527,0.005,-0.005,-0.026,0.055,0.013,0.007,0.037,0.071,0.032,0.031,-0.051,0.008,0.014,0.007,-0.001,0.01,0.0,-0.0,0.0,0.0
0.698,-0.698,-0.718,-0.682,4.876,-0.0,3.936,2.351,1.0,-0.013,-0.0,1.168,0.04,0.001,0.036,0.116,2.242,1.22,0.035,0.03,0.357,0.342,0.342,0.627,0.036,-0.605,-0.627,-0.661,0.323,0.0,-0.0,0.0,0.02,0.036,0.012,0.003,0.022,0.011,0.016,0.037,0.023,0.029,1.667,0.0,0.045,0.001,0.001,0.036,0.02,-0.087,0.013,0.028,0.016,0.009,0.531,0.007,-0.028,-0.029,0.054,-0.013,0.009,0.032,0.093,-0.076,0.05,-0.104,0.019,0.032,0.016,-0.035,0.025,0.0,-0.0,-0.0,-0.0
