SVM_a,SVM_g,CM_a,CM_g,jerk_x,jerk_y,jerk_z,accl_x,accl_y,accl_z,th_x,th_y,th_z,ag_x_mean,ag_x_max,ag_x_min,ag_y_mean,ag_y_max,ag_y_min,ag_z_mean,ag_z_max,ag_z_min,g_x_mean,g_x_max,g_x_min,g_y_mean,g_y_max,g_y_min,g_z_mean,g_z_max,g_z_min,SMA_a,SMA_g,RMS_ag_x,RMS_ag_y,RMS_ag_z,RMS_g_x,RMS_g_y,RMS_g_z,MAD_ag_x,MAD_ag_y,MAD_ag_z,MAD_g_x,MAD_g_y,MAD_g_z,VAR_ag_x,VAR_ag_y,VAR_ag_z,VAR_g_x,VAR_g_y,VAR_g_z,STD_ag_x,STD_ag_y,STD_ag_z,STD_g_x,STD_g_y,STD_g_z,IQR_ag_x,IQR_ag_y,IQR_ag_z,IQR_g_x,IQR_g_y,IQR_g_z,FFT_ag_x,FFT_ag_y,FFT_ag_z,FFT_g_x,FFT_g_y,FFT_g_z,E_ag_x,E_ag_y,E_ag_z,E_g_x,E_g_y,E_g_z
1.0,0.04,0.489,0.016,0.0,0.0,-0.0,0.0,-0.0,-0.0,2.294,1.317,2.356,-0.662,-0.659,-0.669,0.25,0.255,0.238,-0.706,-0.701,-0.711,-0.018,-0.006,-0.05,0.032,0.086,0.004,-0.009,0.031,-0.042,1.618,0.072,0.662,0.25,0.706,0.022,0.04,0.025,0.003,0.003,0.003,0.009,0.019,0.02,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.004,0.003,0.012,0.024,0.023,0.005,0.004,0.004,0.012,0.02,0.04,-0.012,-0.021,-0.003,-0.022,0.09,0.054,4.383,0.623,4.986,0.005,0.016,0.006
1.0,0.046,0.481,0.021,-0.0,-0.0,0.0,-0.0,0.0,0.0,2.296,1.33,2.36,-0.663,-0.65,-0.674,0.234,0.244,0.218,-0.71,-0.7,-0.724,0.031,0.167,-0.011,-0.004,0.036,-0.12,-0.053,-0.016,-0.122,1.607,0.12,0.663,0.234,0.71,0.06,0.045,0.064,0.004,0.008,0.005,0.038,0.034,0.03,0.0,0.0,0.0,0.003,0.002,0.001,0.006,0.009,0.006,0.051,0.045,0.035,0.004,0.012,0.006,0.04,0.04,0.042,-0.025,-0.017,0.024,0.087,-0.153,-0.02,4.396,0.55,5.04,0.036,0.02,0.04
0.997,0.064,0.435,0.018,-0.0,-0.0,0.0,0.001,0.001,0.0,2.337,1.4,2.348,-0.689,-0.679,-0.696,0.17,0.186,0.156,-0.701,-0.691,-0.713,0.038,0.151,-0.06,0.02,0.066,-0.068,-0.009,0.031,-0.099,1.56,0.126,0.689,0.171,0.701,0.082,0.043,0.039,0.005,0.01,0.006,0.063,0.03,0.029,0.0,0.0,0.0,0.005,0.001,0.001,0.006,0.012,0.007,0.072,0.038,0.038,0.01,0.024,0.013,0.13,0.048,0.028,0.012,-0.045,-0.022,0.255,-0.053,-0.194,4.752,0.291,4.912,0.067,0.019,0.015
1.0,0.053,0.41,0.018,0.0,-0.0,-0.0,0.001,0.0,-0.0,2.304,1.428,2.388,-0.667,-0.653,-0.678,0.141,0.157,0.126,-0.73,-0.711,-0.754,0.003,0.068,-0.058,0.021,0.081,-0.021,-0.026,0.003,-0.069,1.538,0.087,0.667,0.141,0.73,0.039,0.04,0.032,0.008,0.007,0.008,0.033,0.029,0.014,0.0,0.0,0.0,0.001,0.001,0.0,0.009,0.009,0.011,0.038,0.034,0.019,0.014,0.007,0.009,0.048,0.039,0.018,0.006,-0.05,-0.029,0.205,0.113,0.075,4.451,0.199,5.336,0.015,0.016,0.01
0.998,0.041,0.398,0.016,0.0,0.0,-0.0,-0.0,0.0,-0.0,2.31,1.442,2.386,-0.67,-0.659,-0.678,0.128,0.138,0.115,-0.728,-0.721,-0.74,-0.013,0.023,-0.031,0.022,0.042,0.003,-0.02,0.007,-0.041,1.527,0.064,0.67,0.129,0.728,0.023,0.024,0.026,0.005,0.006,0.004,0.016,0.008,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.007,0.006,0.019,0.01,0.017,0.008,0.008,0.004,0.028,0.01,0.031,0.027,0.041,-0.013,-0.085,0.019,-0.03,4.493,0.165,5.303,0.005,0.006,0.007
0.998,0.034,0.4,0.016,-0.0,0.0,0.0,-0.0,-0.0,-0.0,2.303,1.438,2.391,-0.668,-0.666,-0.67,0.131,0.137,0.124,-0.73,-0.728,-0.733,-0.017,-0.007,-0.033,0.012,0.023,0.003,-0.021,-0.004,-0.034,1.529,0.049,0.668,0.131,0.73,0.018,0.013,0.024,0.001,0.004,0.002,0.005,0.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.002,0.007,0.006,0.011,0.001,0.008,0.004,0.007,0.006,0.022,-0.003,-0.006,0.008,0.002,-0.025,0.071,4.458,0.171,5.335,0.003,0.002,0.006
0.998,0.025,0.399,0.014,-0.0,0.0,0.0,0.0,0.0,-0.0,2.303,1.44,2.392,-0.668,-0.664,-0.672,0.131,0.133,0.129,-0.73,-0.727,-0.732,-0.015,-0.013,-0.02,0.014,0.026,0.01,-0.013,-0.008,-0.018,1.529,0.043,0.668,0.131,0.73,0.016,0.015,0.014,0.001,0.002,0.002,0.002,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.005,0.003,0.002,0.003,0.003,0.003,0.004,0.006,-0.0,-0.002,0.001,0.01,-0.011,-0.011,4.462,0.171,5.332,0.002,0.002,0.002
0.998,0.024,0.399,0.014,-0.0,-0.0,0.0,0.0,-0.0,-0.0,2.304,1.44,2.391,-0.667,-0.663,-0.669,0.131,0.134,0.129,-0.73,-0.726,-0.733,-0.011,0.003,-0.015,0.011,0.018,0.002,-0.016,-0.011,-0.023,1.528,0.039,0.667,0.131,0.73,0.012,0.012,0.016,0.002,0.001,0.002,0.003,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.005,0.005,0.004,0.001,0.002,0.003,0.003,0.005,0.005,-0.002,-0.004,-0.006,0.007,-0.023,-0.024,4.452,0.171,5.33,0.002,0.002,0.003
0.998,0.027,0.4,0.015,0.0,-0.0,0.0,-0.0,0.0,0.0,2.302,1.439,2.393,-0.667,-0.664,-0.669,0.131,0.134,0.128,-0.731,-0.728,-0.736,-0.014,-0.009,-0.021,0.013,0.019,0.006,-0.016,-0.007,-0.022,1.529,0.044,0.667,0.131,0.731,0.015,0.014,0.017,0.001,0.001,0.002,0.003,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.004,0.004,0.005,0.002,0.002,0.004,0.005,0.006,0.007,-0.004,-0.007,0.004,0.007,-0.008,-0.005,4.448,0.171,5.347,0.002,0.002,0.003
0.998,0.042,0.399,0.021,0.0,0.0,0.0,-0.0,0.0,-0.0,2.301,1.44,2.394,-0.666,-0.659,-0.67,0.131,0.137,0.126,-0.732,-0.726,-0.738,-0.018,0.001,-0.035,0.016,0.034,0.001,-0.026,-0.011,-0.043,1.529,0.061,0.666,0.131,0.733,0.021,0.02,0.028,0.002,0.003,0.003,0.009,0.011,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.003,0.011,0.012,0.009,0.002,0.003,0.004,0.013,0.022,0.008,-0.001,0.007,0.002,0.027,-0.055,0.013,4.429,0.171,5.366,0.004,0.004,0.008
0.998,0.027,0.398,0.016,0.0,0.0,0.0,-0.0,0.0,-0.0,2.3,1.441,2.396,-0.665,-0.661,-0.668,0.13,0.133,0.128,-0.734,-0.731,-0.738,-0.014,-0.008,-0.018,0.018,0.026,0.008,-0.014,-0.007,-0.021,1.528,0.046,0.665,0.13,0.734,0.015,0.019,0.014,0.001,0.001,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.003,0.005,0.004,0.002,0.001,0.001,0.001,0.005,0.007,-0.003,0.005,0.005,0.007,-0.009,0.016,4.42,0.168,5.38,0.002,0.004,0.002
0.998,0.021,0.398,0.01,0.0,-0.0,0.0,0.0,-0.0,-0.0,2.298,1.44,2.398,-0.663,-0.659,-0.667,0.13,0.134,0.124,-0.734,-0.732,-0.738,-0.009,0.004,-0.018,0.008,0.026,-0.004,-0.016,-0.009,-0.022,1.527,0.036,0.663,0.13,0.734,0.011,0.012,0.016,0.002,0.002,0.001,0.006,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.002,0.006,0.008,0.004,0.002,0.004,0.001,0.009,0.006,0.004,0.002,-0.001,0.001,0.029,-0.023,0.022,4.392,0.168,5.393,0.001,0.001,0.003
0.998,0.028,0.399,0.014,0.0,0.0,-0.0,-0.0,0.0,0.0,2.301,1.44,2.394,-0.666,-0.663,-0.67,0.13,0.133,0.126,-0.732,-0.73,-0.741,-0.018,-0.012,-0.023,0.013,0.023,0.002,-0.014,0.005,-0.03,1.528,0.046,0.666,0.13,0.732,0.018,0.015,0.017,0.002,0.002,0.002,0.004,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.004,0.007,0.009,0.004,0.003,0.003,0.007,0.01,0.012,0.01,0.003,-0.004,0.023,0.01,0.0,4.436,0.168,5.361,0.003,0.002,0.003
0.998,0.027,0.399,0.014,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,2.3,1.44,2.396,-0.665,-0.663,-0.668,0.13,0.132,0.126,-0.733,-0.728,-0.74,-0.012,-0.01,-0.014,0.015,0.019,0.011,-0.018,-0.015,-0.023,1.528,0.045,0.665,0.13,0.733,0.012,0.015,0.018,0.001,0.002,0.002,0.001,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.002,0.003,0.003,0.002,0.003,0.002,0.003,0.006,0.005,-0.001,-0.005,-0.004,0.006,-0.014,-0.012,4.424,0.169,5.373,0.001,0.002,0.003
0.998,0.028,0.394,0.015,-0.0,-0.0,0.0,-0.0,-0.0,0.0,2.3,1.444,2.396,-0.665,-0.66,-0.668,0.126,0.131,0.123,-0.733,-0.731,-0.739,-0.016,-0.003,-0.056,0.015,0.023,0.009,-0.021,-0.015,-0.025,1.524,0.052,0.665,0.126,0.733,0.022,0.015,0.021,0.001,0.001,0.002,0.01,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.014,0.005,0.003,0.001,0.001,0.002,0.006,0.007,0.002,-0.004,0.002,0.001,-0.05,0.005,-0.001,4.416,0.159,5.376,0.005,0.002,0.005
0.998,0.028,0.437,0.013,-0.0,-0.0,0.0,-0.0,0.0,-0.0,2.229,1.391,2.45,-0.612,-0.608,-0.617,0.178,0.182,0.173,-0.767,-0.763,-0.77,-0.009,0.01,-0.019,0.014,0.022,0.007,-0.019,-0.007,-0.044,1.557,0.045,0.612,0.178,0.767,0.013,0.015,0.022,0.003,0.002,0.002,0.007,0.004,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.002,0.009,0.005,0.011,0.006,0.004,0.003,0.004,0.009,0.012,-0.004,0.004,0.004,0.041,-0.019,-0.052,3.746,0.317,5.889,0.002,0.002,0.005
0.997,0.024,0.439,0.013,0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.229,1.389,2.45,-0.61,-0.608,-0.614,0.18,0.182,0.178,-0.768,-0.765,-0.77,-0.015,-0.009,-0.024,0.007,0.018,-0.011,-0.014,-0.007,-0.018,1.558,0.04,0.61,0.18,0.768,0.016,0.011,0.014,0.002,0.001,0.001,0.003,0.008,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.004,0.009,0.003,0.003,0.002,0.001,0.002,0.01,0.003,0.004,0.002,0.001,-0.012,-0.021,0.012,3.726,0.324,5.892,0.003,0.001,0.002
0.998,0.077,0.444,0.018,-0.0,-0.0,0.0,0.0,-0.0,0.0,2.291,1.384,2.388,-0.65,-0.617,-0.68,0.185,0.192,0.176,-0.733,-0.706,-0.763,-0.007,0.01,-0.035,-0.077,-0.019,-0.148,-0.004,0.015,-0.026,1.568,0.099,0.65,0.185,0.734,0.015,0.087,0.013,0.021,0.003,0.019,0.011,0.032,0.01,0.001,0.0,0.0,0.0,0.002,0.0,0.023,0.004,0.021,0.013,0.041,0.012,0.04,0.003,0.035,0.018,0.042,0.014,0.057,-0.006,-0.054,-0.029,0.21,-0.012,4.226,0.341,5.383,0.002,0.075,0.002
0.996,0.048,0.459,0.012,0.0,-0.0,-0.0,0.0,0.0,0.0,2.311,1.365,2.362,-0.672,-0.662,-0.683,0.199,0.209,0.182,-0.709,-0.701,-0.719,-0.01,0.011,-0.038,0.036,0.087,-0.014,0.009,0.047,-0.022,1.579,0.073,0.672,0.199,0.709,0.018,0.047,0.025,0.006,0.009,0.004,0.014,0.027,0.021,0.0,0.0,0.0,0.0,0.001,0.001,0.006,0.01,0.005,0.015,0.031,0.023,0.009,0.013,0.005,0.023,0.049,0.039,0.002,-0.043,-0.013,0.058,-0.026,0.013,4.512,0.396,5.026,0.003,0.022,0.006
0.998,0.025,0.455,0.013,0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.283,1.372,2.39,-0.651,-0.646,-0.657,0.199,0.206,0.196,-0.729,-0.726,-0.735,-0.01,0.005,-0.022,0.019,0.07,-0.004,-0.018,-0.005,-0.032,1.579,0.048,0.651,0.199,0.729,0.012,0.027,0.019,0.003,0.003,0.002,0.006,0.013,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004,0.003,0.007,0.019,0.007,0.005,0.005,0.003,0.007,0.006,0.008,0.003,-0.011,-0.009,-0.001,0.089,-0.017,4.237,0.397,5.315,0.002,0.007,0.004
0.998,0.07,0.456,0.02,0.0,0.0,0.0,-0.0,0.001,-0.0,2.292,1.368,2.379,-0.659,-0.651,-0.669,0.202,0.226,0.186,-0.721,-0.708,-0.729,-0.033,0.017,-0.118,0.004,0.079,-0.078,-0.005,0.054,-0.027,1.582,0.102,0.659,0.202,0.721,0.056,0.051,0.024,0.005,0.007,0.005,0.038,0.043,0.018,0.0,0.0,0.0,0.002,0.003,0.001,0.006,0.01,0.006,0.046,0.051,0.024,0.011,0.006,0.007,0.048,0.086,0.017,0.038,0.034,-0.03,-0.121,0.136,-0.108,4.345,0.408,5.193,0.032,0.026,0.006
0.997,0.052,0.456,0.019,0.0,0.0,-0.0,0.001,-0.0,-0.0,2.262,1.37,2.41,-0.639,-0.63,-0.654,0.205,0.238,0.193,-0.738,-0.707,-0.749,0.013,0.113,-0.033,0.041,0.079,0.005,-0.017,0.003,-0.051,1.582,0.092,0.639,0.206,0.738,0.047,0.046,0.024,0.007,0.011,0.009,0.036,0.018,0.013,0.0,0.0,0.0,0.002,0.0,0.0,0.008,0.015,0.013,0.045,0.022,0.016,0.012,0.009,0.01,0.035,0.032,0.022,-0.031,0.053,0.052,0.064,0.006,-0.016,4.084,0.423,5.441,0.022,0.022,0.006
0.998,0.062,0.46,0.022,-0.0,0.0,0.0,0.001,0.0,0.001,2.258,1.359,2.41,-0.631,-0.614,-0.644,0.219,0.261,0.2,-0.741,-0.715,-0.753,-0.098,0.002,-0.333,0.013,0.038,-0.008,-0.022,0.011,-0.056,1.591,0.137,0.631,0.22,0.741,0.148,0.018,0.03,0.005,0.018,0.007,0.096,0.009,0.017,0.0,0.0,0.0,0.012,0.0,0.0,0.007,0.02,0.01,0.111,0.012,0.02,0.005,0.031,0.007,0.153,0.007,0.032,0.021,0.023,-0.012,0.217,-0.067,0.068,3.983,0.486,5.487,0.219,0.003,0.009
1.0,0.07,0.526,0.026,-0.0,0.0,0.0,0.001,-0.0,0.0,2.278,1.238,2.329,-0.649,-0.631,-0.662,0.324,0.339,0.28,-0.685,-0.669,-0.702,-0.094,0.024,-0.282,-0.02,0.017,-0.044,-0.004,0.064,-0.029,1.658,0.151,0.649,0.324,0.685,0.144,0.028,0.029,0.006,0.011,0.006,0.095,0.016,0.023,0.0,0.0,0.0,0.012,0.0,0.001,0.008,0.016,0.009,0.109,0.019,0.029,0.007,0.015,0.005,0.168,0.031,0.022,-0.008,-0.067,-0.013,-0.63,-0.087,0.163,4.207,1.049,4.698,0.209,0.008,0.009
0.998,0.064,0.531,0.021,0.0,0.0,-0.0,0.001,0.0,-0.0,2.303,1.22,2.294,-0.667,-0.656,-0.678,0.342,0.351,0.329,-0.659,-0.645,-0.677,-0.008,0.073,-0.08,-0.019,0.027,-0.053,-0.01,0.004,-0.027,1.668,0.091,0.667,0.342,0.659,0.057,0.03,0.013,0.007,0.005,0.009,0.053,0.018,0.006,0.0,0.0,0.0,0.003,0.001,0.0,0.008,0.006,0.011,0.056,0.023,0.009,0.014,0.006,0.015,0.108,0.029,0.006,0.012,-0.019,-0.031,0.02,0.059,-0.021,4.455,1.169,4.341,0.032,0.009,0.002
0.998,0.055,0.527,0.019,-0.0,0.0,0.0,0.0,0.0,-0.0,2.314,1.233,2.286,-0.676,-0.668,-0.682,0.333,0.345,0.326,-0.654,-0.642,-0.666,-0.005,0.06,-0.052,-0.001,0.037,-0.051,-0.01,0.009,-0.026,1.663,0.071,0.676,0.333,0.654,0.036,0.031,0.016,0.004,0.005,0.007,0.031,0.026,0.012,0.0,0.0,0.0,0.001,0.001,0.0,0.004,0.006,0.008,0.036,0.031,0.013,0.005,0.007,0.014,0.059,0.047,0.023,-0.02,0.028,0.032,0.189,0.028,0.013,4.571,1.107,4.275,0.013,0.01,0.003
1.0,0.054,0.531,0.022,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.351,1.22,2.242,-0.698,-0.682,-0.718,0.342,0.357,0.323,-0.627,-0.605,-0.661,-0.028,0.037,-0.087,-0.035,0.032,-0.104,0.001,0.028,-0.029,1.667,0.093,0.698,0.342,0.627,0.045,0.05,0.016,0.011,0.007,0.016,0.03,0.029,0.013,0.0,0.0,0.0,0.001,0.001,0.0,0.012,0.009,0.019,0.035,0.036,0.016,0.023,0.009,0.032,0.04,0.036,0.02,0.036,-0.013,-0.076,0.036,0.116,-0.013,4.876,1.168,3.936,0.02,0.025,0.003
1.0,0.054,0.538,0.017,0.0,0.0,-0.0,-0.0,0.0,-0.0,2.367,1.191,2.206,-0.714,-0.708,-0.722,0.369,0.382,0.353,-0.594,-0.582,-0.609,-0.025,0.052,-0.086,-0.01,0.022,-0.05,-0.004,0.026,-0.031,1.677,0.074,0.714,0.369,0.594,0.048,0.026,0.016,0.003,0.006,0.008,0.035,0.02,0.012,0.0,0.0,0.0,0.002,0.001,0.0,0.004,0.008,0.01,0.041,0.024,0.016,0.005,0.009,0.016,0.054,0.036,0.01,-0.004,-0.033,-0.028,-0.058,0.043,0.02,5.104,1.36,3.527,0.023,0.007,0.003
0.999,0.234,0.53,0.088,0.0,0.0,-0.0,0.002,0.0,-0.0,2.366,1.216,2.221,-0.71,-0.697,-0.719,0.327,0.378,0.23,-0.619,-0.588,-0.678,0.199,0.458,-0.003,0.053,0.097,0.019,-0.06,-0.018,-0.133,1.656,0.312,0.71,0.331,0.62,0.264,0.058,0.073,0.007,0.042,0.029,0.168,0.02,0.038,0.0,0.002,0.001,0.03,0.001,0.002,0.008,0.049,0.032,0.173,0.024,0.042,0.014,0.071,0.054,0.333,0.029,0.071,0.001,-0.031,-0.017,-0.535,-0.119,-0.019,5.036,1.096,3.846,0.696,0.033,0.054
0.994,0.17,0.46,0.047,-0.0,-0.0,-0.0,0.002,0.001,0.0,2.358,1.36,2.32,-0.698,-0.652,-0.718,0.205,0.252,0.162,-0.682,-0.644,-0.725,-0.036,0.204,-0.323,0.047,0.157,-0.011,-0.027,0.029,-0.069,1.586,0.245,0.698,0.207,0.683,0.181,0.074,0.042,0.018,0.025,0.029,0.152,0.051,0.03,0.001,0.001,0.001,0.032,0.003,0.001,0.024,0.029,0.031,0.178,0.057,0.033,0.015,0.045,0.058,0.26,0.091,0.054,0.077,-0.141,-0.169,-0.682,-0.096,0.065,4.876,0.43,4.668,0.328,0.055,0.018
0.996,0.09,0.466,0.041,-0.0,0.0,0.0,0.0,0.001,-0.0,2.346,1.356,2.32,-0.7,-0.669,-0.732,0.209,0.22,0.192,-0.677,-0.648,-0.716,-0.036,-0.001,-0.05,0.004,0.099,-0.096,-0.033,-0.001,-0.072,1.586,0.136,0.701,0.21,0.677,0.038,0.073,0.04,0.015,0.007,0.016,0.009,0.067,0.019,0.0,0.0,0.0,0.0,0.005,0.0,0.019,0.009,0.02,0.013,0.073,0.022,0.029,0.01,0.03,0.009,0.125,0.03,0.107,0.02,-0.115,-0.002,-0.251,-0.099,4.911,0.439,4.582,0.014,0.053,0.016
0.998,0.064,0.46,0.019,0.0,-0.0,-0.0,-0.0,0.0,-0.0,2.352,1.364,2.322,-0.7,-0.672,-0.716,0.204,0.218,0.189,-0.681,-0.66,-0.706,-0.007,0.059,-0.064,-0.001,0.059,-0.084,-0.035,0.009,-0.074,1.584,0.109,0.7,0.204,0.681,0.042,0.045,0.047,0.01,0.009,0.012,0.034,0.038,0.03,0.0,0.0,0.0,0.002,0.002,0.001,0.012,0.01,0.014,0.042,0.045,0.032,0.014,0.016,0.021,0.062,0.063,0.058,0.029,0.045,-0.043,-0.25,0.17,-0.071,4.896,0.415,4.64,0.018,0.02,0.022
0.998,0.062,0.446,0.02,0.0,0.0,-0.0,-0.0,0.0,-0.0,2.344,1.386,2.335,-0.697,-0.682,-0.708,0.185,0.21,0.16,-0.689,-0.681,-0.697,0.009,0.035,-0.019,0.024,0.076,-0.019,-0.045,0.004,-0.08,1.571,0.09,0.697,0.186,0.689,0.018,0.037,0.051,0.006,0.017,0.004,0.013,0.023,0.02,0.0,0.0,0.0,0.0,0.001,0.001,0.007,0.019,0.005,0.016,0.028,0.024,0.009,0.036,0.007,0.017,0.035,0.025,-0.001,0.033,0.012,-0.074,0.159,0.122,4.853,0.344,4.753,0.003,0.013,0.026
0.998,0.13,0.386,0.063,-0.0,-0.0,0.0,0.001,0.001,0.0,2.389,1.453,2.31,-0.73,-0.693,-0.773,0.113,0.169,0.053,-0.67,-0.618,-0.699,0.109,0.208,0.045,-0.098,-0.018,-0.22,-0.044,-0.016,-0.086,1.513,0.251,0.73,0.117,0.67,0.121,0.115,0.048,0.018,0.023,0.016,0.046,0.05,0.016,0.0,0.001,0.0,0.003,0.004,0.0,0.022,0.03,0.021,0.053,0.061,0.02,0.025,0.028,0.016,0.08,0.052,0.019,0.014,0.011,0.002,0.196,-0.098,-0.061,5.335,0.137,4.49,0.147,0.133,0.023
0.996,0.088,0.2,0.033,-0.0,-0.0,0.0,-0.0,0.001,0.0,2.515,1.554,2.197,-0.804,-0.785,-0.816,0.024,0.043,0.008,-0.587,-0.572,-0.608,-0.004,0.061,-0.068,-0.044,0.02,-0.094,-0.052,-0.015,-0.089,1.415,0.128,0.804,0.028,0.587,0.034,0.058,0.058,0.01,0.013,0.012,0.027,0.034,0.023,0.0,0.0,0.0,0.001,0.001,0.001,0.011,0.014,0.013,0.034,0.038,0.026,0.016,0.027,0.022,0.036,0.058,0.043,0.035,0.063,-0.043,0.033,0.011,0.039,6.467,0.008,3.447,0.012,0.034,0.034
0.998,0.048,0.164,0.024,-0.0,0.0,0.0,0.001,-0.0,-0.0,2.54,1.562,2.172,-0.824,-0.817,-0.835,0.006,0.019,-0.01,-0.563,-0.543,-0.574,0.0,0.1,-0.083,-0.01,0.034,-0.066,-0.03,-0.011,-0.045,1.397,0.089,0.824,0.012,0.563,0.046,0.029,0.031,0.004,0.008,0.007,0.036,0.021,0.008,0.0,0.0,0.0,0.002,0.001,0.0,0.006,0.01,0.009,0.046,0.027,0.009,0.004,0.016,0.006,0.045,0.037,0.011,-0.004,-0.011,0.002,-0.061,-0.04,-0.032,6.788,0.001,3.167,0.021,0.008,0.01
0.996,0.07,0.194,0.024,0.0,0.0,-0.0,0.0,0.0,0.0,2.54,1.555,2.173,-0.823,-0.819,-0.831,0.014,0.027,-0.004,-0.562,-0.544,-0.572,-0.055,-0.032,-0.079,0.03,0.048,0.016,-0.019,-0.002,-0.046,1.4,0.104,0.823,0.018,0.562,0.056,0.031,0.024,0.004,0.01,0.006,0.01,0.007,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.011,0.008,0.013,0.009,0.015,0.007,0.018,0.01,0.014,0.007,0.02,-0.007,-0.033,0.01,-0.026,-0.04,-0.022,6.772,0.003,3.157,0.032,0.01,0.006
0.997,0.055,0.218,0.027,0.0,-0.0,-0.0,0.001,0.001,0.0,2.53,1.549,2.182,-0.817,-0.813,-0.821,0.019,0.048,-0.01,-0.571,-0.56,-0.578,-0.021,0.092,-0.138,0.02,0.091,-0.051,-0.024,-0.001,-0.054,1.409,0.107,0.817,0.024,0.571,0.061,0.04,0.028,0.002,0.01,0.005,0.042,0.024,0.011,0.0,0.0,0.0,0.003,0.001,0.0,0.002,0.014,0.006,0.058,0.035,0.014,0.004,0.008,0.01,0.044,0.028,0.014,-0.007,0.001,0.021,-0.193,0.097,-0.006,6.668,0.006,3.26,0.038,0.016,0.008
0.998,0.054,0.252,0.023,0.0,0.0,-0.0,0.001,-0.0,0.0,2.508,1.537,2.202,-0.805,-0.8,-0.811,0.036,0.047,0.025,-0.591,-0.585,-0.607,-0.029,0.047,-0.105,0.029,0.086,-0.022,-0.012,0.008,-0.049,1.432,0.089,0.805,0.036,0.591,0.046,0.039,0.022,0.002,0.006,0.004,0.024,0.019,0.017,0.0,0.0,0.0,0.001,0.001,0.0,0.003,0.007,0.006,0.035,0.026,0.019,0.004,0.011,0.002,0.023,0.021,0.028,-0.014,-0.04,-0.013,-0.05,0.032,0.066,6.479,0.013,3.494,0.021,0.016,0.005
0.997,0.058,0.233,0.024,-0.0,0.0,0.0,0.001,0.001,-0.0,2.519,1.544,2.192,-0.809,-0.8,-0.821,0.026,0.039,0.007,-0.58,-0.563,-0.597,-0.01,0.115,-0.112,0.008,0.069,-0.105,-0.02,-0.003,-0.056,1.415,0.114,0.809,0.027,0.58,0.067,0.051,0.027,0.006,0.006,0.007,0.055,0.039,0.014,0.0,0.0,0.0,0.004,0.003,0.0,0.007,0.008,0.009,0.066,0.051,0.017,0.009,0.007,0.011,0.1,0.06,0.02,0.019,0.008,-0.007,0.077,-0.126,-0.045,6.545,0.007,3.368,0.045,0.026,0.007
0.998,0.096,0.31,0.046,-0.0,-0.0,0.0,0.001,0.001,0.0,2.478,1.509,2.231,-0.787,-0.753,-0.817,0.055,0.089,0.009,-0.608,-0.566,-0.645,-0.058,-0.015,-0.191,0.094,0.201,0.026,0.029,0.073,-0.005,1.45,0.182,0.787,0.061,0.608,0.076,0.106,0.038,0.016,0.021,0.019,0.034,0.04,0.02,0.0,0.001,0.001,0.002,0.002,0.001,0.019,0.025,0.023,0.049,0.049,0.024,0.024,0.034,0.03,0.046,0.06,0.029,-0.032,-0.051,0.037,0.002,-0.03,-0.031,6.197,0.037,3.702,0.058,0.113,0.014
0.998,0.167,0.404,0.076,0.0,0.0,-0.0,-0.0,0.0,0.0,2.38,1.434,2.313,-0.719,-0.675,-0.755,0.136,0.187,0.082,-0.677,-0.638,-0.719,-0.099,-0.049,-0.174,0.116,0.152,0.093,0.049,0.105,-0.003,1.532,0.265,0.719,0.14,0.677,0.107,0.118,0.058,0.021,0.03,0.018,0.037,0.013,0.024,0.001,0.001,0.0,0.002,0.0,0.001,0.025,0.033,0.022,0.041,0.017,0.031,0.037,0.054,0.029,0.069,0.011,0.033,-0.03,-0.065,0.027,0.157,-0.083,0.047,5.173,0.197,4.59,0.115,0.138,0.033
