ag_x,ag_y,ag_z,g_x,g_y,g_z
-0.711,0.219,-0.67,-0.01,0.028,-0.007
-0.707,0.219,-0.668,-0.017,0.009,-0.018
-0.71,0.217,-0.668,-0.005,0.022,-0.011
-0.711,0.22,-0.666,-0.009,0.018,-0.015
-0.708,0.216,-0.669,-0.006,0.015,-0.016
-0.707,0.22,-0.671,-0.01,0.017,-0.011
-0.708,0.219,-0.668,-0.005,0.02,-0.022
-0.709,0.214,-0.671,-0.017,0.02,-0.018
-0.709,0.216,-0.669,-0.008,0.012,-0.023
-0.708,0.216,-0.676,-0.012,0.038,-0.01
-0.707,0.213,-0.668,-0.013,0.005,-0.023
-0.705,0.216,-0.674,-0.01,0.009,-0.014
-0.71,0.214,-0.669,-0.007,0.01,-0.017
-0.708,0.216,-0.669,-0.02,0.014,-0.012
-0.707,0.217,-0.672,-0.009,0.005,-0.022
-0.71,0.216,-0.669,-0.016,0.013,-0.006
-0.707,0.218,-0.67,-0.007,0.015,-0.023
-0.709,0.217,-0.669,-0.017,0.034,-0.014
-0.704,0.215,-0.675,-0.015,0.013,-0.022
-0.706,0.214,-0.673,-0.007,0.019,-0.02
-0.708,0.215,-0.672,-0.017,0.01,-0.019
-0.708,0.213,-0.671,-0.019,0.014,-0.008
-0.707,0.219,-0.673,-0.011,0.01,-0.018
-0.707,0.214,-0.672,-0.015,0.025,-0.01
-0.706,0.216,-0.672,-0.016,0.012,-0.02
-0.707,0.216,-0.673,-0.007,0.019,-0.018
-0.708,0.215,-0.675,-0.007,0.029,-0.026
-0.707,0.211,-0.673,-0.024,0.01,-0.018
-0.704,0.212,-0.674,-0.013,0.01,-0.018
-0.708,0.211,-0.676,-0.019,0.016,-0.012
-0.705,0.218,-0.671,-0.011,0.003,-0.012
-0.704,0.215,-0.675,-0.007,0.013,-0.006
-0.708,0.214,-0.671,-0.023,0.018,-0.02
-0.704,0.219,-0.676,-0.017,0.014,-0.022
-0.702,0.214,-0.678,-0.009,0.014,-0.015
-0.705,0.216,-0.678,-0.019,0.022,-0.021
-0.705,0.214,-0.671,-0.007,0.001,-0.021
-0.705,0.215,-0.676,-0.013,0.003,-0.022
-0.71,0.212,-0.67,-0.025,0.016,-0.012
-0.705,0.216,-0.673,-0.007,0.015,-0.009
-0.704,0.216,-0.675,-0.01,0.018,-0.016
-0.703,0.218,-0.677,-0.017,0.018,-0.021
-0.705,0.216,-0.673,-0.012,0.013,-0.016
-0.707,0.214,-0.674,-0.013,0.005,-0.021
-0.705,0.213,-0.676,-0.012,0.033,-0.019
-0.705,0.214,-0.673,-0.013,0.003,-0.019
-0.706,0.212,-0.674,-0.015,0.003,-0.019
-0.707,0.215,-0.673,-0.015,0.011,-0.014
-0.708,0.213,-0.672,-0.015,0.015,-0.018
-0.705,0.219,-0.676,-0.013,0.007,-0.026
-0.707,0.213,-0.673,-0.015,-0.002,-0.026
-0.711,0.21,-0.67,-0.026,-0.004,-0.013
-0.71,0.209,-0.666,-0.019,0.002,-0.012
-0.705,0.214,-0.677,-0.014,0.023,-0.018
-0.711,0.211,-0.665,-0.018,0.014,-0.013
-0.708,0.216,-0.671,-0.023,0.01,-0.002
-0.706,0.219,-0.671,-0.013,0.013,-0.009
-0.71,0.217,-0.669,-0.009,0.019,-0.008
-0.708,0.218,-0.671,-0.015,0.013,-0.018
-0.709,0.217,-0.668,-0.018,0.02,-0.015
-0.706,0.222,-0.673,-0.011,0.019,-0.014
-0.71,0.219,-0.665,0.001,0.027,-0.015
-0.705,0.216,-0.676,-0.022,0.013,-0.015
-0.703,0.217,-0.676,-0.017,0.009,-0.018
-0.709,0.221,-0.676,-0.029,-0.027,-0.013
-0.711,0.219,-0.661,-0.032,-0.056,-0.01
-0.714,0.221,-0.66,-0.061,-0.042,0.01
-0.716,0.232,-0.651,-0.037,-0.017,-0.008
-0.721,0.23,-0.652,-0.027,0.003,-0.003
-0.724,0.231,-0.653,-0.039,0.028,-0.006
-0.718,0.235,-0.649,-0.038,0.021,0.001
-0.716,0.241,-0.654,-0.008,0.01,-0.018
-0.719,0.233,-0.652,-0.017,0.022,-0.014
-0.716,0.241,-0.655,-0.025,0.015,-0.021
-0.717,0.238,-0.657,-0.016,0.007,-0.027
-0.719,0.235,-0.655,-0.024,0.003,-0.034
-0.721,0.235,-0.655,-0.034,0.019,-0.034
-0.718,0.233,-0.649,-0.046,0.013,-0.024
-0.719,0.239,-0.649,-0.038,0.005,-0.031
-0.719,0.239,-0.646,-0.02,0.029,-0.02
-0.716,0.241,-0.651,-0.012,0.028,-0.027
-0.718,0.232,-0.655,-0.013,0.023,-0.03
-0.715,0.237,-0.653,-0.016,0.022,-0.024
-0.711,0.238,-0.656,-0.008,0.01,-0.022
-0.715,0.236,-0.659,-0.006,0.02,-0.009
-0.719,0.237,-0.659,-0.008,0.006,0.0
-0.714,0.235,-0.655,-0.001,-0.011,0.01
-0.722,0.239,-0.653,0.003,0.001,-0.002
-0.72,0.239,-0.652,-0.004,0.024,-0.018
-0.72,0.239,-0.652,-0.005,0.031,-0.023
-0.713,0.233,-0.662,-0.003,0.008,-0.018
-0.713,0.232,-0.667,-0.003,-0.001,-0.015
-0.72,0.233,-0.653,-0.001,-0.003,-0.012
-0.719,0.233,-0.654,-0.017,-0.004,-0.023
-0.719,0.231,-0.655,-0.016,-0.004,-0.01
-0.724,0.235,-0.65,-0.025,-0.013,-0.013
-0.721,0.238,-0.648,-0.036,0.02,-0.02
-0.723,0.236,-0.652,-0.031,0.009,-0.019
-0.722,0.237,-0.647,-0.051,0.0,-0.026
-0.72,0.236,-0.651,-0.041,0.022,-0.014
-0.719,0.243,-0.648,-0.019,0.005,-0.002
-0.722,0.243,-0.645,-0.021,0.011,-0.017
-0.72,0.247,-0.65,-0.016,0.017,-0.023
-0.723,0.238,-0.649,-0.008,0.027,-0.001
-0.72,0.243,-0.649,-0.013,0.007,-0.01
-0.721,0.242,-0.647,-0.005,0.003,-0.011
-0.725,0.241,-0.646,-0.011,0.014,-0.014
-0.721,0.242,-0.644,-0.011,0.005,-0.014
-0.72,0.243,-0.649,-0.013,0.017,-0.011
-0.72,0.245,-0.648,-0.011,0.009,-0.017
-0.72,0.245,-0.646,-0.015,0.015,-0.016
-0.72,0.245,-0.651,-0.008,0.014,-0.016
-0.722,0.241,-0.648,-0.021,0.017,-0.011
-0.721,0.242,-0.645,-0.008,0.012,-0.017
-0.723,0.244,-0.647,-0.014,0.035,-0.005
-0.717,0.241,-0.649,-0.019,0.01,-0.02
-0.717,0.243,-0.653,-0.016,0.017,-0.009
-0.722,0.245,-0.647,-0.015,0.013,-0.014
-0.722,0.247,-0.647,-0.015,0.015,-0.01
-0.718,0.245,-0.652,-0.008,0.015,-0.019
-0.72,0.245,-0.649,-0.021,0.016,-0.014
-0.72,0.246,-0.649,-0.01,0.016,-0.019
-0.718,0.243,-0.648,-0.012,0.021,-0.012
-0.72,0.246,-0.645,-0.009,0.018,-0.02
-0.721,0.243,-0.647,-0.003,0.058,-0.001
-0.715,0.243,-0.655,-0.013,0.03,-0.015
-0.708,0.244,-0.66,-0.007,0.041,-0.006
-0.713,0.243,-0.66,-0.015,0.043,-0.006
-0.707,0.247,-0.659,-0.013,0.024,-0.013
-0.709,0.25,-0.662,-0.005,0.043,-0.011
-0.709,0.246,-0.662,-0.011,0.045,-0.02
-0.7,0.248,-0.672,-0.018,0.026,-0.022
-0.704,0.244,-0.664,-0.003,0.033,-0.017
-0.698,0.246,-0.675,-0.014,0.014,-0.023
-0.701,0.24,-0.669,-0.022,0.016,-0.02
-0.703,0.249,-0.667,-0.009,0.006,-0.02
-0.703,0.242,-0.666,-0.011,0.005,-0.022
-0.704,0.245,-0.667,-0.016,0.005,-0.019
-0.706,0.242,-0.665,-0.008,0.007,-0.018
-0.708,0.242,-0.665,-0.006,0.003,-0.023
-0.711,0.239,-0.663,-0.017,0.03,-0.017
-0.704,0.241,-0.663,-0.019,0.018,-0.009
-0.703,0.241,-0.667,-0.013,0.019,-0.017
-0.704,0.24,-0.668,-0.009,0.015,-0.014
-0.705,0.244,-0.665,-0.024,0.02,-0.012
-0.702,0.246,-0.668,-0.004,0.018,-0.015
-0.702,0.243,-0.666,-0.006,0.026,-0.014
-0.703,0.24,-0.668,-0.011,0.022,-0.027
-0.7,0.24,-0.671,-0.005,0.023,-0.017
-0.699,0.24,-0.675,-0.017,0.037,-0.022
-0.698,0.239,-0.674,-0.015,0.008,-0.022
-0.699,0.24,-0.668,-0.007,0.009,-0.015
-0.704,0.236,-0.67,-0.014,0.018,-0.015
-0.702,0.242,-0.667,-0.013,0.016,-0.011
-0.698,0.239,-0.673,-0.014,0.032,-0.012
-0.697,0.24,-0.673,-0.013,0.026,-0.019
-0.694,0.24,-0.676,-0.014,0.02,-0.01
-0.697,0.241,-0.676,-0.015,0.012,-0.017
-0.699,0.24,-0.671,-0.007,0.015,-0.016
-0.7,0.241,-0.675,-0.009,0.038,-0.018
-0.696,0.238,-0.673,-0.021,0.022,-0.016
-0.691,0.241,-0.68,-0.009,0.023,-0.017
-0.693,0.236,-0.68,-0.011,0.021,-0.014
-0.694,0.243,-0.679,-0.017,0.009,-0.018
-0.691,0.24,-0.676,0.001,0.011,-0.015
-0.698,0.238,-0.677,-0.021,0.009,-0.025
-0.695,0.242,-0.676,-0.018,0.018,-0.019
-0.692,0.236,-0.677,-0.007,0.019,-0.018
-0.693,0.238,-0.681,-0.016,0.012,-0.022
-0.69,0.236,-0.682,-0.004,0.023,-0.018
-0.697,0.236,-0.676,-0.025,0.011,-0.017
-0.692,0.239,-0.682,-0.013,0.011,-0.017
-0.692,0.237,-0.68,-0.014,0.014,-0.009
-0.692,0.242,-0.679,-0.009,0.009,-0.015
-0.693,0.238,-0.679,-0.006,0.016,-0.015
-0.694,0.237,-0.677,-0.015,0.015,-0.021
-0.693,0.24,-0.68,-0.011,0.018,-0.019
-0.689,0.236,-0.682,-0.008,0.011,-0.02
-0.693,0.239,-0.68,-0.01,0.022,-0.015
-0.691,0.233,-0.682,-0.005,0.003,-0.017
-0.693,0.235,-0.684,-0.016,0.017,-0.015
-0.695,0.235,-0.677,-0.018,0.019,-0.016
-0.689,0.239,-0.681,-0.017,0.019,-0.012
-0.69,0.238,-0.681,-0.006,0.018,-0.016
-0.69,0.237,-0.684,-0.011,0.018,-0.017
-0.691,0.236,-0.683,-0.015,0.015,-0.02
-0.693,0.236,-0.681,-0.014,0.015,-0.018
-0.692,0.238,-0.683,-0.011,0.029,-0.015
-0.687,0.237,-0.684,-0.01,0.013,-0.016
-0.687,0.233,-0.688,-0.011,0.017,-0.019
-0.692,0.238,-0.68,-0.027,0.012,-0.015
-0.689,0.236,-0.683,-0.012,0.002,-0.017
-0.691,0.238,-0.68,-0.016,0.009,-0.014
-0.692,0.239,-0.678,-0.015,0.014,-0.02
-0.691,0.235,-0.68,-0.001,0.016,-0.017
-0.691,0.235,-0.684,-0.025,0.013,-0.018
-0.691,0.236,-0.68,-0.017,0.028,-0.017
-0.686,0.234,-0.685,-0.012,0.006,-0.013
-0.691,0.235,-0.684,-0.007,0.017,-0.018
-0.692,0.235,-0.683,-0.019,0.012,-0.016
-0.688,0.238,-0.683,-0.023,0.013,-0.015
-0.688,0.236,-0.684,-0.011,0.015,-0.016
-0.689,0.237,-0.683,-0.018,0.015,-0.017
-0.69,0.239,-0.682,-0.005,0.008,-0.018
-0.691,0.237,-0.683,-0.011,0.017,-0.018
-0.692,0.235,-0.678,-0.016,0.023,-0.018
-0.687,0.236,-0.686,-0.018,0.009,-0.017
-0.688,0.234,-0.683,-0.014,0.015,-0.014
-0.691,0.238,-0.682,-0.007,0.015,-0.011
-0.69,0.235,-0.683,-0.019,0.012,-0.014
-0.689,0.238,-0.683,-0.021,0.02,-0.02
-0.683,0.247,-0.692,0.007,0.05,-0.029
-0.676,0.243,-0.69,-0.001,0.077,-0.034
-0.686,0.233,-0.686,-0.02,0.014,-0.044
-0.684,0.223,-0.696,0.026,-0.018,-0.027
-0.7,0.209,-0.681,-0.015,0.036,-0.054
-0.672,0.227,-0.704,0.006,-0.024,-0.017
-0.685,0.224,-0.691,-0.052,0.02,-0.059
-0.69,0.224,-0.687,-0.072,0.035,-0.04
-0.689,0.226,-0.689,-0.032,-0.002,-0.028
-0.687,0.224,-0.686,-0.001,0.012,-0.011
-0.692,0.22,-0.685,-0.007,0.013,-0.008
-0.691,0.221,-0.687,-0.017,0.011,0.001
-0.697,0.224,-0.681,0.012,0.01,0.021
-0.689,0.225,-0.687,-0.031,0.058,0.013
-0.682,0.239,-0.686,-0.05,0.08,0.034
-0.669,0.238,-0.703,-0.05,0.086,0.019
-0.664,0.248,-0.708,-0.025,0.063,0.031
-0.663,0.252,-0.702,-0.006,0.034,0.013
-0.659,0.252,-0.708,-0.008,0.039,0.0
-0.659,0.251,-0.708,-0.02,0.021,-0.006
-0.66,0.25,-0.705,-0.019,0.013,-0.015
-0.664,0.252,-0.701,-0.017,0.025,-0.024
-0.659,0.255,-0.71,-0.021,0.017,-0.033
-0.663,0.251,-0.705,-0.009,0.021,-0.032
-0.66,0.246,-0.711,-0.006,0.004,-0.042
-0.661,0.237,-0.705,0.0,0.01,-0.043
-0.666,0.241,-0.709,-0.011,0.016,-0.025
-0.667,0.242,-0.7,-0.007,0.011,-0.016
-0.664,0.244,-0.708,0.009,0.036,-0.022
-0.662,0.237,-0.711,0.011,0.031,-0.034
-0.659,0.238,-0.71,0.004,0.029,-0.032
-0.65,0.24,-0.724,0.019,0.014,-0.11
-0.664,0.226,-0.712,0.068,-0.023,-0.048
-0.663,0.218,-0.716,0.049,-0.04,-0.076
-0.674,0.22,-0.704,0.167,-0.12,-0.122
-0.694,0.169,-0.695,0.119,-0.068,-0.099
-0.695,0.156,-0.695,0.006,0.021,-0.059
-0.688,0.157,-0.71,-0.038,0.007,-0.015
-0.69,0.16,-0.7,-0.06,-0.001,0.018
-0.694,0.171,-0.699,-0.04,0.003,0.031
-0.696,0.185,-0.691,0.008,0.011,0.018
-0.692,0.178,-0.694,0.047,0.044,-0.002
-0.682,0.183,-0.701,0.056,0.064,0.003
-0.683,0.186,-0.71,0.151,0.066,0.013
-0.679,0.157,-0.713,0.134,0.054,0.001
-0.678,0.141,-0.721,0.068,0.081,-0.011
-0.654,0.126,-0.754,0.019,0.08,-0.023
-0.653,0.142,-0.74,-0.007,0.029,-0.013
-0.66,0.143,-0.736,-0.027,-0.021,0.003
-0.676,0.157,-0.711,-0.019,-0.011,-0.031
-0.671,0.152,-0.725,-0.035,0.038,-0.069
-0.671,0.142,-0.731,-0.058,0.018,-0.041
-0.662,0.142,-0.729,0.025,0.0,-0.022
-0.67,0.134,-0.73,0.059,-0.003,-0.032
-0.676,0.128,-0.727,0.009,-0.004,-0.018
-0.673,0.137,-0.721,-0.028,0.026,-0.041
-0.668,0.135,-0.727,-0.031,0.022,-0.035
-0.666,0.138,-0.73,-0.021,0.017,-0.034
-0.67,0.132,-0.728,0.003,0.003,-0.039
-0.678,0.126,-0.728,0.023,0.017,-0.011
-0.675,0.115,-0.721,-0.03,0.012,-0.033
-0.676,0.117,-0.726,0.014,0.027,0.007
-0.675,0.127,-0.725,-0.011,0.031,-0.01
-0.659,0.129,-0.74,-0.029,0.042,-0.001
-0.663,0.128,-0.736,-0.023,0.019,-0.002
-0.67,0.13,-0.728,-0.007,0.003,-0.004
-0.666,0.134,-0.729,-0.033,0.011,-0.015
-0.668,0.136,-0.732,-0.015,0.01,-0.008
-0.667,0.137,-0.728,-0.013,0.013,-0.024
-0.666,0.134,-0.732,-0.02,0.019,-0.033
-0.667,0.134,-0.733,-0.022,0.023,-0.029
-0.668,0.128,-0.73,-0.015,0.007,-0.034
-0.668,0.125,-0.733,-0.01,0.01,-0.032
-0.67,0.124,-0.731,-0.019,0.015,-0.023
-0.667,0.126,-0.728,-0.014,0.008,-0.005
-0.668,0.129,-0.731,-0.014,0.01,-0.017
-0.672,0.129,-0.727,-0.014,0.013,-0.011
-0.668,0.129,-0.732,-0.014,0.01,-0.009
-0.668,0.129,-0.729,-0.013,0.012,-0.011
-0.667,0.13,-0.732,-0.016,0.011,-0.012
-0.669,0.132,-0.732,-0.019,0.026,-0.008
-0.668,0.131,-0.727,-0.02,0.011,-0.014
-0.667,0.132,-0.731,-0.013,0.015,-0.017
-0.669,0.133,-0.73,-0.017,0.018,-0.017
-0.664,0.133,-0.731,-0.014,0.015,-0.018
-0.667,0.129,-0.73,-0.011,0.007,-0.018
-0.669,0.13,-0.731,-0.012,0.01,-0.022
-0.668,0.129,-0.728,-0.014,0.011,-0.016
-0.668,0.13,-0.73,-0.011,0.01,-0.015
-0.668,0.131,-0.729,-0.015,0.016,-0.011
-0.669,0.13,-0.726,-0.011,0.015,-0.012
-0.663,0.132,-0.732,-0.015,0.018,-0.012
-0.668,0.134,-0.73,-0.013,0.015,-0.013
-0.664,0.134,-0.733,0.003,0.002,-0.014
-0.668,0.13,-0.732,-0.014,0.01,-0.023
-0.669,0.131,-0.731,-0.011,0.01,-0.022
-0.668,0.129,-0.728,-0.021,0.019,-0.022
-0.668,0.128,-0.729,-0.018,0.018,-0.013
-0.667,0.131,-0.732,-0.015,0.014,-0.011
-0.666,0.131,-0.73,-0.016,0.015,-0.014
-0.666,0.134,-0.733,-0.017,0.015,-0.016
-0.668,0.133,-0.729,-0.014,0.016,-0.017
-0.664,0.131,-0.736,-0.014,0.011,-0.02
-0.667,0.129,-0.733,-0.009,0.006,-0.019
-0.666,0.132,-0.731,-0.009,0.009,-0.007
-0.67,0.137,-0.736,-0.029,0.014,-0.027
-0.664,0.136,-0.726,-0.022,0.009,-0.043
-0.666,0.126,-0.733,-0.019,0.026,-0.027
-0.666,0.129,-0.73,-0.011,0.018,-0.021
-0.67,0.131,-0.73,-0.021,0.026,-0.031
-0.666,0.132,-0.732,-0.035,0.031,-0.034
-0.665,0.13,-0.735,-0.026,0.034,-0.026
-0.659,0.129,-0.738,-0.016,0.002,-0.029
-0.663,0.126,-0.733,0.001,0.003,-0.013
-0.666,0.13,-0.732,-0.003,0.001,-0.011
-0.668,0.129,-0.731,-0.008,0.008,-0.01
-0.666,0.132,-0.731,-0.014,0.019,-0.014
-0.665,0.129,-0.733,-0.017,0.021,-0.018
-0.665,0.129,-0.733,-0.018,0.02,-0.016
-0.665,0.13,-0.733,-0.014,0.016,-0.017
-0.665,0.13,-0.734,-0.014,0.017,-0.021
-0.666,0.128,-0.733,-0.015,0.026,-0.01
-0.661,0.128,-0.738,-0.015,0.014,-0.014
-0.663,0.129,-0.735,-0.013,0.022,-0.01
-0.664,0.133,-0.734,-0.015,0.02,-0.007
-0.659,0.134,-0.737,-0.007,0.01,-0.009
-0.662,0.132,-0.734,-0.006,0.007,-0.015
-0.662,0.129,-0.735,-0.013,0.01,-0.014
-0.664,0.13,-0.732,-0.013,0.011,-0.016
-0.663,0.132,-0.734,-0.014,0.012,-0.018
-0.664,0.13,-0.734,-0.016,0.011,-0.022
-0.662,0.131,-0.738,-0.018,0.026,-0.019
-0.661,0.128,-0.734,-0.004,-0.003,-0.019
-0.663,0.124,-0.734,0.004,-0.004,-0.017
-0.667,0.127,-0.732,-0.004,0.005,-0.012
-0.664,0.131,-0.731,-0.012,0.011,-0.008
-0.665,0.129,-0.733,-0.014,0.013,-0.011
-0.668,0.128,-0.731,-0.019,0.016,-0.021
-0.663,0.126,-0.741,-0.022,0.005,-0.023
-0.668,0.126,-0.73,-0.023,0.008,0.005
-0.666,0.133,-0.73,-0.022,0.002,-0.012
-0.67,0.13,-0.73,-0.016,0.021,-0.03
-0.669,0.131,-0.73,-0.021,0.023,-0.007
-0.663,0.131,-0.733,-0.016,0.02,-0.019
-0.664,0.132,-0.733,-0.012,0.014,-0.015
-0.665,0.132,-0.734,-0.01,0.014,-0.019
-0.665,0.131,-0.734,-0.01,0.012,-0.019
-0.668,0.128,-0.728,-0.01,0.015,-0.017
-0.665,0.129,-0.73,-0.011,0.011,-0.015
-0.666,0.132,-0.732,-0.013,0.019,-0.015
-0.666,0.132,-0.732,-0.014,0.019,-0.015
-0.663,0.132,-0.734,-0.013,0.019,-0.018
-0.664,0.13,-0.733,-0.01,0.013,-0.021
-0.664,0.126,-0.74,-0.013,0.015,-0.021
-0.665,0.129,-0.733,-0.013,0.012,-0.023
-0.608,0.182,-0.77,0.01,0.007,-0.025
-0.616,0.176,-0.766,0.004,0.013,-0.044
-0.617,0.173,-0.763,-0.009,0.014,-0.035
-0.616,0.175,-0.765,-0.015,0.021,-0.011
-0.61,0.178,-0.768,-0.019,0.021,-0.016
-0.611,0.177,-0.77,-0.013,0.013,-0.012
-0.611,0.179,-0.769,-0.011,0.022,-0.007
-0.609,0.179,-0.768,-0.012,0.007,-0.012
-0.609,0.18,-0.768,-0.013,0.01,-0.011
-0.613,0.18,-0.767,-0.014,0.015,-0.018
-0.61,0.18,-0.768,-0.015,0.014,-0.014
-0.608,0.179,-0.769,-0.014,0.013,-0.015
-0.609,0.179,-0.767,-0.011,0.011,-0.014
-0.611,0.181,-0.767,-0.009,0.01,-0.013
-0.61,0.181,-0.768,-0.013,0.013,-0.017
-0.612,0.18,-0.767,-0.014,0.018,-0.017
-0.608,0.178,-0.768,-0.015,0.007,-0.018
-0.614,0.178,-0.77,-0.015,0.001,-0.014
-0.613,0.182,-0.765,-0.024,-0.008,-0.007
-0.609,0.182,-0.767,-0.023,-0.011,-0.011
-0.617,0.183,-0.763,-0.011,-0.034,-0.017
-0.622,0.176,-0.762,-0.022,-0.059,-0.008
-0.624,0.186,-0.757,-0.035,-0.073,-0.01
-0.632,0.185,-0.745,-0.015,-0.148,-0.026
-0.651,0.184,-0.728,-0.003,-0.143,-0.007
-0.665,0.186,-0.723,-0.01,-0.088,0.005
-0.663,0.181,-0.724,0.01,-0.088,0.011
-0.666,0.192,-0.718,0.005,-0.072,-0.005
-0.677,0.188,-0.708,0.005,-0.042,0.002
-0.68,0.186,-0.706,0.002,-0.019,0.015
-0.676,0.182,-0.707,0.005,-0.014,0.015
-0.676,0.183,-0.709,0.011,0.005,0.029
-0.676,0.188,-0.707,-0.001,0.025,0.047
-0.677,0.201,-0.701,0.001,0.014,0.036
-0.683,0.203,-0.701,-0.001,0.016,0.021
-0.669,0.208,-0.709,-0.023,0.038,0.001
-0.666,0.205,-0.713,-0.026,0.048,-0.01
-0.668,0.204,-0.709,-0.038,0.07,-0.012
-0.662,0.204,-0.714,-0.021,0.069,-0.017
-0.664,0.209,-0.719,-0.007,0.087,-0.022
-0.651,0.202,-0.726,0.0,0.07,-0.032
-0.647,0.197,-0.735,-0.015,0.035,-0.019
-0.647,0.196,-0.734,-0.022,0.014,-0.023
-0.652,0.196,-0.729,0.005,-0.004,-0.013
-0.652,0.206,-0.726,-0.006,0.014,-0.005
-0.646,0.205,-0.728,-0.015,0.009,-0.022
-0.653,0.199,-0.728,-0.01,0.009,-0.02
-0.657,0.197,-0.726,-0.012,0.015,-0.016
-0.653,0.196,-0.728,-0.013,0.016,-0.014
-0.651,0.198,-0.73,-0.01,0.015,-0.012
-0.651,0.201,-0.727,-0.01,0.013,-0.011
-0.651,0.2,-0.729,-0.011,0.011,-0.015
-0.656,0.201,-0.726,0.007,-0.078,-0.027
-0.659,0.19,-0.725,-0.031,-0.054,-0.027
-0.666,0.205,-0.708,-0.018,-0.017,-0.001
-0.661,0.186,-0.722,0.001,-0.047,0.054
-0.669,0.205,-0.711,0.017,0.009,0.021
-0.666,0.198,-0.719,-0.056,0.058,-0.014
-0.659,0.206,-0.719,-0.114,0.07,-0.007
-0.653,0.226,-0.72,-0.118,0.079,-0.021
-0.654,0.238,-0.707,-0.026,0.062,-0.02
-0.648,0.228,-0.723,0.113,0.079,-0.051
-0.645,0.198,-0.738,0.081,0.049,-0.03
-0.643,0.201,-0.735,0.022,0.043,0.002
-0.638,0.202,-0.739,0.017,0.042,-0.013
-0.633,0.197,-0.749,-0.007,0.056,-0.012
-0.63,0.205,-0.745,-0.015,0.043,-0.031
-0.633,0.194,-0.746,-0.013,0.016,-0.019
-0.635,0.193,-0.746,-0.006,0.012,-0.004
-0.631,0.195,-0.747,-0.033,0.005,0.003
-0.632,0.207,-0.741,-0.001,0.003,0.011
-0.634,0.204,-0.745,-0.006,0.009,-0.005
-0.633,0.206,-0.742,-0.035,0.007,-0.006
-0.635,0.214,-0.738,-0.004,0.012,-0.012
-0.635,0.204,-0.744,0.002,0.01,-0.015
-0.629,0.211,-0.738,-0.066,0.038,-0.046
-0.644,0.2,-0.753,-0.333,0.03,-0.043
-0.624,0.261,-0.715,-0.238,0.013,-0.02
-0.631,0.244,-0.739,-0.135,0.015,-0.056
-0.614,0.243,-0.752,-0.165,-0.008,-0.028
-0.655,0.28,-0.702,-0.282,-0.038,0.064
-0.643,0.316,-0.686,-0.264,-0.044,0.037
-0.631,0.318,-0.689,-0.196,-0.019,-0.01
-0.646,0.334,-0.69,-0.109,-0.028,-0.025
-0.652,0.336,-0.684,-0.005,-0.033,-0.029
-0.65,0.334,-0.673,0.021,0.002,-0.021
-0.644,0.328,-0.688,0.024,0.017,-0.024
-0.651,0.327,-0.689,-0.008,0.001,-0.014
-0.652,0.323,-0.684,-0.054,-0.036,-0.016
-0.662,0.339,-0.669,-0.071,-0.02,0.002
-0.658,0.334,-0.675,-0.034,-0.006,-0.011
-0.659,0.348,-0.677,-0.044,0.027,-0.013
-0.664,0.329,-0.659,-0.08,-0.046,-0.007
-0.656,0.344,-0.66,0.05,-0.053,0.004
-0.669,0.344,-0.665,0.052,0.007,-0.018
-0.667,0.341,-0.66,-0.078,-0.041,0.002
-0.672,0.351,-0.647,-0.07,-0.027,-0.01
-0.676,0.344,-0.645,0.023,-0.018,-0.009
-0.678,0.345,-0.645,0.073,-0.017,-0.027
-0.675,0.338,-0.655,0.027,-0.02,-0.014
-0.678,0.345,-0.645,0.012,-0.002,-0.006
-0.679,0.34,-0.644,0.06,0.034,-0.019
-0.674,0.33,-0.663,0.036,0.037,-0.026
-0.672,0.327,-0.666,-0.014,0.016,-0.022
-0.675,0.326,-0.662,-0.052,0.01,-0.025
-0.668,0.328,-0.654,-0.01,0.024,-0.018
-0.674,0.331,-0.657,-0.042,-0.033,0.006
-0.679,0.337,-0.653,-0.045,-0.051,0.002
-0.682,0.332,-0.642,-0.023,-0.05,0.009
-0.68,0.331,-0.652,0.025,0.001,0.0
-0.682,0.347,-0.647,0.037,0.032,-0.029
-0.684,0.323,-0.661,-0.007,-0.009,-0.018
-0.683,0.337,-0.651,-0.06,-0.074,0.007
-0.691,0.337,-0.629,-0.087,-0.104,0.015
-0.697,0.357,-0.608,-0.008,-0.07,0.006
-0.712,0.342,-0.605,0.015,-0.026,-0.003
-0.71,0.336,-0.626,-0.039,-0.023,-0.014
-0.701,0.345,-0.619,-0.048,-0.024,0.007
-0.704,0.344,-0.618,-0.047,-0.025,0.009
-0.718,0.348,-0.607,-0.034,-0.024,0.028
-0.715,0.353,-0.602,0.002,-0.026,0.007
-0.708,0.364,-0.609,-0.042,0.017,-0.006
-0.713,0.358,-0.607,-0.086,-0.019,0.026
-0.711,0.377,-0.593,-0.046,-0.05,0.003
-0.713,0.37,-0.582,0.011,-0.044,0.003
-0.717,0.369,-0.585,0.052,-0.011,0.0
-0.711,0.382,-0.598,-0.038,0.022,-0.031
-0.714,0.371,-0.594,-0.072,-0.012,-0.007
-0.722,0.368,-0.586,-0.045,0.011,-0.027
-0.72,0.375,-0.582,0.01,0.012,-0.007
-0.719,0.37,-0.588,0.034,0.019,-0.018
-0.714,0.378,-0.591,0.013,0.043,-0.027
-0.714,0.372,-0.593,-0.003,0.019,-0.02
-0.717,0.361,-0.591,0.022,0.043,-0.024
