g_x_mean,accl_y,g_y_mean,jerk_z,accl_x,ag_z_min,ag_y_min,g_z_mean,SMA_g,IQR_g_z,VAR_g_x,accl_z,MAD_g_x,ag_x_mean,ag_x_max,VAR_g_y,RMS_g_z,ag_y_max,IQR_g_y,ag_y_mean,STD_ag_x,RMS_ag_z,g_z_min,STD_g_y,ag_z_max,RMS_ag_y,ag_z_mean,STD_g_x,ag_x_min,th_z,VAR_ag_z,VAR_ag_x,g_y_min,STD_g_z,g_x_max,RMS_ag_x,MAD_g_y,MAD_g_z,IQR_g_x,STD_ag_z,IQR_ag_z,SVM_g,MAD_ag_z,RMS_g_y,RMS_g_x,VAR_g_z,g_z_max,th_y,MAD_ag_x,g_y_max,th_x,FFT_ag_z,FFT_g_y,FFT_g_z,FFT_ag_x,E_ag_y,FFT_g_x,STD_ag_y,IQR_ag_x,CM_a,g_x_min,MAD_ag_y,SVM_a,IQR_ag_y,E_ag_x,E_ag_z,SMA_a,E_g_y,FFT_ag_y,jerk_y,VAR_ag_y,E_g_x,CM_g,jerk_x,E_g_z
-0.002,-0.0,0.025,-0.0,0.001,-0.728,0.153,-0.023,0.07,0.019,0.0,0.0,0.019,-0.675,-0.664,0.0,0.03,0.175,0.034,0.163,0.005,0.718,-0.051,0.02,-0.71,0.163,-0.718,0.021,-0.682,2.37,0.0,0.0,0.002,0.019,0.03,0.675,0.018,0.014,0.034,0.006,0.01,0.036,0.005,0.032,0.021,0.0,0.013,1.408,0.005,0.062,2.316,-0.022,0.011,-0.109,0.023,0.267,0.018,0.008,0.008,0.428,-0.033,0.006,0.998,0.011,4.554,5.153,1.556,0.01,0.012,0.0,0.0,0.004,0.018,0.0,0.009
-0.035,0.0,-0.003,-0.0,-0.0,-0.752,0.123,-0.035,0.146,0.055,0.003,-0.0,0.046,-0.665,-0.647,0.003,0.051,0.161,0.101,0.138,0.014,0.732,-0.081,0.056,-0.71,0.139,-0.732,0.056,-0.685,2.395,0.0,0.0,-0.08,0.036,0.08,0.666,0.051,0.03,0.064,0.015,0.029,0.107,0.014,0.056,0.066,0.001,0.037,1.436,0.013,0.07,2.298,0.042,0.23,0.079,-0.017,0.193,0.015,0.013,0.028,0.404,-0.124,0.012,1.0,0.022,4.43,5.359,1.536,0.031,0.079,-0.0,0.0,0.044,0.036,0.0,0.026
-0.047,-0.0,-0.021,0.0,0.001,-0.709,0.167,-0.004,0.103,0.05,0.001,0.0,0.022,-0.692,-0.681,0.0,0.038,0.188,0.011,0.18,0.009,0.697,-0.074,0.015,-0.677,0.18,-0.697,0.032,-0.707,2.348,0.0,0.0,-0.041,0.038,-0.002,0.693,0.011,0.031,0.016,0.009,0.011,0.056,0.008,0.026,0.057,0.001,0.053,1.389,0.008,0.019,2.332,0.001,-0.04,0.161,-0.01,0.323,-0.055,0.007,0.015,0.444,-0.129,0.006,0.999,0.012,4.796,4.865,1.57,0.007,-0.032,0.0,0.0,0.033,0.028,-0.0,0.014
0.003,0.0,0.036,0.0,0.001,-0.707,0.174,-0.005,0.102,0.04,0.002,0.0,0.04,-0.696,-0.683,0.001,0.033,0.204,0.034,0.185,0.011,0.692,-0.044,0.027,-0.676,0.185,-0.692,0.05,-0.717,2.338,0.0,0.0,-0.002,0.033,0.095,0.696,0.023,0.026,0.077,0.011,0.02,0.06,0.01,0.045,0.05,0.001,0.074,1.388,0.01,0.082,2.338,0.035,0.054,0.128,-0.045,0.343,0.048,0.01,0.016,0.444,-0.068,0.008,0.998,0.008,4.847,4.788,1.573,0.02,-0.043,0.0,0.0,0.025,0.028,-0.0,0.011
-0.002,-0.0,-0.011,-0.0,0.001,-0.713,0.163,-0.015,0.112,0.032,0.002,0.001,0.043,-0.693,-0.676,0.002,0.042,0.187,0.068,0.18,0.013,0.697,-0.079,0.041,-0.673,0.18,-0.697,0.05,-0.723,2.346,0.0,0.0,-0.088,0.039,0.08,0.693,0.036,0.029,0.077,0.012,0.011,0.057,0.009,0.042,0.05,0.002,0.072,1.388,0.009,0.042,2.335,-0.011,0.065,0.057,-0.009,0.326,-0.008,0.007,0.009,0.444,-0.084,0.005,0.998,0.007,4.803,4.865,1.571,0.018,-0.017,-0.0,0.0,0.025,0.025,0.0,0.018
-0.057,0.0,-0.02,0.0,0.001,-0.697,0.156,-0.005,0.159,0.039,0.008,0.0,0.071,-0.722,-0.703,0.002,0.039,0.23,0.071,0.2,0.013,0.66,-0.049,0.043,-0.628,0.201,-0.66,0.088,-0.738,2.29,0.0,0.0,-0.08,0.038,0.058,0.722,0.039,0.03,0.122,0.021,0.024,0.08,0.017,0.048,0.105,0.001,0.078,1.368,0.012,0.051,2.38,-0.075,-0.23,0.121,0.057,0.403,-0.442,0.02,0.028,0.458,-0.225,0.017,0.998,0.025,5.21,4.36,1.581,0.023,-0.043,0.0,0.0,0.11,0.032,0.0,0.015
-0.018,0.0,0.029,-0.0,0.0,-0.664,0.209,-0.015,0.062,0.01,0.0,-0.0,0.009,-0.723,-0.718,0.0,0.018,0.22,0.02,0.214,0.003,0.655,-0.032,0.014,-0.649,0.214,-0.654,0.011,-0.727,2.286,0.0,0.0,0.011,0.009,-0.001,0.723,0.012,0.008,0.012,0.004,0.006,0.038,0.004,0.032,0.021,0.0,-0.003,1.354,0.003,0.053,2.381,-0.006,0.003,-0.031,0.0,0.459,0.013,0.004,0.005,0.466,-0.04,0.003,0.998,0.006,5.232,4.284,1.592,0.01,-0.006,-0.0,0.0,0.005,0.018,0.0,0.003
-0.01,-0.0,0.023,-0.0,-0.0,-0.671,0.215,-0.013,0.046,0.006,0.0,-0.0,0.003,-0.709,-0.707,0.0,0.013,0.22,0.014,0.218,0.002,0.668,-0.018,0.011,-0.665,0.218,-0.668,0.004,-0.711,2.304,0.0,0.0,0.009,0.004,-0.005,0.709,0.01,0.003,0.005,0.002,0.002,0.026,0.001,0.026,0.011,0.0,-0.007,1.35,0.001,0.043,2.36,0.0,0.044,0.005,-0.0,0.477,0.006,0.002,0.003,0.47,-0.017,0.001,0.999,0.002,5.03,4.468,1.596,0.007,-0.0,-0.0,0.0,0.001,0.013,0.0,0.002
-0.012,0.0,0.015,0.0,-0.0,-0.676,0.213,-0.017,0.043,0.009,0.0,-0.0,0.004,-0.708,-0.705,0.0,0.018,0.219,0.009,0.216,0.001,0.671,-0.023,0.009,-0.668,0.216,-0.67,0.005,-0.71,2.306,0.0,0.0,0.005,0.006,-0.005,0.708,0.007,0.005,0.007,0.003,0.003,0.027,0.002,0.017,0.013,0.0,-0.006,1.353,0.001,0.038,2.36,0.005,0.015,-0.002,-0.005,0.465,-0.001,0.002,0.002,0.468,-0.02,0.001,0.999,0.002,5.014,4.496,1.594,0.003,0.006,-0.0,0.0,0.002,0.012,-0.0,0.003
-0.013,0.0,0.017,0.0,-0.0,-0.675,0.213,-0.017,0.047,0.005,0.0,-0.0,0.004,-0.707,-0.704,0.0,0.018,0.219,0.007,0.216,0.001,0.672,-0.023,0.007,-0.669,0.216,-0.672,0.004,-0.709,2.309,0.0,0.0,0.01,0.005,-0.007,0.707,0.006,0.004,0.009,0.002,0.002,0.028,0.001,0.019,0.014,0.0,-0.008,1.354,0.001,0.034,2.356,0.003,0.022,-0.015,0.001,0.465,0.012,0.002,0.002,0.468,-0.019,0.002,0.999,0.003,4.997,4.516,1.595,0.003,0.005,0.0,0.0,0.002,0.014,0.0,0.003
-0.015,-0.0,0.015,0.0,-0.0,-0.678,0.211,-0.017,0.047,0.008,0.0,0.0,0.006,-0.706,-0.702,0.0,0.018,0.219,0.007,0.214,0.002,0.675,-0.026,0.007,-0.671,0.215,-0.675,0.006,-0.708,2.312,0.0,0.0,0.003,0.006,-0.007,0.706,0.005,0.005,0.01,0.002,0.003,0.03,0.002,0.016,0.016,0.0,-0.006,1.354,0.002,0.029,2.355,-0.007,0.023,-0.025,-0.001,0.46,-0.003,0.003,0.004,0.467,-0.024,0.002,0.999,0.003,4.977,4.552,1.595,0.003,-0.005,-0.0,0.0,0.003,0.016,0.0,0.003
-0.013,-0.0,0.012,0.0,0.0,-0.677,0.212,-0.018,0.043,0.005,0.0,-0.0,0.003,-0.705,-0.703,0.0,0.018,0.218,0.014,0.215,0.002,0.674,-0.022,0.009,-0.67,0.215,-0.674,0.005,-0.71,2.311,0.0,0.0,0.001,0.004,-0.007,0.705,0.008,0.003,0.002,0.002,0.003,0.026,0.002,0.016,0.014,0.0,-0.009,1.354,0.001,0.033,2.355,0.006,-0.028,-0.008,-0.004,0.461,0.002,0.002,0.0,0.468,-0.025,0.001,0.999,0.002,4.976,4.54,1.594,0.002,-0.008,-0.0,0.0,0.002,0.012,0.0,0.003
-0.017,0.0,0.008,0.0,-0.0,-0.677,0.209,-0.016,0.042,0.006,0.0,0.0,0.003,-0.708,-0.705,0.0,0.017,0.219,0.011,0.213,0.002,0.672,-0.026,0.008,-0.665,0.213,-0.672,0.004,-0.711,2.31,0.0,0.0,-0.004,0.007,-0.013,0.708,0.007,0.005,0.004,0.004,0.004,0.027,0.003,0.011,0.018,0.0,-0.002,1.356,0.002,0.023,2.358,-0.003,0.024,0.016,0.004,0.455,0.006,0.003,0.003,0.466,-0.026,0.002,0.999,0.004,5.01,4.512,1.593,0.001,0.006,0.0,0.0,0.003,0.012,-0.0,0.003
-0.016,0.0,0.005,0.0,0.0,-0.676,0.216,-0.014,0.052,0.004,0.0,-0.0,0.007,-0.708,-0.703,0.001,0.014,0.222,0.009,0.218,0.002,0.671,-0.018,0.025,-0.661,0.219,-0.671,0.009,-0.711,2.308,0.0,0.0,-0.056,0.003,0.001,0.708,0.019,0.003,0.009,0.005,0.007,0.028,0.004,0.025,0.019,0.0,-0.008,1.35,0.002,0.027,2.357,0.008,-0.083,0.016,-0.006,0.477,-0.023,0.002,0.004,0.469,-0.032,0.002,0.999,0.002,5.008,4.497,1.597,0.006,-0.0,0.0,0.0,0.004,0.014,-0.0,0.002
-0.029,0.0,0.005,0.0,-0.0,-0.66,0.221,-0.012,0.06,0.016,0.0,0.0,0.012,-0.718,-0.714,0.0,0.017,0.241,0.016,0.234,0.003,0.654,-0.034,0.02,-0.649,0.234,-0.654,0.014,-0.724,2.284,0.0,0.0,-0.042,0.013,-0.008,0.718,0.015,0.011,0.019,0.003,0.003,0.038,0.002,0.02,0.033,0.0,0.01,1.334,0.002,0.028,2.374,-0.01,-0.108,0.004,0.004,0.546,-0.051,0.006,0.003,0.478,-0.061,0.004,0.999,0.006,5.155,4.275,1.606,0.004,-0.022,0.0,0.0,0.011,0.016,-0.0,0.003
-0.02,0.0,0.017,0.0,-0.0,-0.659,0.232,-0.022,0.06,0.009,0.0,0.0,0.012,-0.717,-0.711,0.0,0.024,0.241,0.012,0.237,0.003,0.653,-0.034,0.008,-0.646,0.237,-0.653,0.013,-0.721,2.284,0.0,0.0,0.005,0.01,-0.006,0.717,0.007,0.007,0.022,0.004,0.006,0.04,0.004,0.019,0.024,0.0,0.0,1.332,0.002,0.029,2.372,-0.005,-0.033,0.018,-0.009,0.56,-0.047,0.003,0.004,0.481,-0.046,0.002,0.998,0.004,5.142,4.267,1.607,0.004,-0.004,-0.0,0.0,0.006,0.02,0.0,0.006
-0.007,-0.0,0.003,0.0,0.0,-0.667,0.231,-0.012,0.032,0.007,0.0,-0.0,0.007,-0.718,-0.713,0.0,0.016,0.239,0.01,0.235,0.004,0.655,-0.023,0.014,-0.65,0.235,-0.655,0.008,-0.724,2.284,0.0,0.0,-0.013,0.01,0.003,0.718,0.011,0.007,0.012,0.005,0.003,0.02,0.004,0.014,0.011,0.0,0.01,1.335,0.003,0.031,2.374,0.021,-0.026,0.043,-0.012,0.552,-0.012,0.003,0.005,0.48,-0.025,0.002,1.0,0.005,5.161,4.294,1.609,0.002,0.009,0.0,0.0,0.001,0.008,-0.0,0.002
-0.024,0.0,0.012,-0.0,-0.0,-0.652,0.236,-0.014,0.05,0.01,0.0,-0.0,0.013,-0.721,-0.719,0.0,0.016,0.247,0.014,0.24,0.001,0.649,-0.026,0.009,-0.645,0.24,-0.649,0.014,-0.723,2.277,0.0,0.0,0.0,0.008,-0.005,0.721,0.008,0.007,0.021,0.002,0.003,0.031,0.002,0.015,0.028,0.0,-0.001,1.328,0.001,0.027,2.378,-0.003,-0.012,-0.014,-0.003,0.578,-0.02,0.004,0.002,0.482,-0.051,0.003,0.999,0.006,5.2,4.207,1.61,0.002,-0.013,0.0,0.0,0.008,0.013,0.0,0.003
-0.013,0.0,0.015,0.0,-0.0,-0.651,0.241,-0.014,0.042,0.005,0.0,-0.0,0.003,-0.721,-0.717,0.0,0.015,0.245,0.006,0.243,0.002,0.647,-0.02,0.008,-0.644,0.243,-0.647,0.004,-0.725,2.276,0.0,0.0,0.005,0.004,-0.008,0.721,0.005,0.003,0.004,0.002,0.003,0.024,0.002,0.017,0.014,0.0,-0.005,1.326,0.002,0.035,2.378,0.005,-0.004,0.002,-0.002,0.59,-0.001,0.002,0.002,0.484,-0.021,0.002,0.999,0.004,5.197,4.19,1.611,0.003,-0.006,-0.0,0.0,0.002,0.013,-0.0,0.002
-0.012,0.0,0.022,0.0,0.0,-0.655,0.243,-0.013,0.047,0.007,0.0,0.0,0.004,-0.719,-0.715,0.0,0.014,0.247,0.005,0.245,0.002,0.649,-0.02,0.013,-0.645,0.245,-0.649,0.005,-0.722,2.277,0.0,0.0,0.013,0.005,-0.003,0.719,0.009,0.004,0.006,0.003,0.004,0.027,0.002,0.025,0.013,0.0,-0.001,1.323,0.002,0.058,2.375,-0.007,0.018,0.016,0.002,0.598,-0.002,0.001,0.003,0.486,-0.021,0.001,1.0,0.003,5.174,4.215,1.613,0.006,-0.003,0.0,0.0,0.002,0.014,-0.0,0.002
-0.012,0.0,0.029,-0.0,-0.0,-0.675,0.24,-0.016,0.057,0.008,0.0,0.0,0.005,-0.705,-0.698,0.0,0.017,0.25,0.024,0.246,0.005,0.665,-0.023,0.013,-0.659,0.246,-0.665,0.006,-0.713,2.296,0.0,0.0,0.006,0.006,-0.003,0.705,0.012,0.005,0.007,0.005,0.008,0.038,0.005,0.032,0.013,0.0,-0.006,1.322,0.004,0.045,2.356,0.014,-0.014,0.025,-0.011,0.604,-0.002,0.003,0.007,0.486,-0.022,0.002,1.001,0.004,4.973,4.423,1.616,0.01,-0.005,0.0,0.0,0.002,0.016,0.0,0.003
-0.013,-0.0,0.014,0.0,-0.0,-0.668,0.239,-0.017,0.043,0.004,0.0,0.0,0.005,-0.705,-0.702,0.0,0.017,0.246,0.013,0.242,0.003,0.666,-0.023,0.008,-0.663,0.242,-0.666,0.006,-0.711,2.3,0.0,0.0,0.003,0.004,-0.004,0.705,0.007,0.003,0.008,0.002,0.002,0.025,0.002,0.016,0.014,0.0,-0.009,1.326,0.002,0.03,2.353,-0.006,-0.031,-0.011,0.008,0.587,0.011,0.002,0.003,0.484,-0.024,0.002,1.0,0.003,4.97,4.432,1.613,0.003,0.011,-0.0,0.0,0.002,0.012,-0.0,0.003
-0.012,0.0,0.022,0.0,-0.0,-0.675,0.236,-0.017,0.051,0.007,0.0,-0.0,0.003,-0.7,-0.697,0.0,0.018,0.243,0.009,0.24,0.002,0.671,-0.027,0.009,-0.666,0.24,-0.67,0.004,-0.704,2.306,0.0,0.0,0.008,0.005,-0.005,0.7,0.007,0.004,0.006,0.003,0.005,0.03,0.003,0.023,0.012,0.0,-0.011,1.328,0.002,0.037,2.348,0.004,0.035,-0.005,-0.0,0.576,0.008,0.002,0.004,0.483,-0.017,0.001,0.999,0.001,4.903,4.496,1.611,0.005,0.006,-0.0,0.0,0.001,0.015,-0.0,0.003
-0.012,-0.0,0.018,-0.0,-0.0,-0.68,0.236,-0.017,0.047,0.002,0.0,0.0,0.005,-0.695,-0.691,0.0,0.017,0.243,0.01,0.24,0.003,0.676,-0.025,0.008,-0.671,0.24,-0.676,0.006,-0.7,2.314,0.0,0.0,0.009,0.004,0.001,0.695,0.007,0.002,0.008,0.003,0.003,0.027,0.002,0.02,0.014,0.0,-0.01,1.328,0.003,0.038,2.341,0.006,-0.027,-0.001,-0.007,0.575,-0.002,0.002,0.005,0.483,-0.021,0.001,0.999,0.003,4.835,4.574,1.611,0.004,0.002,0.0,0.0,0.002,0.015,0.0,0.003
-0.013,0.0,0.015,0.0,0.0,-0.682,0.236,-0.017,0.045,0.003,0.0,0.0,0.005,-0.693,-0.69,0.0,0.017,0.242,0.006,0.238,0.002,0.679,-0.022,0.004,-0.676,0.238,-0.679,0.006,-0.697,2.318,0.0,0.0,0.009,0.003,-0.004,0.693,0.003,0.002,0.008,0.002,0.004,0.028,0.002,0.015,0.014,0.0,-0.009,1.331,0.001,0.023,2.336,0.008,0.013,-0.014,-0.002,0.567,0.006,0.002,0.002,0.482,-0.025,0.002,0.999,0.003,4.803,4.609,1.61,0.002,0.002,-0.0,0.0,0.002,0.013,0.0,0.003
-0.012,-0.0,0.016,-0.0,0.0,-0.684,0.233,-0.017,0.044,0.003,0.0,0.0,0.004,-0.691,-0.689,0.0,0.017,0.24,0.003,0.237,0.002,0.681,-0.02,0.005,-0.677,0.237,-0.681,0.004,-0.695,2.322,0.0,0.0,0.003,0.002,-0.005,0.691,0.004,0.002,0.007,0.002,0.003,0.028,0.002,0.017,0.012,0.0,-0.012,1.332,0.002,0.022,2.335,-0.003,-0.003,-0.013,0.003,0.561,0.012,0.002,0.003,0.482,-0.018,0.002,0.999,0.004,4.78,4.643,1.61,0.003,0.005,-0.0,0.0,0.002,0.016,0.0,0.003
-0.014,0.0,0.014,0.0,0.0,-0.688,0.233,-0.017,0.045,0.003,0.0,0.0,0.005,-0.69,-0.687,0.0,0.017,0.239,0.003,0.236,0.002,0.682,-0.02,0.006,-0.678,0.237,-0.682,0.007,-0.693,2.322,0.0,0.0,0.002,0.002,-0.001,0.691,0.004,0.002,0.005,0.003,0.004,0.028,0.002,0.015,0.016,0.0,-0.014,1.332,0.002,0.029,2.335,-0.003,0.029,-0.002,-0.004,0.559,0.008,0.002,0.002,0.481,-0.027,0.001,0.998,0.003,4.768,4.653,1.609,0.002,-0.002,0.0,0.0,0.003,0.016,-0.0,0.003
-0.014,-0.0,0.015,-0.0,0.0,-0.685,0.234,-0.017,0.046,0.002,0.0,0.0,0.005,-0.69,-0.686,0.0,0.017,0.239,0.005,0.236,0.002,0.683,-0.018,0.006,-0.678,0.236,-0.682,0.005,-0.692,2.324,0.0,0.0,0.006,0.002,-0.005,0.69,0.005,0.001,0.007,0.002,0.002,0.028,0.002,0.017,0.015,0.0,-0.013,1.332,0.002,0.028,2.333,0.006,0.018,-0.001,-0.004,0.558,0.006,0.001,0.003,0.481,-0.023,0.001,0.998,0.002,4.758,4.658,1.608,0.003,-0.005,-0.0,0.0,0.002,0.015,0.0,0.003
-0.008,-0.0,0.023,-0.0,0.0,-0.696,0.209,-0.026,0.068,0.018,0.0,0.0,0.012,-0.687,-0.676,0.001,0.03,0.247,0.02,0.234,0.006,0.686,-0.054,0.025,-0.681,0.234,-0.686,0.014,-0.7,2.327,0.0,0.0,-0.018,0.013,0.026,0.687,0.019,0.011,0.016,0.005,0.006,0.039,0.004,0.034,0.016,0.0,-0.011,1.332,0.004,0.077,2.33,0.01,-0.087,0.007,-0.022,0.547,-0.013,0.01,0.005,0.48,-0.021,0.007,0.999,0.005,4.726,4.709,1.607,0.011,-0.044,-0.0,0.0,0.003,0.018,0.0,0.009
-0.024,-0.0,0.021,-0.0,-0.0,-0.704,0.22,-0.009,0.078,0.035,0.001,-0.0,0.023,-0.687,-0.672,0.001,0.028,0.239,0.021,0.225,0.006,0.688,-0.059,0.028,-0.681,0.225,-0.688,0.026,-0.697,2.33,0.0,0.0,-0.024,0.027,0.012,0.687,0.022,0.022,0.043,0.006,0.002,0.036,0.004,0.035,0.036,0.001,0.034,1.344,0.005,0.08,2.332,-0.023,0.052,-0.027,0.031,0.508,-0.081,0.005,0.005,0.474,-0.072,0.003,0.999,0.002,4.726,4.738,1.601,0.013,0.021,0.0,0.0,0.013,0.014,0.0,0.008
-0.018,-0.0,0.032,-0.0,0.0,-0.711,0.238,-0.009,0.072,0.04,0.0,-0.0,0.009,-0.662,-0.659,0.001,0.025,0.255,0.02,0.25,0.003,0.706,-0.042,0.024,-0.701,0.25,-0.706,0.012,-0.669,2.356,0.0,0.0,0.004,0.023,-0.006,0.662,0.019,0.02,0.012,0.003,0.004,0.04,0.003,0.04,0.022,0.001,0.031,1.317,0.003,0.086,2.294,-0.003,0.09,0.054,-0.012,0.623,-0.022,0.004,0.005,0.489,-0.05,0.003,1.0,0.004,4.383,4.986,1.618,0.016,-0.021,0.0,0.0,0.005,0.016,0.0,0.006
0.031,0.0,-0.004,0.0,-0.0,-0.724,0.218,-0.053,0.12,0.042,0.003,0.0,0.038,-0.663,-0.65,0.002,0.064,0.244,0.04,0.234,0.006,0.71,-0.122,0.045,-0.7,0.234,-0.71,0.051,-0.674,2.36,0.0,0.0,-0.12,0.035,0.167,0.663,0.034,0.03,0.04,0.006,0.006,0.046,0.005,0.045,0.06,0.001,-0.016,1.33,0.004,0.036,2.296,0.024,-0.153,-0.02,-0.025,0.55,0.087,0.009,0.004,0.481,-0.011,0.008,1.0,0.012,4.396,5.04,1.607,0.02,-0.017,-0.0,0.0,0.036,0.021,-0.0,0.04
0.038,0.001,0.02,0.0,0.001,-0.713,0.156,-0.009,0.126,0.028,0.005,0.0,0.063,-0.689,-0.679,0.001,0.039,0.186,0.048,0.17,0.006,0.701,-0.099,0.038,-0.691,0.171,-0.701,0.072,-0.696,2.348,0.0,0.0,-0.068,0.038,0.151,0.689,0.03,0.029,0.13,0.007,0.013,0.064,0.006,0.043,0.082,0.001,0.031,1.4,0.005,0.066,2.337,-0.022,-0.053,-0.194,0.012,0.291,0.255,0.012,0.01,0.435,-0.06,0.01,0.997,0.024,4.752,4.912,1.56,0.019,-0.045,-0.0,0.0,0.067,0.018,-0.0,0.015
0.003,0.0,0.021,-0.0,0.001,-0.754,0.126,-0.026,0.087,0.018,0.001,-0.0,0.033,-0.667,-0.653,0.001,0.032,0.157,0.039,0.141,0.009,0.73,-0.069,0.034,-0.711,0.141,-0.73,0.038,-0.678,2.388,0.0,0.0,-0.021,0.019,0.068,0.667,0.029,0.014,0.048,0.011,0.009,0.053,0.008,0.04,0.039,0.0,0.003,1.428,0.008,0.081,2.304,-0.029,0.113,0.075,0.006,0.199,0.205,0.009,0.014,0.41,-0.058,0.007,1.0,0.007,4.451,5.336,1.538,0.016,-0.05,-0.0,0.0,0.015,0.018,0.0,0.01
-0.013,0.0,0.022,-0.0,-0.0,-0.74,0.115,-0.02,0.064,0.031,0.0,-0.0,0.016,-0.67,-0.659,0.0,0.026,0.138,0.01,0.128,0.006,0.728,-0.041,0.01,-0.721,0.129,-0.728,0.019,-0.678,2.386,0.0,0.0,0.003,0.017,0.023,0.67,0.008,0.016,0.028,0.006,0.004,0.041,0.004,0.024,0.023,0.0,0.007,1.442,0.005,0.042,2.31,-0.013,0.019,-0.03,0.027,0.165,-0.085,0.007,0.008,0.398,-0.031,0.006,0.998,0.008,4.493,5.303,1.527,0.006,0.041,0.0,0.0,0.005,0.016,0.0,0.007
-0.017,-0.0,0.012,0.0,-0.0,-0.733,0.124,-0.021,0.049,0.022,0.0,-0.0,0.005,-0.668,-0.666,0.0,0.024,0.137,0.006,0.131,0.001,0.73,-0.034,0.006,-0.728,0.131,-0.73,0.007,-0.67,2.391,0.0,0.0,0.003,0.011,-0.007,0.668,0.004,0.01,0.007,0.002,0.004,0.034,0.002,0.013,0.018,0.0,-0.004,1.438,0.001,0.023,2.303,0.008,-0.025,0.071,-0.003,0.171,0.002,0.005,0.001,0.4,-0.033,0.004,0.998,0.008,4.458,5.335,1.529,0.002,-0.006,0.0,0.0,0.003,0.016,-0.0,0.006
-0.015,0.0,0.014,0.0,0.0,-0.732,0.129,-0.013,0.043,0.006,0.0,-0.0,0.002,-0.668,-0.664,0.0,0.014,0.133,0.004,0.131,0.002,0.73,-0.018,0.005,-0.727,0.131,-0.73,0.002,-0.672,2.392,0.0,0.0,0.01,0.003,-0.013,0.668,0.004,0.003,0.003,0.002,0.003,0.025,0.002,0.015,0.016,0.0,-0.008,1.44,0.001,0.026,2.303,0.001,-0.011,-0.011,-0.0,0.171,0.01,0.002,0.002,0.399,-0.02,0.002,0.998,0.003,4.462,5.332,1.529,0.002,-0.002,0.0,0.0,0.002,0.014,-0.0,0.002
-0.011,-0.0,0.011,0.0,0.0,-0.733,0.129,-0.016,0.039,0.005,0.0,-0.0,0.003,-0.667,-0.663,0.0,0.016,0.134,0.005,0.131,0.002,0.73,-0.023,0.005,-0.726,0.131,-0.73,0.005,-0.669,2.391,0.0,0.0,0.002,0.004,0.003,0.667,0.004,0.003,0.003,0.002,0.003,0.024,0.002,0.012,0.012,0.0,-0.011,1.44,0.002,0.018,2.304,-0.006,-0.023,-0.024,-0.002,0.171,0.007,0.002,0.001,0.399,-0.015,0.001,0.998,0.002,4.452,5.33,1.528,0.002,-0.004,-0.0,0.0,0.002,0.014,-0.0,0.003
-0.014,0.0,0.013,0.0,-0.0,-0.736,0.128,-0.016,0.044,0.007,0.0,0.0,0.003,-0.667,-0.664,0.0,0.017,0.134,0.006,0.131,0.001,0.731,-0.022,0.004,-0.728,0.131,-0.731,0.004,-0.669,2.393,0.0,0.0,0.006,0.005,-0.009,0.667,0.003,0.004,0.005,0.002,0.004,0.027,0.002,0.014,0.015,0.0,-0.007,1.439,0.001,0.019,2.302,0.004,-0.008,-0.005,-0.004,0.171,0.007,0.002,0.002,0.4,-0.021,0.001,0.998,0.002,4.448,5.347,1.529,0.002,-0.007,-0.0,0.0,0.002,0.015,0.0,0.003
-0.018,0.0,0.016,0.0,-0.0,-0.738,0.126,-0.026,0.061,0.008,0.0,-0.0,0.009,-0.666,-0.659,0.0,0.028,0.137,0.022,0.131,0.003,0.733,-0.043,0.012,-0.726,0.131,-0.732,0.011,-0.67,2.394,0.0,0.0,0.001,0.009,0.001,0.666,0.011,0.007,0.013,0.003,0.004,0.042,0.003,0.02,0.021,0.0,-0.011,1.44,0.002,0.034,2.301,0.002,-0.055,0.013,-0.001,0.171,0.027,0.003,0.002,0.399,-0.035,0.003,0.998,0.003,4.429,5.366,1.529,0.004,0.007,0.0,0.0,0.004,0.021,0.0,0.008
-0.014,0.0,0.018,0.0,-0.0,-0.738,0.128,-0.014,0.046,0.007,0.0,-0.0,0.002,-0.665,-0.661,0.0,0.014,0.133,0.005,0.13,0.002,0.734,-0.021,0.005,-0.731,0.13,-0.734,0.003,-0.668,2.396,0.0,0.0,0.008,0.004,-0.008,0.665,0.004,0.004,0.001,0.002,0.001,0.027,0.001,0.019,0.015,0.0,-0.007,1.441,0.001,0.026,2.3,0.005,-0.009,0.016,-0.003,0.168,0.007,0.002,0.002,0.398,-0.018,0.001,0.998,0.001,4.42,5.38,1.528,0.004,0.005,0.0,0.0,0.002,0.016,0.0,0.002
-0.009,-0.0,0.008,0.0,0.0,-0.738,0.124,-0.016,0.036,0.004,0.0,-0.0,0.006,-0.663,-0.659,0.0,0.016,0.134,0.006,0.13,0.002,0.734,-0.022,0.008,-0.732,0.13,-0.734,0.006,-0.667,2.398,0.0,0.0,-0.004,0.004,0.004,0.663,0.006,0.003,0.009,0.002,0.001,0.021,0.001,0.012,0.011,0.0,-0.009,1.44,0.002,0.026,2.298,0.001,-0.023,0.022,0.002,0.168,0.029,0.003,0.002,0.398,-0.018,0.002,0.998,0.004,4.392,5.393,1.527,0.001,-0.001,-0.0,0.0,0.001,0.01,0.0,0.003
