g_x_mean,accl_y,g_y_mean,jerk_z,accl_x,ag_z_min,ag_y_min,g_z_mean,SMA_g,IQR_g_z,VAR_g_x,accl_z,MAD_g_x,ag_x_mean,ag_x_max,VAR_g_y,RMS_g_z,ag_y_max,IQR_g_y,ag_y_mean,STD_ag_x,RMS_ag_z,g_z_min,STD_g_y,ag_z_max,RMS_ag_y,ag_z_mean,STD_g_x,ag_x_min,th_z,VAR_ag_z,VAR_ag_x,g_y_min,STD_g_z,g_x_max,RMS_ag_x,MAD_g_y,MAD_g_z,IQR_g_x,STD_ag_z,IQR_ag_z,SVM_g,MAD_ag_z,RMS_g_y,RMS_g_x,VAR_g_z,g_z_max,th_y,MAD_ag_x,g_y_max,th_x,FFT_ag_z,FFT_g_y,FFT_g_z,FFT_ag_x,E_ag_y,FFT_g_x,STD_ag_y,IQR_ag_x,CM_a,g_x_min,MAD_ag_y,SVM_a,IQR_ag_y,E_ag_x,E_ag_z,SMA_a,E_g_y,FFT_ag_y,jerk_y,VAR_ag_y,E_g_x,CM_g,jerk_x,E_g_z
-0.018,0.0,0.013,-0.0,-0.0,-0.741,0.126,-0.014,0.046,0.012,0.0,0.0,0.004,-0.666,-0.663,0.0,0.017,0.133,0.01,0.13,0.002,0.732,-0.03,0.007,-0.73,0.13,-0.732,0.004,-0.67,2.394,0.0,0.0,0.002,0.009,-0.012,0.666,0.006,0.008,0.007,0.003,0.003,0.028,0.002,0.015,0.018,0.0,0.005,1.44,0.002,0.023,2.301,-0.004,0.01,0.0,0.01,0.168,0.023,0.002,0.004,0.399,-0.023,0.002,0.998,0.003,4.436,5.361,1.528,0.002,0.003,0.0,0.0,0.003,0.014,0.0,0.003
-0.012,-0.0,0.015,-0.0,0.0,-0.74,0.126,-0.018,0.045,0.005,0.0,-0.0,0.001,-0.665,-0.663,0.0,0.018,0.132,0.006,0.13,0.001,0.733,-0.023,0.003,-0.728,0.13,-0.733,0.002,-0.668,2.396,0.0,0.0,0.011,0.003,-0.01,0.665,0.002,0.002,0.003,0.003,0.002,0.027,0.002,0.015,0.012,0.0,-0.015,1.44,0.001,0.019,2.3,-0.004,-0.014,-0.012,-0.001,0.169,0.006,0.002,0.002,0.399,-0.014,0.002,0.998,0.003,4.424,5.373,1.528,0.002,-0.005,-0.0,0.0,0.001,0.014,-0.0,0.003
-0.016,-0.0,0.015,0.0,-0.0,-0.739,0.123,-0.021,0.052,0.002,0.0,0.0,0.01,-0.665,-0.66,0.0,0.021,0.131,0.007,0.126,0.002,0.733,-0.025,0.005,-0.731,0.126,-0.733,0.014,-0.668,2.396,0.0,0.0,0.009,0.003,-0.003,0.665,0.004,0.002,0.006,0.002,0.002,0.028,0.002,0.015,0.022,0.0,-0.015,1.444,0.001,0.023,2.3,0.001,0.005,-0.001,-0.004,0.159,-0.05,0.002,0.001,0.394,-0.056,0.001,0.998,0.001,4.416,5.376,1.524,0.002,0.002,-0.0,0.0,0.005,0.015,-0.0,0.005
-0.009,0.0,0.014,0.0,-0.0,-0.77,0.173,-0.019,0.045,0.012,0.0,-0.0,0.007,-0.612,-0.608,0.0,0.022,0.182,0.009,0.178,0.003,0.767,-0.044,0.005,-0.763,0.178,-0.767,0.009,-0.617,2.45,0.0,0.0,0.007,0.011,0.01,0.612,0.004,0.009,0.004,0.002,0.003,0.028,0.002,0.015,0.013,0.0,-0.007,1.391,0.003,0.022,2.229,0.004,-0.019,-0.052,-0.004,0.317,0.041,0.003,0.006,0.437,-0.019,0.002,0.998,0.004,3.746,5.889,1.557,0.002,0.004,-0.0,0.0,0.002,0.013,-0.0,0.005
-0.015,-0.0,0.007,-0.0,-0.0,-0.77,0.178,-0.014,0.04,0.003,0.0,0.0,0.003,-0.61,-0.608,0.0,0.014,0.182,0.01,0.18,0.002,0.768,-0.018,0.009,-0.765,0.18,-0.768,0.004,-0.614,2.45,0.0,0.0,-0.011,0.003,-0.009,0.61,0.008,0.002,0.002,0.001,0.001,0.024,0.001,0.011,0.016,0.0,-0.007,1.389,0.002,0.018,2.229,0.001,-0.021,0.012,0.004,0.324,-0.012,0.001,0.003,0.439,-0.024,0.001,0.997,0.002,3.726,5.892,1.558,0.001,0.002,-0.0,0.0,0.003,0.013,0.0,0.002
-0.007,-0.0,-0.077,0.0,0.0,-0.763,0.176,-0.004,0.099,0.014,0.0,0.0,0.011,-0.65,-0.617,0.002,0.013,0.192,0.042,0.185,0.023,0.734,-0.026,0.041,-0.706,0.185,-0.733,0.013,-0.68,2.388,0.0,0.001,-0.148,0.012,0.01,0.65,0.032,0.01,0.018,0.021,0.035,0.077,0.019,0.087,0.015,0.0,0.015,1.384,0.021,-0.019,2.291,-0.054,0.21,-0.012,0.057,0.341,-0.029,0.004,0.04,0.444,-0.035,0.003,0.998,0.003,4.226,5.383,1.568,0.075,-0.006,-0.0,0.0,0.002,0.018,-0.0,0.002
-0.01,0.0,0.036,-0.0,0.0,-0.719,0.182,0.009,0.073,0.039,0.0,0.0,0.014,-0.672,-0.662,0.001,0.025,0.209,0.049,0.199,0.006,0.709,-0.022,0.031,-0.701,0.199,-0.709,0.015,-0.683,2.362,0.0,0.0,-0.014,0.023,0.011,0.672,0.027,0.021,0.023,0.005,0.005,0.048,0.004,0.047,0.018,0.001,0.047,1.365,0.006,0.087,2.311,-0.013,-0.026,0.013,0.002,0.396,0.058,0.01,0.009,0.459,-0.038,0.009,0.996,0.013,4.512,5.026,1.579,0.022,-0.043,-0.0,0.0,0.003,0.012,0.0,0.006
-0.01,-0.0,0.019,-0.0,-0.0,-0.735,0.196,-0.018,0.048,0.008,0.0,0.0,0.006,-0.651,-0.646,0.0,0.019,0.206,0.006,0.199,0.003,0.729,-0.032,0.019,-0.726,0.199,-0.729,0.007,-0.657,2.39,0.0,0.0,-0.004,0.007,0.005,0.651,0.013,0.006,0.007,0.003,0.003,0.025,0.002,0.027,0.012,0.0,-0.005,1.372,0.003,0.07,2.283,-0.009,0.089,-0.017,0.003,0.397,-0.001,0.004,0.005,0.455,-0.022,0.003,0.998,0.005,4.237,5.315,1.579,0.007,-0.011,-0.0,0.0,0.002,0.013,0.0,0.004
-0.033,0.001,0.004,0.0,-0.0,-0.729,0.186,-0.005,0.102,0.017,0.002,-0.0,0.038,-0.659,-0.651,0.003,0.024,0.226,0.086,0.202,0.006,0.721,-0.027,0.051,-0.708,0.202,-0.721,0.046,-0.669,2.379,0.0,0.0,-0.078,0.024,0.017,0.659,0.043,0.018,0.048,0.006,0.007,0.07,0.005,0.051,0.056,0.001,0.054,1.368,0.005,0.079,2.292,-0.03,0.136,-0.108,0.038,0.408,-0.121,0.01,0.011,0.456,-0.118,0.007,0.998,0.006,4.345,5.193,1.582,0.026,0.034,0.0,0.0,0.032,0.02,0.0,0.006
0.013,-0.0,0.041,-0.0,0.001,-0.749,0.193,-0.017,0.092,0.022,0.002,-0.0,0.036,-0.639,-0.63,0.0,0.024,0.238,0.032,0.205,0.008,0.738,-0.051,0.022,-0.707,0.206,-0.738,0.045,-0.654,2.41,0.0,0.0,0.005,0.016,0.113,0.639,0.018,0.013,0.035,0.013,0.01,0.052,0.009,0.046,0.047,0.0,0.003,1.37,0.007,0.079,2.262,0.052,0.006,-0.016,-0.031,0.423,0.064,0.015,0.012,0.456,-0.033,0.011,0.997,0.009,4.084,5.441,1.582,0.022,0.053,0.0,0.0,0.022,0.019,0.0,0.006
-0.098,0.0,0.013,0.0,0.001,-0.753,0.2,-0.022,0.137,0.032,0.012,0.001,0.096,-0.631,-0.614,0.0,0.03,0.261,0.007,0.219,0.007,0.741,-0.056,0.012,-0.715,0.22,-0.741,0.111,-0.644,2.41,0.0,0.0,-0.008,0.02,0.002,0.631,0.009,0.017,0.153,0.01,0.007,0.062,0.007,0.018,0.148,0.0,0.011,1.359,0.005,0.038,2.258,-0.012,-0.067,0.068,0.021,0.486,0.217,0.02,0.005,0.46,-0.333,0.018,0.998,0.031,3.983,5.487,1.591,0.003,0.023,0.0,0.0,0.219,0.022,-0.0,0.009
-0.094,-0.0,-0.02,0.0,0.001,-0.702,0.28,-0.004,0.151,0.022,0.012,0.0,0.095,-0.649,-0.631,0.0,0.029,0.339,0.031,0.324,0.008,0.685,-0.029,0.019,-0.669,0.324,-0.685,0.109,-0.662,2.329,0.0,0.0,-0.044,0.029,0.024,0.649,0.016,0.023,0.168,0.009,0.005,0.07,0.006,0.028,0.144,0.001,0.064,1.238,0.006,0.017,2.278,-0.013,-0.087,0.163,-0.008,1.049,-0.63,0.016,0.007,0.526,-0.282,0.011,1.0,0.015,4.207,4.698,1.658,0.008,-0.067,0.0,0.0,0.209,0.026,-0.0,0.009
-0.008,0.0,-0.019,-0.0,0.001,-0.677,0.329,-0.01,0.091,0.006,0.003,-0.0,0.053,-0.667,-0.656,0.001,0.013,0.351,0.029,0.342,0.008,0.659,-0.027,0.023,-0.645,0.342,-0.659,0.056,-0.678,2.294,0.0,0.0,-0.053,0.009,0.073,0.667,0.018,0.006,0.108,0.011,0.015,0.064,0.009,0.03,0.057,0.0,0.004,1.22,0.007,0.027,2.303,-0.031,0.059,-0.021,0.012,1.169,0.02,0.006,0.014,0.531,-0.08,0.005,0.998,0.006,4.455,4.341,1.668,0.009,-0.019,0.0,0.0,0.032,0.021,0.0,0.002
-0.005,0.0,-0.001,0.0,0.0,-0.666,0.326,-0.01,0.071,0.023,0.001,-0.0,0.031,-0.676,-0.668,0.001,0.016,0.345,0.047,0.333,0.004,0.654,-0.026,0.031,-0.642,0.333,-0.654,0.036,-0.682,2.286,0.0,0.0,-0.051,0.013,0.06,0.676,0.026,0.012,0.059,0.008,0.014,0.055,0.007,0.031,0.036,0.0,0.009,1.233,0.004,0.037,2.314,0.032,0.028,0.013,-0.02,1.107,0.189,0.006,0.005,0.527,-0.052,0.005,0.998,0.007,4.571,4.275,1.663,0.01,0.028,0.0,0.0,0.013,0.019,-0.0,0.003
-0.028,-0.0,-0.035,-0.0,-0.0,-0.661,0.323,0.001,0.093,0.02,0.001,-0.0,0.03,-0.698,-0.682,0.001,0.016,0.357,0.036,0.342,0.012,0.627,-0.029,0.036,-0.605,0.342,-0.627,0.035,-0.718,2.242,0.0,0.0,-0.104,0.016,0.037,0.698,0.029,0.013,0.04,0.019,0.032,0.054,0.016,0.05,0.045,0.0,0.028,1.22,0.011,0.032,2.351,-0.076,0.116,-0.013,0.036,1.168,0.036,0.009,0.023,0.531,-0.087,0.007,1.0,0.009,4.876,3.936,1.667,0.025,-0.013,-0.0,0.0,0.02,0.022,-0.0,0.003
-0.025,0.0,-0.01,-0.0,-0.0,-0.609,0.353,-0.004,0.074,0.01,0.002,-0.0,0.035,-0.714,-0.708,0.001,0.016,0.382,0.036,0.369,0.004,0.594,-0.031,0.024,-0.582,0.369,-0.594,0.041,-0.722,2.206,0.0,0.0,-0.05,0.016,0.052,0.714,0.02,0.012,0.054,0.01,0.016,0.054,0.008,0.026,0.048,0.0,0.026,1.191,0.003,0.022,2.367,-0.028,0.043,0.02,-0.004,1.36,-0.058,0.008,0.005,0.538,-0.086,0.006,1.0,0.009,5.104,3.527,1.677,0.007,-0.033,0.0,0.0,0.023,0.017,0.0,0.003
0.199,0.0,0.053,-0.0,0.002,-0.678,0.23,-0.06,0.312,0.071,0.03,-0.0,0.168,-0.71,-0.697,0.001,0.073,0.378,0.029,0.327,0.008,0.62,-0.133,0.024,-0.588,0.331,-0.619,0.173,-0.719,2.221,0.001,0.0,0.019,0.042,0.458,0.71,0.02,0.038,0.333,0.032,0.054,0.234,0.029,0.058,0.264,0.002,-0.018,1.216,0.007,0.097,2.366,-0.017,-0.119,-0.019,0.001,1.096,-0.535,0.049,0.014,0.53,-0.003,0.042,0.999,0.071,5.036,3.846,1.656,0.033,-0.031,0.0,0.002,0.696,0.088,0.0,0.054
-0.036,0.001,0.047,-0.0,0.002,-0.725,0.162,-0.027,0.245,0.054,0.032,0.0,0.152,-0.698,-0.652,0.003,0.042,0.252,0.091,0.205,0.024,0.683,-0.069,0.057,-0.644,0.207,-0.682,0.178,-0.718,2.32,0.001,0.001,-0.011,0.033,0.204,0.698,0.051,0.03,0.26,0.031,0.058,0.17,0.029,0.074,0.181,0.001,0.029,1.36,0.018,0.157,2.358,-0.169,-0.096,0.065,0.077,0.43,-0.682,0.029,0.015,0.46,-0.323,0.025,0.994,0.045,4.876,4.668,1.586,0.055,-0.141,-0.0,0.001,0.328,0.047,-0.0,0.018
-0.036,0.001,0.004,0.0,0.0,-0.716,0.192,-0.033,0.136,0.03,0.0,-0.0,0.009,-0.7,-0.669,0.005,0.04,0.22,0.125,0.209,0.019,0.677,-0.072,0.073,-0.648,0.21,-0.677,0.013,-0.732,2.32,0.0,0.0,-0.096,0.022,-0.001,0.701,0.067,0.019,0.009,0.02,0.03,0.09,0.016,0.073,0.038,0.0,-0.001,1.356,0.015,0.099,2.346,-0.115,-0.251,-0.099,0.107,0.439,-0.002,0.009,0.029,0.466,-0.05,0.007,0.996,0.01,4.911,4.582,1.586,0.053,0.02,0.0,0.0,0.014,0.041,-0.0,0.016
-0.007,0.0,-0.001,-0.0,-0.0,-0.706,0.189,-0.035,0.109,0.058,0.002,-0.0,0.034,-0.7,-0.672,0.002,0.047,0.218,0.063,0.204,0.012,0.681,-0.074,0.045,-0.66,0.204,-0.681,0.042,-0.716,2.322,0.0,0.0,-0.084,0.032,0.059,0.7,0.038,0.03,0.062,0.014,0.021,0.064,0.012,0.045,0.042,0.001,0.009,1.364,0.01,0.059,2.352,-0.043,0.17,-0.071,0.029,0.415,-0.25,0.01,0.014,0.46,-0.064,0.009,0.998,0.016,4.896,4.64,1.584,0.02,0.045,-0.0,0.0,0.018,0.019,0.0,0.022
0.009,0.0,0.024,-0.0,-0.0,-0.697,0.16,-0.045,0.09,0.025,0.0,-0.0,0.013,-0.697,-0.682,0.001,0.051,0.21,0.035,0.185,0.007,0.689,-0.08,0.028,-0.681,0.186,-0.689,0.016,-0.708,2.335,0.0,0.0,-0.019,0.024,0.035,0.697,0.023,0.02,0.017,0.005,0.007,0.062,0.004,0.037,0.018,0.001,0.004,1.386,0.006,0.076,2.344,0.012,0.159,0.122,-0.001,0.344,-0.074,0.019,0.009,0.446,-0.019,0.017,0.998,0.036,4.853,4.753,1.571,0.013,0.033,0.0,0.0,0.003,0.02,0.0,0.026
0.109,0.001,-0.098,0.0,0.001,-0.699,0.053,-0.044,0.251,0.019,0.003,0.0,0.046,-0.73,-0.693,0.004,0.048,0.169,0.052,0.113,0.022,0.67,-0.086,0.061,-0.618,0.117,-0.67,0.053,-0.773,2.31,0.0,0.0,-0.22,0.02,0.208,0.73,0.05,0.016,0.08,0.021,0.016,0.13,0.016,0.115,0.121,0.0,-0.016,1.453,0.018,-0.018,2.389,0.002,-0.098,-0.061,0.014,0.137,0.196,0.03,0.025,0.386,0.045,0.023,0.998,0.028,5.335,4.49,1.513,0.133,0.011,-0.0,0.001,0.147,0.063,-0.0,0.023
-0.004,0.001,-0.044,0.0,-0.0,-0.608,0.008,-0.052,0.128,0.043,0.001,0.0,0.027,-0.804,-0.785,0.001,0.058,0.043,0.058,0.024,0.011,0.587,-0.089,0.038,-0.572,0.028,-0.587,0.034,-0.816,2.197,0.0,0.0,-0.094,0.026,0.061,0.804,0.034,0.023,0.036,0.013,0.022,0.088,0.012,0.058,0.034,0.001,-0.015,1.554,0.01,0.02,2.515,-0.043,0.011,0.039,0.035,0.008,0.033,0.014,0.016,0.2,-0.068,0.013,0.996,0.027,6.467,3.447,1.415,0.034,0.063,-0.0,0.0,0.012,0.033,-0.0,0.034
0.0,-0.0,-0.01,0.0,0.001,-0.574,-0.01,-0.03,0.089,0.011,0.002,-0.0,0.036,-0.824,-0.817,0.001,0.031,0.019,0.037,0.006,0.006,0.563,-0.045,0.027,-0.543,0.012,-0.563,0.046,-0.835,2.172,0.0,0.0,-0.066,0.009,0.1,0.824,0.021,0.008,0.045,0.009,0.006,0.048,0.007,0.029,0.046,0.0,-0.011,1.562,0.004,0.034,2.54,0.002,-0.04,-0.032,-0.004,0.001,-0.061,0.01,0.004,0.164,-0.083,0.008,0.998,0.016,6.788,3.167,1.397,0.008,-0.011,0.0,0.0,0.021,0.024,-0.0,0.01
-0.055,0.0,0.03,-0.0,0.0,-0.572,-0.004,-0.019,0.104,0.02,0.0,0.0,0.01,-0.823,-0.819,0.0,0.024,0.027,0.007,0.014,0.004,0.562,-0.046,0.009,-0.544,0.018,-0.562,0.013,-0.831,2.173,0.0,0.0,0.016,0.015,-0.032,0.823,0.007,0.013,0.014,0.008,0.01,0.07,0.006,0.031,0.056,0.0,-0.002,1.555,0.004,0.048,2.54,0.01,-0.04,-0.022,-0.007,0.003,-0.026,0.011,0.007,0.194,-0.079,0.01,0.996,0.018,6.772,3.157,1.4,0.01,-0.033,0.0,0.0,0.032,0.024,0.0,0.006
-0.021,0.001,0.02,-0.0,0.001,-0.578,-0.01,-0.024,0.107,0.014,0.003,0.0,0.042,-0.817,-0.813,0.001,0.028,0.048,0.028,0.019,0.002,0.571,-0.054,0.035,-0.56,0.024,-0.571,0.058,-0.821,2.182,0.0,0.0,-0.051,0.014,0.092,0.817,0.024,0.011,0.044,0.006,0.01,0.055,0.005,0.04,0.061,0.0,-0.001,1.549,0.002,0.091,2.53,0.021,0.097,-0.006,-0.007,0.006,-0.193,0.014,0.004,0.218,-0.138,0.01,0.997,0.008,6.668,3.26,1.409,0.016,0.001,-0.0,0.0,0.038,0.027,0.0,0.008
-0.029,-0.0,0.029,-0.0,0.001,-0.607,0.025,-0.012,0.089,0.028,0.001,0.0,0.024,-0.805,-0.8,0.001,0.022,0.047,0.021,0.036,0.003,0.591,-0.049,0.026,-0.585,0.036,-0.591,0.035,-0.811,2.202,0.0,0.0,-0.022,0.019,0.047,0.805,0.019,0.017,0.023,0.006,0.002,0.054,0.004,0.039,0.046,0.0,0.008,1.537,0.002,0.086,2.508,-0.013,0.032,0.066,-0.014,0.013,-0.05,0.007,0.004,0.252,-0.105,0.006,0.998,0.011,6.479,3.494,1.432,0.016,-0.04,0.0,0.0,0.021,0.023,0.0,0.005
-0.01,0.001,0.008,0.0,0.001,-0.597,0.007,-0.02,0.114,0.02,0.004,-0.0,0.055,-0.809,-0.8,0.003,0.027,0.039,0.06,0.026,0.007,0.58,-0.056,0.051,-0.563,0.027,-0.58,0.066,-0.821,2.192,0.0,0.0,-0.105,0.017,0.115,0.809,0.039,0.014,0.1,0.009,0.011,0.058,0.007,0.051,0.067,0.0,-0.003,1.544,0.006,0.069,2.519,-0.007,-0.126,-0.045,0.019,0.007,0.077,0.008,0.009,0.233,-0.112,0.006,0.997,0.007,6.545,3.368,1.415,0.026,0.008,0.0,0.0,0.045,0.024,-0.0,0.007
-0.058,0.001,0.094,0.0,0.001,-0.645,0.009,0.029,0.182,0.029,0.002,0.0,0.034,-0.787,-0.753,0.002,0.038,0.089,0.06,0.055,0.019,0.608,-0.005,0.049,-0.566,0.061,-0.608,0.049,-0.817,2.231,0.001,0.0,0.026,0.024,-0.015,0.787,0.04,0.02,0.046,0.023,0.03,0.096,0.019,0.106,0.076,0.001,0.073,1.509,0.016,0.201,2.478,0.037,-0.03,-0.031,-0.032,0.037,0.002,0.025,0.024,0.31,-0.191,0.021,0.998,0.034,6.197,3.702,1.45,0.113,-0.051,-0.0,0.001,0.058,0.046,-0.0,0.014
-0.099,0.0,0.116,-0.0,-0.0,-0.719,0.082,0.049,0.265,0.033,0.002,0.0,0.037,-0.719,-0.675,0.0,0.058,0.187,0.011,0.136,0.025,0.677,-0.003,0.017,-0.638,0.14,-0.677,0.041,-0.755,2.313,0.0,0.001,0.093,0.031,-0.049,0.719,0.013,0.024,0.069,0.022,0.029,0.167,0.018,0.118,0.107,0.001,0.105,1.434,0.021,0.152,2.38,0.027,-0.083,0.047,-0.03,0.197,0.157,0.033,0.037,0.404,-0.174,0.03,0.998,0.054,5.173,4.59,1.532,0.138,-0.065,0.0,0.001,0.115,0.076,0.0,0.033
0.037,-0.0,-0.006,0.0,0.001,-0.715,0.192,0.07,0.144,0.032,0.003,0.001,0.046,-0.669,-0.664,0.0,0.078,0.234,0.014,0.216,0.005,0.708,0.035,0.018,-0.699,0.216,-0.708,0.052,-0.681,2.358,0.0,0.0,-0.035,0.033,0.085,0.669,0.013,0.024,0.084,0.005,0.007,0.099,0.004,0.019,0.063,0.001,0.154,1.352,0.004,0.034,2.306,0.006,0.016,0.107,-0.02,0.466,-0.336,0.012,0.005,0.468,-0.055,0.01,0.998,0.016,4.477,5.009,1.592,0.004,-0.034,0.0,0.0,0.04,0.029,0.0,0.06
0.002,0.0,0.03,0.0,0.002,-0.738,0.233,0.061,0.26,0.14,0.02,0.001,0.122,-0.66,-0.61,0.002,0.118,0.33,0.054,0.272,0.02,0.696,-0.137,0.041,-0.675,0.274,-0.696,0.14,-0.686,2.338,0.0,0.0,-0.044,0.101,0.23,0.66,0.035,0.085,0.197,0.016,0.013,0.202,0.011,0.051,0.14,0.01,0.204,1.301,0.015,0.087,2.303,-0.073,-0.126,0.062,0.074,0.751,0.339,0.031,0.018,0.493,-0.236,0.026,0.996,0.043,4.357,4.844,1.628,0.026,-0.043,0.0,0.001,0.196,0.067,0.0,0.14
-0.03,0.001,-0.036,0.0,-0.0,-0.747,0.251,-0.043,0.132,0.035,0.001,-0.0,0.024,-0.667,-0.613,0.004,0.048,0.277,0.101,0.262,0.024,0.694,-0.081,0.062,-0.668,0.262,-0.693,0.032,-0.691,2.33,0.001,0.001,-0.14,0.022,0.027,0.668,0.056,0.019,0.02,0.024,0.02,0.054,0.018,0.072,0.044,0.0,-0.023,1.306,0.019,0.034,2.314,-0.122,-0.209,-0.026,0.134,0.688,0.017,0.007,0.02,0.494,-0.091,0.005,0.997,0.007,4.456,4.809,1.622,0.051,0.008,-0.0,0.0,0.019,0.028,-0.0,0.023
-0.012,0.0,0.035,0.0,0.0,-0.702,0.251,-0.008,0.057,0.007,0.0,0.0,0.006,-0.668,-0.659,0.0,0.011,0.269,0.032,0.262,0.011,0.694,-0.018,0.02,-0.672,0.262,-0.694,0.007,-0.692,2.344,0.0,0.0,0.011,0.007,-0.002,0.668,0.018,0.005,0.011,0.009,0.005,0.038,0.007,0.04,0.014,0.0,0.005,1.304,0.008,0.07,2.299,0.036,0.053,0.031,-0.039,0.688,0.006,0.005,0.007,0.496,-0.021,0.004,0.998,0.004,4.461,4.812,1.624,0.016,-0.01,0.0,0.0,0.002,0.014,-0.0,0.001
-0.015,0.0,0.017,0.0,0.0,-0.703,0.263,-0.015,0.047,0.006,0.0,0.0,0.002,-0.66,-0.657,0.0,0.015,0.267,0.002,0.266,0.002,0.701,-0.019,0.004,-0.697,0.266,-0.7,0.003,-0.664,2.349,0.0,0.0,0.013,0.004,-0.009,0.66,0.003,0.003,0.003,0.002,0.003,0.028,0.002,0.018,0.015,0.0,-0.01,1.301,0.002,0.029,2.292,0.002,0.008,0.009,-0.005,0.707,0.003,0.001,0.002,0.497,-0.02,0.001,0.998,0.002,4.352,4.907,1.626,0.003,0.001,0.0,0.0,0.002,0.016,-0.0,0.002
-0.015,-0.0,0.013,-0.0,0.0,-0.706,0.262,-0.017,0.045,0.003,0.0,0.0,0.002,-0.658,-0.655,0.0,0.017,0.268,0.004,0.266,0.001,0.702,-0.019,0.003,-0.699,0.266,-0.702,0.002,-0.66,2.351,0.0,0.0,0.007,0.002,-0.011,0.658,0.003,0.002,0.003,0.002,0.003,0.026,0.002,0.014,0.015,0.0,-0.013,1.301,0.001,0.018,2.291,0.001,-0.0,-0.006,-0.002,0.705,-0.003,0.002,0.002,0.497,-0.019,0.002,0.998,0.002,4.33,4.925,1.625,0.002,-0.007,-0.0,0.0,0.002,0.015,0.0,0.003
-0.016,0.0,0.015,-0.0,0.0,-0.704,0.265,-0.016,0.047,0.003,0.0,-0.0,0.001,-0.657,-0.655,0.0,0.016,0.271,0.001,0.268,0.002,0.702,-0.019,0.002,-0.699,0.268,-0.702,0.002,-0.661,2.351,0.0,0.0,0.013,0.002,-0.012,0.657,0.001,0.002,0.001,0.001,0.002,0.028,0.001,0.015,0.016,0.0,-0.012,1.299,0.001,0.021,2.289,0.003,0.002,-0.006,-0.004,0.719,-0.0,0.002,0.002,0.498,-0.019,0.001,0.998,0.002,4.318,4.924,1.627,0.002,0.003,0.0,0.0,0.002,0.016,0.0,0.003
-0.012,-0.0,0.018,-0.0,0.0,-0.708,0.266,-0.019,0.049,0.002,0.0,0.0,0.003,-0.655,-0.653,0.0,0.019,0.269,0.006,0.267,0.001,0.704,-0.021,0.003,-0.701,0.267,-0.704,0.004,-0.656,2.354,0.0,0.0,0.013,0.002,-0.006,0.655,0.003,0.001,0.006,0.002,0.004,0.03,0.002,0.018,0.012,0.0,-0.015,1.3,0.001,0.023,2.286,-0.005,-0.005,-0.0,-0.001,0.715,-0.001,0.001,0.002,0.498,-0.017,0.001,0.998,0.001,4.288,4.959,1.626,0.003,-0.004,-0.0,0.0,0.002,0.015,0.0,0.003
-0.014,-0.0,0.016,0.0,-0.0,-0.71,0.263,-0.018,0.048,0.003,0.0,-0.0,0.001,-0.652,-0.65,0.0,0.018,0.266,0.003,0.264,0.001,0.709,-0.021,0.002,-0.707,0.265,-0.709,0.002,-0.653,2.36,0.0,0.0,0.011,0.002,-0.01,0.652,0.002,0.002,0.002,0.001,0.002,0.028,0.001,0.016,0.014,0.0,-0.015,1.303,0.001,0.019,2.281,-0.0,0.01,-0.003,-0.002,0.7,0.006,0.001,0.003,0.496,-0.018,0.001,0.999,0.001,4.246,5.025,1.625,0.003,0.001,-0.0,0.0,0.002,0.016,0.0,0.003
-0.015,-0.0,0.016,0.0,0.0,-0.712,0.262,-0.017,0.049,0.002,0.0,-0.0,0.002,-0.65,-0.647,0.0,0.018,0.268,0.004,0.265,0.002,0.71,-0.023,0.003,-0.708,0.265,-0.71,0.003,-0.652,2.362,0.0,0.0,0.013,0.003,-0.011,0.65,0.002,0.002,0.002,0.001,0.002,0.028,0.001,0.017,0.015,0.0,-0.011,1.302,0.001,0.022,2.28,-0.003,0.001,-0.008,-0.002,0.703,0.013,0.002,0.002,0.497,-0.024,0.001,0.998,0.002,4.224,5.04,1.625,0.003,-0.004,0.0,0.0,0.002,0.016,-0.0,0.003
-0.014,-0.0,0.015,-0.0,-0.0,-0.714,0.263,-0.018,0.047,0.002,0.0,0.0,0.001,-0.647,-0.645,0.0,0.018,0.267,0.003,0.265,0.001,0.712,-0.022,0.003,-0.71,0.265,-0.712,0.002,-0.649,2.365,0.0,0.0,0.011,0.002,-0.012,0.647,0.002,0.001,0.001,0.001,0.001,0.028,0.001,0.015,0.015,0.0,-0.016,1.301,0.001,0.021,2.276,-0.002,0.003,0.005,-0.002,0.704,0.007,0.001,0.002,0.496,-0.019,0.001,0.998,0.001,4.189,5.065,1.624,0.002,0.0,0.0,0.0,0.002,0.016,0.0,0.003
-0.014,-0.0,0.013,0.0,-0.0,-0.714,0.263,-0.017,0.043,0.001,0.0,0.0,0.002,-0.648,-0.645,0.0,0.017,0.267,0.003,0.265,0.001,0.712,-0.02,0.002,-0.71,0.265,-0.711,0.002,-0.649,2.364,0.0,0.0,0.01,0.002,-0.011,0.648,0.002,0.001,0.003,0.001,0.001,0.026,0.001,0.013,0.014,0.0,-0.013,1.302,0.001,0.016,2.277,0.0,0.003,0.003,0.001,0.701,-0.002,0.001,0.001,0.496,-0.016,0.001,0.998,0.002,4.194,5.062,1.624,0.002,-0.001,-0.0,0.0,0.002,0.014,-0.0,0.003
