a_x,a_y,a_z,g_x,g_y,g_z
-5.578,2.722,-7.606,-0.015,0.015,-0.019
-5.59,2.727,-7.59,-0.011,0.01,-0.017
-5.569,2.717,-7.587,-0.012,0.013,-0.017
-5.583,2.734,-7.609,-0.01,0.013,-0.018
-5.576,2.725,-7.604,-0.016,0.015,-0.021
-5.581,2.713,-7.587,-0.014,0.013,-0.018
-5.571,2.715,-7.585,-0.012,0.013,-0.018
-5.588,2.708,-7.585,-0.01,0.021,-0.016
-5.567,2.71,-7.604,-0.014,0.011,-0.021
-5.583,2.715,-7.587,-0.012,0.013,-0.018
-5.574,2.729,-7.599,-0.013,0.019,-0.019
-5.571,2.698,-7.587,-0.012,0.016,-0.018
-5.574,2.691,-7.594,-0.012,0.015,-0.017
-5.569,2.708,-7.604,-0.012,0.017,-0.017
-5.569,2.693,-7.599,-0.016,0.02,-0.023
-5.557,2.715,-7.616,-0.016,0.022,-0.018
-5.555,2.737,-7.606,-0.019,0.022,-0.019
-5.533,2.701,-7.661,-0.013,0.025,-0.017
-5.54,2.705,-7.614,-0.013,0.017,-0.025
-5.535,2.684,-7.638,-0.01,0.018,-0.024
-5.528,2.734,-7.614,-0.008,0.018,-0.027
-5.569,2.682,-7.649,-0.019,0.013,-0.018
-5.531,2.677,-7.654,-0.017,0.011,-0.019
-5.533,2.705,-7.623,-0.016,0.009,-0.012
-5.555,2.693,-7.664,-0.02,0.015,-0.019
-5.519,2.682,-7.664,-0.019,0.009,-0.017
-5.531,2.722,-7.626,-0.011,0.016,-0.014
-5.499,2.701,-7.652,-0.009,0.009,-0.018
-5.545,2.665,-7.652,-0.018,0.009,-0.017
-5.514,2.746,-7.623,-0.014,0.019,-0.022
-5.55,2.71,-7.611,-0.015,0.008,-0.013
-5.552,2.691,-7.63,-0.014,0.011,-0.018
-5.535,2.689,-7.618,-0.015,0.012,-0.018
-5.55,2.713,-7.645,-0.016,0.013,-0.022
-5.555,2.682,-7.621,-0.03,0.009,-0.019
-5.538,2.698,-7.621,-0.015,0.011,-0.017
-5.564,2.72,-7.604,-0.009,0.015,-0.019
-5.528,2.756,-7.623,-0.002,0.013,-0.029
-5.547,2.739,-7.59,-0.004,0.009,-0.033
-5.569,2.653,-7.642,-0.022,0.012,-0.025
-5.559,2.648,-7.645,-0.016,0.012,-0.027
-5.562,2.667,-7.609,0.005,0.01,-0.016
-5.552,2.67,-7.63,0.0,0.005,-0.015
-5.567,2.698,-7.597,-0.012,0.005,-0.023
-5.581,2.665,-7.59,-0.017,0.006,-0.021
-5.622,2.658,-7.599,-0.024,0.008,-0.022
-5.602,2.658,-7.573,-0.009,0.022,-0.017
-5.538,2.66,-7.649,-0.006,0.015,-0.015
-5.557,2.65,-7.645,-0.012,0.012,-0.018
-5.571,2.672,-7.602,-0.015,0.012,-0.018
-5.576,2.653,-7.618,-0.013,0.007,-0.019
-5.6,2.679,-7.578,-0.014,0.006,-0.022
-5.588,2.66,-7.604,-0.017,0.015,-0.021
-5.59,2.653,-7.602,-0.02,0.017,-0.018
-5.59,2.67,-7.609,-0.017,0.023,-0.022
-5.588,2.646,-7.642,-0.029,0.02,-0.021
-5.574,2.65,-7.635,-0.036,0.021,-0.019
-5.538,2.634,-7.652,-0.028,0.009,-0.014
-5.588,2.698,-7.582,-0.004,0.006,-0.008
-5.588,2.725,-7.566,0.007,0.008,-0.003
-5.59,2.727,-7.59,-0.001,0.008,-0.015
-5.571,2.689,-7.611,-0.015,0.015,-0.02
-5.571,2.674,-7.611,-0.02,0.015,-0.021
-5.593,2.643,-7.621,-0.016,0.013,-0.017
-5.593,2.658,-7.604,-0.013,0.011,-0.017
-5.59,2.679,-7.602,-0.015,0.012,-0.016
-5.588,2.689,-7.606,-0.017,0.024,-0.017
-5.571,2.677,-7.611,-0.015,0.013,-0.02
-5.588,2.658,-7.602,-0.017,0.011,-0.019
-5.6,2.674,-7.604,-0.014,0.016,-0.015
-5.574,2.682,-7.599,-0.014,0.013,-0.017
-5.569,2.67,-7.611,-0.016,0.013,-0.017
-5.555,2.667,-7.623,-0.01,0.019,-0.017
-5.567,2.67,-7.626,-0.009,0.018,-0.015
-5.567,2.67,-7.609,-0.014,0.017,-0.015
-5.581,2.655,-7.57,-0.011,0.026,-0.015
-5.543,2.648,-7.64,-0.013,0.022,-0.016
-5.564,2.662,-7.63,-0.015,0.019,-0.017
-5.533,2.689,-7.635,-0.01,0.023,-0.014
-5.519,2.665,-7.654,-0.015,0.018,-0.016
-5.538,2.662,-7.649,-0.01,0.014,-0.018
-5.519,2.662,-7.654,-0.013,0.014,-0.019
-5.523,2.667,-7.645,-0.014,0.015,-0.017
-5.523,2.674,-7.669,-0.015,0.021,-0.013
-5.504,2.662,-7.652,-0.014,0.013,-0.017
-5.531,2.643,-7.645,-0.015,0.011,-0.02
-5.533,2.674,-7.664,-0.017,0.015,-0.016
-5.519,2.691,-7.661,-0.016,0.013,-0.019
-5.521,2.658,-7.654,-0.019,0.011,-0.018
-5.54,2.66,-7.64,-0.016,0.015,-0.019
-5.533,2.67,-7.626,-0.011,0.015,-0.016
-5.495,2.655,-7.671,-0.01,0.016,-0.017
-5.538,2.677,-7.647,-0.013,0.013,-0.019
-5.521,2.698,-7.647,-0.014,0.013,-0.02
-5.538,2.682,-7.659,-0.017,0.01,-0.018
-5.516,2.67,-7.657,-0.017,0.011,-0.017
-5.516,2.665,-7.635,-0.016,0.014,-0.016
-5.521,2.682,-7.661,-0.017,0.014,-0.019
-5.528,2.698,-7.666,-0.017,0.021,-0.016
-5.502,2.667,-7.657,-0.014,0.013,-0.018
-5.514,2.67,-7.671,-0.012,0.012,-0.017
-5.526,2.677,-7.638,-0.016,0.015,-0.018
-5.523,2.679,-7.64,-0.018,0.014,-0.014
-5.492,2.679,-7.647,-0.016,0.014,-0.019
-5.535,2.677,-7.635,-0.015,0.012,-0.018
-5.519,2.672,-7.666,-0.015,0.013,-0.016
-5.504,2.684,-7.671,-0.013,0.013,-0.018
-5.523,2.703,-7.676,-0.013,0.024,-0.018
-5.492,2.691,-7.659,-0.011,0.014,-0.019
-5.538,2.667,-7.654,-0.014,0.011,-0.016
-5.514,2.686,-7.678,-0.016,0.013,-0.018
-5.507,2.691,-7.642,-0.014,0.009,-0.018
-5.523,2.665,-7.669,-0.017,0.012,-0.018
-5.526,2.677,-7.657,-0.013,0.013,-0.02
-5.521,2.684,-7.657,-0.013,0.014,-0.02
-5.509,2.67,-7.64,-0.014,0.016,-0.017
-5.526,2.662,-7.654,-0.015,0.013,-0.02
-5.538,2.684,-7.654,-0.014,0.021,-0.016
-5.478,2.679,-7.669,-0.013,0.011,-0.02
-5.516,2.693,-7.633,-0.013,0.012,-0.023
-5.509,2.672,-7.676,-0.014,0.009,-0.019
-5.523,2.662,-7.635,-0.01,0.01,-0.024
-5.528,2.643,-7.642,-0.017,0.012,-0.023
-5.535,2.648,-7.654,-0.015,0.009,-0.025
-5.543,2.643,-7.623,-0.007,0.008,-0.014
-5.564,2.629,-7.633,-0.022,0.011,-0.02
-5.523,2.648,-7.657,-0.019,0.012,-0.017
-5.547,2.634,-7.614,-0.015,0.014,-0.016
-4.231,1.599,-8.552,-0.191,-0.245,-0.074
-4.949,1.705,-8.085,-0.257,-0.286,-0.12
-5.344,2.002,-7.518,-0.199,-0.044,-0.07
-4.911,1.858,-8.317,0.001,0.115,0.061
-4.48,2.363,-8.507,0.059,0.108,0.042
-4.508,2.078,-8.375,-0.006,0.005,-0.022
-4.652,2.006,-8.222,-0.014,0.018,0.0
-4.781,2.037,-8.241,-0.026,0.01,0.015
-4.721,2.023,-8.341,-0.019,-0.006,-0.004
-4.662,2.054,-8.265,-0.002,-0.022,-0.032
-4.681,2.033,-8.226,-0.009,0.001,-0.002
-4.638,2.105,-8.313,-0.001,-0.019,-0.013
-4.764,2.081,-8.25,-0.011,-0.012,-0.033
-4.748,2.059,-8.174,-0.019,0.0,-0.039
-4.738,2.083,-8.229,-0.032,0.02,-0.037
-4.755,2.088,-8.253,-0.041,0.03,-0.034
-4.779,2.114,-8.183,-0.059,0.04,-0.049
-4.855,2.145,-8.15,-0.053,0.03,-0.052
-4.887,2.064,-8.131,-0.039,0.033,-0.038
-4.86,2.107,-8.133,-0.027,0.025,-0.021
-4.752,2.152,-8.205,-0.021,0.037,-0.021
-4.681,2.179,-8.193,-0.027,0.045,-0.035
-4.681,2.212,-8.222,-0.025,0.049,-0.034
-4.626,2.188,-8.26,-0.036,0.029,-0.027
-4.673,2.184,-8.246,-0.03,0.022,-0.019
-4.657,2.205,-8.229,-0.031,0.03,-0.022
-4.695,2.231,-8.212,-0.022,0.022,-0.022
-4.657,2.203,-8.238,-0.003,0.027,-0.017
-4.642,2.229,-8.258,-0.018,0.027,-0.021
-4.623,2.227,-8.246,-0.019,0.015,-0.024
-4.602,2.215,-8.267,-0.015,0.014,-0.017
-4.594,2.248,-8.274,-0.017,0.019,-0.019
-4.65,2.229,-8.195,-0.022,0.014,-0.025
-4.599,2.248,-8.282,-0.021,0.018,-0.021
-4.611,2.241,-8.282,-0.008,0.011,-0.032
-4.602,2.27,-8.234,-0.014,0.012,-0.034
-4.592,2.258,-8.265,-0.015,0.011,-0.027
-4.594,2.241,-8.27,-0.019,0.014,-0.019
-4.623,2.251,-8.27,-0.014,0.019,-0.025
-4.606,2.27,-8.229,-0.031,0.021,-0.04
-4.573,2.301,-8.255,-0.035,0.025,-0.035
-4.585,2.303,-8.26,-0.042,0.021,-0.026
-4.597,2.27,-8.26,-0.03,0.029,-0.021
-4.606,2.282,-8.248,-0.014,0.009,-0.015
-4.559,2.32,-8.26,-0.002,0.003,-0.01
-4.566,2.332,-8.253,-0.006,0.013,-0.015
-4.571,2.342,-8.248,-0.016,0.016,-0.017
-4.578,2.342,-8.255,-0.024,0.018,-0.024
-4.58,2.337,-8.26,-0.031,0.017,-0.025
-4.573,2.337,-8.255,-0.028,0.014,-0.022
-4.583,2.354,-8.236,-0.023,0.014,-0.021
-4.571,2.365,-8.274,-0.019,0.015,-0.021
-4.542,2.387,-8.262,-0.013,0.029,-0.016
-4.537,2.361,-8.255,-0.01,0.015,-0.017
-4.559,2.385,-8.265,-0.006,0.012,-0.021
-4.551,2.365,-8.25,-0.009,0.016,-0.017
-4.566,2.375,-8.236,-0.012,0.017,-0.017
-4.542,2.37,-8.243,-0.011,0.01,-0.013
-4.537,2.375,-8.253,-0.009,0.012,-0.013
-4.549,2.387,-8.262,-0.006,0.015,-0.018
-4.539,2.377,-8.267,-0.009,0.014,-0.019
-4.544,2.37,-8.265,-0.016,0.016,-0.018
-4.554,2.344,-8.222,-0.015,0.014,-0.019
-4.523,2.375,-8.289,-0.009,0.02,-0.021
-4.513,2.387,-8.274,-0.005,0.015,-0.017
-4.542,2.349,-8.238,-0.013,0.009,-0.021
-4.542,2.375,-8.277,-0.012,0.014,-0.019
-4.527,2.349,-8.272,-0.014,0.012,-0.019
-4.535,2.349,-8.262,-0.016,0.014,-0.019
-4.53,2.404,-8.265,-0.012,0.008,-0.023
-4.515,2.404,-8.289,-0.009,0.014,-0.018
-4.506,2.387,-8.277,-0.013,0.015,-0.017
-4.547,2.37,-8.224,-0.01,0.021,-0.015
-4.501,2.401,-8.26,-0.01,0.014,-0.018
-4.518,2.404,-8.265,-0.013,0.014,-0.017
-4.523,2.397,-8.243,-0.014,0.013,-0.015
-4.52,2.387,-8.274,-0.012,0.008,-0.017
-4.527,2.399,-8.272,-0.01,0.01,-0.018
-4.527,2.399,-8.265,-0.011,0.011,-0.018
-4.523,2.392,-8.255,-0.013,0.011,-0.018
-4.535,2.397,-8.253,-0.014,0.011,-0.021
-4.537,2.404,-8.246,-0.01,0.01,-0.018
-4.544,2.435,-8.241,-0.009,0.026,-0.013
-4.499,2.397,-8.305,-0.01,0.015,-0.019
-4.53,2.385,-8.262,-0.011,0.013,-0.019
-4.532,2.406,-8.25,-0.012,0.013,-0.019
-4.537,2.401,-8.262,-0.01,0.009,-0.018
-4.539,2.382,-8.246,-0.011,0.011,-0.02
-4.527,2.392,-8.26,-0.013,0.013,-0.02
-4.525,2.409,-8.248,-0.011,0.011,-0.018
-4.539,2.416,-8.258,-0.011,0.012,-0.018
-4.535,2.385,-8.253,-0.011,0.015,-0.02
-4.544,2.399,-8.26,-0.011,0.013,-0.019
-4.503,2.385,-8.296,-0.007,0.023,-0.019
-4.532,2.387,-8.248,-0.007,0.01,-0.016
-4.508,2.397,-8.26,-0.009,0.011,-0.021
-4.544,2.392,-8.267,-0.012,0.013,-0.022
-4.501,2.385,-8.279,-0.014,0.012,-0.017
-4.513,2.382,-8.262,-0.013,0.011,-0.021
-4.52,2.397,-8.262,-0.014,0.012,-0.022
-4.539,2.389,-8.255,-0.013,0.01,-0.02
-4.515,2.409,-8.26,-0.011,0.011,-0.016
-4.523,2.375,-8.274,-0.013,0.015,-0.015
-4.496,2.401,-8.305,-0.01,0.026,-0.02
-4.525,2.399,-8.258,-0.012,0.009,-0.02
-4.511,2.385,-8.279,-0.011,0.014,-0.018
-4.542,2.38,-8.26,-0.012,0.013,-0.022
-4.501,2.423,-8.243,-0.008,0.013,-0.019
-4.492,2.397,-8.291,-0.015,0.014,-0.023
-4.494,2.392,-8.27,-0.016,0.013,-0.022
-4.518,2.401,-8.26,-0.01,0.011,-0.02
-4.499,2.394,-8.274,-0.008,0.01,-0.015
-4.499,2.411,-8.267,-0.011,0.015,-0.017
-4.508,2.409,-8.284,-0.012,0.016,-0.018
-4.489,2.399,-8.294,-0.012,0.023,-0.022
-4.515,2.392,-8.267,-0.014,0.016,-0.017
-4.477,2.416,-8.277,-0.007,0.01,-0.017
-4.518,2.394,-8.284,-0.012,0.012,-0.022
-4.48,2.404,-8.282,-0.017,0.013,-0.02
-4.496,2.385,-8.274,-0.014,0.012,-0.021
-4.496,2.401,-8.286,-0.008,0.011,-0.02
-4.503,2.43,-8.267,-0.007,0.01,-0.02
-4.496,2.404,-8.284,-0.013,0.012,-0.02
-4.503,2.38,-8.274,-0.015,0.013,-0.02
-4.508,2.418,-8.294,-0.011,0.012,-0.019
-4.465,2.421,-8.315,-0.006,0.021,-0.015
-4.496,2.389,-8.26,-0.011,0.014,-0.02
-4.484,2.389,-8.291,-0.011,0.012,-0.018
-4.503,2.385,-8.286,-0.013,0.013,-0.022
-4.468,2.409,-8.274,-0.013,0.01,-0.02
-4.496,2.397,-8.26,-0.014,0.009,-0.019
-4.482,2.409,-8.277,-0.013,0.011,-0.02
-4.489,2.409,-8.282,-0.012,0.011,-0.019
-4.472,2.401,-8.279,-0.011,0.012,-0.018
-4.489,2.418,-8.282,-0.013,0.012,-0.019
-4.503,2.43,-8.234,-0.009,0.021,-0.014
-4.463,2.418,-8.284,-0.01,0.014,-0.018
-4.475,2.416,-8.272,-0.012,0.014,-0.019
-4.501,2.397,-8.272,-0.014,0.014,-0.018
-4.484,2.406,-8.282,-0.013,0.01,-0.018
-4.472,2.401,-8.284,-0.01,0.01,-0.018
-4.475,2.413,-8.284,-0.01,0.013,-0.018
-4.489,2.421,-8.284,-0.011,0.011,-0.02
-4.484,2.437,-8.274,-0.013,0.014,-0.02
-4.48,2.404,-8.279,-0.012,0.012,-0.019
-4.482,2.413,-8.294,-0.01,0.015,-0.018
-4.46,2.423,-8.322,-0.011,0.029,-0.015
-4.489,2.421,-8.267,-0.011,0.009,-0.02
-4.472,2.416,-8.282,-0.011,0.013,-0.019
-4.484,2.423,-8.286,-0.013,0.016,-0.018
-4.472,2.425,-8.279,-0.01,0.009,-0.018
-4.472,2.413,-8.296,-0.009,0.012,-0.017
-4.496,2.416,-8.282,-0.012,0.012,-0.02
-4.496,2.423,-8.27,-0.011,0.011,-0.019
-4.477,2.406,-8.291,-0.01,0.012,-0.019
-4.484,2.416,-8.284,-0.009,0.012,-0.018
-4.477,2.416,-8.286,-0.01,0.015,-0.018
-4.456,2.418,-8.32,-0.013,0.03,-0.017
-4.475,2.401,-8.27,-0.011,0.01,-0.019
-4.482,2.411,-8.272,-0.011,0.012,-0.022
-4.499,2.416,-8.298,-0.013,0.015,-0.019
-4.468,2.413,-8.282,-0.013,0.014,-0.019
-4.46,2.411,-8.289,-0.013,0.012,-0.019
-4.46,2.411,-8.296,-0.011,0.01,-0.019
-4.484,2.423,-8.282,-0.011,0.012,-0.019
-4.47,2.418,-8.296,-0.01,0.013,-0.018
-4.456,2.409,-8.298,-0.013,0.017,-0.018
-4.487,2.404,-8.248,-0.007,0.015,-0.017
-4.432,2.43,-8.303,-0.008,0.016,-0.017
-4.468,2.418,-8.296,-0.012,0.015,-0.02
-4.472,2.413,-8.274,-0.014,0.007,-0.021
-4.468,2.418,-8.291,-0.012,0.01,-0.02
-4.448,2.425,-8.303,-0.011,0.008,-0.019
-4.475,2.416,-8.286,-0.012,0.011,-0.019
-4.487,2.421,-8.277,-0.011,0.009,-0.019
-4.472,2.418,-8.284,-0.011,0.009,-0.018
-4.463,2.425,-8.277,-0.012,0.011,-0.018
-4.487,2.411,-8.294,-0.011,0.013,-0.019
-4.465,2.428,-8.317,-0.01,0.025,-0.019
-4.47,2.442,-8.267,-0.01,0.009,-0.019
-4.458,2.425,-8.301,-0.012,0.014,-0.018
-4.465,2.433,-8.313,-0.013,0.015,-0.021
-4.46,2.44,-8.274,-0.009,0.007,-0.018
-4.463,2.435,-8.303,-0.009,0.011,-0.018
-4.451,2.425,-8.308,-0.01,0.013,-0.018
-4.496,2.423,-8.286,-0.013,0.013,-0.021
-4.47,2.416,-8.27,-0.012,0.013,-0.02
-4.463,2.433,-8.286,-0.009,0.013,-0.02
-4.472,2.423,-8.25,-0.007,0.02,-0.018
-4.463,2.399,-8.284,-0.01,0.018,-0.021
-4.458,2.406,-8.284,-0.012,0.013,-0.02
-4.465,2.418,-8.26,-0.011,0.009,-0.018
-4.472,2.425,-8.284,-0.012,0.011,-0.018
-4.446,2.421,-8.282,-0.011,0.01,-0.018
-4.448,2.425,-8.296,-0.011,0.014,-0.018
-4.463,2.43,-8.296,-0.01,0.011,-0.019
-4.468,2.409,-8.279,-0.012,0.014,-0.019
-4.465,2.423,-8.27,-0.012,0.016,-0.018
-4.465,2.428,-8.298,-0.012,0.012,-0.018
-4.441,2.413,-8.337,-0.008,0.019,-0.019
-4.453,2.421,-8.286,-0.014,0.013,-0.019
-4.465,2.435,-8.272,-0.016,0.006,-0.017
-4.465,2.411,-8.315,-0.011,0.012,-0.021
-4.463,2.43,-8.284,-0.008,0.013,-0.019
-4.477,2.435,-8.294,-0.009,0.013,-0.019
-4.468,2.43,-8.296,-0.013,0.011,-0.021
-4.468,2.421,-8.296,-0.013,0.012,-0.02
-4.463,2.425,-8.272,-0.011,0.011,-0.019
-4.458,2.437,-8.301,-0.01,0.011,-0.018
-4.484,2.421,-8.236,-0.006,0.017,-0.017
-4.436,2.433,-8.305,-0.009,0.016,-0.019
-4.465,2.425,-8.286,-0.012,0.014,-0.021
-4.47,2.413,-8.282,-0.015,0.008,-0.019
-4.47,2.421,-8.296,-0.01,0.013,-0.018
-4.446,2.43,-8.298,-0.011,0.013,-0.02
-4.448,2.416,-8.274,-0.011,0.013,-0.018
-4.463,2.435,-8.294,-0.012,0.01,-0.019
-4.456,2.43,-8.294,-0.011,0.01,-0.018
-4.456,2.444,-8.291,-0.008,0.015,-0.017
-4.429,2.423,-8.31,-0.01,0.017,-0.019
-4.46,2.447,-8.27,-0.007,0.025,-0.015
-4.424,2.421,-8.303,-0.008,0.013,-0.018
-4.453,2.423,-8.284,-0.011,0.013,-0.02
-4.453,2.435,-8.267,-0.011,0.015,-0.019
-4.448,2.413,-8.298,-0.008,0.01,-0.017
-4.441,2.399,-8.296,-0.007,0.009,-0.018
-4.439,2.421,-8.294,-0.008,0.011,-0.019
-4.456,2.423,-8.284,-0.01,0.012,-0.021
-4.444,2.409,-8.286,-0.013,0.013,-0.02
-4.448,2.409,-8.303,-0.012,0.014,-0.019
-4.458,2.416,-8.305,-0.013,0.011,-0.019
-4.41,2.421,-8.363,-0.007,0.021,-0.019
-4.446,2.397,-8.274,-0.009,0.013,-0.018
-4.42,2.409,-8.301,-0.011,0.012,-0.022
-4.456,2.399,-8.313,-0.015,0.013,-0.02
-4.436,2.401,-8.303,-0.014,0.01,-0.017
-4.444,2.418,-8.282,-0.012,0.009,-0.017
-4.446,2.425,-8.308,-0.013,0.009,-0.019
-4.448,2.411,-8.313,-0.012,0.009,-0.018
-4.436,2.423,-8.308,-0.014,0.012,-0.019
-4.468,2.385,-8.265,-0.014,0.014,-0.022
-4.427,2.416,-8.317,-0.007,0.016,-0.019
-4.441,2.43,-8.31,-0.012,0.014,-0.02
-4.434,2.411,-8.284,-0.012,0.007,-0.021
-4.463,2.409,-8.291,-0.01,0.011,-0.018
-4.424,2.418,-8.313,-0.012,0.011,-0.019
-4.448,2.418,-8.286,-0.012,0.013,-0.021
-4.456,2.428,-8.317,-0.012,0.012,-0.02
-4.444,2.416,-8.31,-0.011,0.012,-0.019
-4.453,2.406,-8.301,-0.013,0.011,-0.02
-4.441,2.416,-8.303,-0.013,0.012,-0.019
-4.422,2.421,-8.337,-0.014,0.023,-0.018
-4.451,2.409,-8.262,-0.012,0.01,-0.021
-4.415,2.425,-8.313,-0.012,0.013,-0.019
-4.432,2.435,-8.337,-0.012,0.013,-0.02
-4.439,2.43,-8.298,-0.011,0.01,-0.018
-4.444,2.423,-8.298,-0.008,0.011,-0.018
-4.451,2.423,-8.296,-0.008,0.013,-0.019
-4.453,2.413,-8.308,-0.011,0.013,-0.019
-4.451,2.406,-8.313,-0.008,0.011,-0.017
-4.463,2.397,-8.31,0.005,0.012,-0.015
-4.448,2.409,-8.31,-0.006,0.011,-0.014
-4.405,2.389,-8.349,-0.002,0.018,-0.019
-4.427,2.399,-8.303,-0.002,0.013,-0.02
-4.42,2.387,-8.325,-0.01,0.012,-0.02
-4.46,2.361,-8.317,-0.013,0.015,-0.019
-4.422,2.387,-8.301,-0.01,0.011,-0.018
-4.429,2.392,-8.303,-0.012,0.011,-0.016
-4.432,2.394,-8.322,-0.015,0.015,-0.018
-4.413,2.38,-8.313,-0.013,0.017,-0.015
-4.434,2.38,-8.313,-0.013,0.016,-0.017
-4.448,2.377,-8.294,-0.009,0.015,-0.019
-4.401,2.385,-8.344,-0.011,0.016,-0.019
-4.429,2.406,-8.32,-0.012,0.012,-0.019
-4.432,2.389,-8.303,-0.014,0.006,-0.019
-4.448,2.389,-8.32,-0.013,0.01,-0.019
-4.413,2.389,-8.322,-0.013,0.01,-0.019
-4.432,2.404,-8.296,-0.015,0.009,-0.02
-4.453,2.413,-8.303,-0.015,0.009,-0.021
-4.432,2.406,-8.303,-0.015,0.011,-0.02
-4.446,2.404,-8.303,-0.014,0.012,-0.019
-4.444,2.418,-8.308,-0.011,0.013,-0.017
-4.417,2.428,-8.329,-0.013,0.025,-0.016
-4.424,2.418,-8.305,-0.012,0.008,-0.021
-4.429,2.423,-8.322,-0.011,0.012,-0.021
-4.446,2.418,-8.32,-0.014,0.011,-0.018
-4.427,2.425,-8.291,-0.011,0.008,-0.017
-4.422,2.418,-8.298,-0.011,0.012,-0.019
-4.42,2.416,-8.337,-0.011,0.014,-0.021
-4.448,2.401,-8.313,-0.013,0.012,-0.021
-4.439,2.394,-8.301,-0.015,0.014,-0.021
-4.448,2.404,-8.298,-0.011,0.013,-0.018
-4.444,2.409,-8.31,-0.01,0.013,-0.016
-4.42,2.425,-8.339,-0.008,0.022,-0.016
-4.432,2.421,-8.303,-0.009,0.012,-0.019
-4.401,2.413,-8.337,-0.009,0.01,-0.021
-4.432,2.406,-8.337,-0.009,0.01,-0.018
-4.441,2.421,-8.282,-0.011,0.011,-0.02
-4.432,2.413,-8.313,-0.012,0.013,-0.019
-4.432,2.406,-8.325,-0.012,0.013,-0.023
-4.429,2.413,-8.308,-0.011,0.013,-0.021
-4.415,2.416,-8.327,-0.01,0.017,-0.017
-4.439,2.401,-8.301,-0.012,0.015,-0.019
-4.42,2.411,-8.344,-0.005,0.02,-0.013
-4.401,2.447,-8.334,-0.007,0.014,-0.014
-4.393,2.389,-8.327,-0.017,0.01,-0.021
-4.441,2.38,-8.294,-0.018,0.013,-0.022
-4.424,2.389,-8.313,-0.012,0.008,-0.018
-4.424,2.413,-8.313,-0.011,0.01,-0.016
-4.436,2.416,-8.322,-0.013,0.01,-0.019
-4.42,2.411,-8.334,-0.012,0.012,-0.019
-4.408,2.413,-8.349,-0.012,0.025,-0.017
-4.427,2.421,-8.308,-0.01,0.008,-0.019
-4.42,2.423,-8.32,-0.009,0.009,-0.019
-4.432,2.409,-8.325,-0.012,0.01,-0.02
-4.463,2.44,-8.294,-0.013,0.005,-0.016
-4.389,2.404,-8.301,-0.015,0.011,-0.022
-4.441,2.423,-8.329,-0.015,0.01,-0.021
-4.432,2.413,-8.298,-0.015,0.01,-0.021
-4.487,2.389,-8.27,-0.002,0.008,-0.017
-4.396,2.413,-8.325,-0.002,0.013,-0.015
-4.439,2.401,-8.329,-0.005,0.008,-0.016
-4.429,2.401,-8.31,-0.013,0.007,-0.022
-4.463,2.394,-8.31,-0.012,0.014,-0.019
-4.439,2.394,-8.303,-0.017,0.014,-0.019
-4.453,2.411,-8.303,-0.013,0.012,-0.021
-4.468,2.413,-8.274,-0.007,0.007,-0.018
-4.422,2.387,-8.296,-0.004,0.009,-0.017
-4.436,2.425,-8.317,-0.003,0.024,-0.014
-4.453,2.387,-8.296,-0.003,0.008,-0.016
-4.422,2.392,-8.325,-0.002,0.014,-0.016
-4.458,2.301,-8.313,0.01,0.011,-0.015
-4.42,2.368,-8.351,0.019,0.004,-0.014
-4.463,2.361,-8.301,-0.002,0.002,-0.025
-4.434,2.33,-8.339,-0.007,0.005,-0.021
-4.475,2.306,-8.325,0.006,0.002,-0.013
-4.436,2.322,-8.361,0.008,0.018,-0.009
-4.458,2.318,-8.327,0.007,0.002,-0.024
-4.496,2.176,-8.329,0.019,-0.013,-0.012
-4.48,2.227,-8.349,0.034,-0.004,-0.008
-4.472,2.258,-8.327,0.022,0.001,-0.013
-4.523,2.191,-8.317,-0.004,-0.001,-0.007
-4.53,2.21,-8.332,-0.016,0.004,-0.02
-4.535,2.181,-8.291,-0.01,0.013,-0.02
-4.489,2.212,-8.351,-0.013,0.011,-0.02
-4.559,2.193,-8.305,-0.014,0.013,-0.017
-4.518,2.184,-8.303,-0.01,0.009,-0.016
-4.525,2.212,-8.339,-0.005,0.006,-0.019
-4.537,2.198,-8.317,-0.013,0.01,-0.021
-4.542,2.207,-8.303,-0.02,0.007,-0.023
-4.563,2.219,-8.289,-0.028,0.013,-0.036
-4.537,2.167,-8.341,-0.009,0.006,-0.019
-4.573,2.184,-8.279,0.002,0.014,-0.014
-4.496,2.224,-8.349,-0.005,0.01,-0.018
-4.573,2.239,-8.301,-0.01,0.01,-0.021
-4.585,2.188,-8.272,-0.017,0.01,-0.02
-4.542,2.198,-8.339,-0.008,0.009,-0.018
-4.559,2.205,-8.27,-0.024,0.023,-0.03
-4.539,2.167,-8.325,-0.021,0.019,-0.019
-4.542,2.258,-8.294,-0.017,0.017,-0.021
-4.549,2.188,-8.31,-0.012,0.018,-0.023
-4.513,2.188,-8.332,-0.004,0.013,-0.013
-4.537,2.248,-8.289,-0.01,0.03,-0.017
-4.503,2.236,-8.325,-0.017,0.013,-0.02
-4.523,2.21,-8.313,-0.012,-0.003,-0.02
-4.561,2.205,-8.308,-0.011,0.029,-0.011
-4.542,2.184,-8.341,0.034,-0.091,0.018
-4.748,2.334,-8.284,-0.001,-0.137,0.014
-4.678,2.337,-8.147,0.013,-0.043,-0.022
-4.69,2.15,-8.226,0.051,-0.038,-0.054
-4.817,2.052,-8.068,-0.008,-0.122,-0.032
