a_x,a_y,a_z,g_x,g_y,g_z
-9.596,-0.062,2.856,-0.013,0.014,-0.019
-9.596,-0.067,2.837,-0.012,0.014,-0.018
-9.591,-0.065,2.847,-0.012,0.014,-0.019
-9.586,-0.065,2.849,-0.013,0.014,-0.018
-9.586,-0.055,2.854,-0.013,0.014,-0.018
-9.589,-0.062,2.844,-0.013,0.014,-0.018
-9.589,-0.06,2.842,-0.013,0.014,-0.018
-9.591,-0.062,2.844,-0.012,0.014,-0.018
-9.596,-0.072,2.842,-0.012,0.014,-0.019
-9.591,-0.06,2.84,-0.012,0.014,-0.019
-9.589,-0.074,2.84,-0.013,0.014,-0.019
-9.589,-0.062,2.847,-0.013,0.014,-0.019
-9.601,-0.067,2.859,-0.012,0.014,-0.019
-9.596,-0.06,2.842,-0.013,0.014,-0.019
-9.584,-0.069,2.837,-0.012,0.014,-0.019
-9.589,-0.077,2.84,-0.012,0.014,-0.018
-9.591,-0.062,2.847,-0.012,0.014,-0.018
-9.601,-0.057,2.844,-0.012,0.014,-0.018
-9.589,-0.069,2.84,-0.012,0.014,-0.018
-9.584,-0.065,2.856,-0.012,0.014,-0.019
-9.591,-0.055,2.849,-0.013,0.014,-0.019
-9.594,-0.055,2.837,-0.012,0.013,-0.019
-9.596,-0.065,2.851,-0.012,0.014,-0.018
-9.596,-0.065,2.854,-0.013,0.014,-0.018
-9.598,-0.06,2.863,-0.013,0.014,-0.019
-9.596,-0.06,2.851,-0.013,0.014,-0.018
-9.586,-0.062,2.842,-0.012,0.014,-0.019
-9.586,-0.067,2.844,-0.013,0.014,-0.018
-9.589,-0.067,2.835,-0.012,0.014,-0.018
-9.596,-0.062,2.851,-0.013,0.014,-0.019
-9.594,-0.06,2.856,-0.013,0.014,-0.019
-9.589,-0.062,2.837,-0.013,0.014,-0.019
-9.594,-0.065,2.842,-0.012,0.014,-0.019
-9.591,-0.06,2.856,-0.012,0.014,-0.019
-9.589,-0.072,2.847,-0.012,0.014,-0.019
-9.596,-0.065,2.851,-0.013,0.014,-0.019
-9.586,-0.069,2.849,-0.012,0.014,-0.019
-9.591,-0.072,2.854,-0.012,0.014,-0.018
-9.591,-0.065,2.851,-0.012,0.014,-0.018
-9.596,-0.065,2.849,-0.013,0.014,-0.019
-9.594,-0.067,2.847,-0.013,0.014,-0.018
-9.594,-0.067,2.835,-0.012,0.014,-0.018
-9.598,-0.065,2.859,-0.012,0.014,-0.019
-9.594,-0.065,2.832,-0.012,0.014,-0.019
-9.584,-0.065,2.837,-0.013,0.014,-0.019
-9.598,-0.067,2.835,-0.013,0.014,-0.018
-9.591,-0.074,2.842,-0.012,0.013,-0.019
-9.596,-0.065,2.844,-0.013,0.014,-0.019
-9.594,-0.062,2.847,-0.013,0.014,-0.019
-9.584,-0.077,2.832,-0.012,0.014,-0.019
-9.596,-0.062,2.849,-0.012,0.014,-0.019
-9.598,-0.069,2.851,-0.013,0.014,-0.019
-9.598,-0.06,2.854,-0.012,0.014,-0.019
-9.596,-0.074,2.851,-0.012,0.014,-0.019
-9.594,-0.065,2.854,-0.012,0.014,-0.019
-9.582,-0.077,2.842,-0.012,0.014,-0.019
-9.596,-0.062,2.856,-0.012,0.013,-0.019
-9.584,-0.069,2.844,-0.012,0.014,-0.019
-9.586,-0.062,2.837,-0.013,0.014,-0.019
-9.586,-0.062,2.842,-0.013,0.014,-0.019
-9.596,-0.069,2.842,-0.012,0.014,-0.018
-9.596,-0.055,2.851,-0.013,0.014,-0.018
-9.598,-0.057,2.861,-0.012,0.014,-0.019
-9.598,-0.062,2.84,-0.012,0.013,-0.019
-9.594,-0.067,2.837,-0.012,0.014,-0.019
-9.601,-0.074,2.851,-0.012,0.014,-0.019
-9.596,-0.057,2.837,-0.013,0.014,-0.018
-9.589,-0.055,2.856,-0.012,0.014,-0.019
-9.596,-0.062,2.835,-0.012,0.014,-0.019
-9.586,-0.062,2.837,-0.012,0.014,-0.019
-9.582,-0.065,2.849,-0.012,0.014,-0.019
-9.589,-0.05,2.844,-0.012,0.013,-0.019
-9.589,-0.062,2.842,-0.013,0.014,-0.019
-9.589,-0.062,2.84,-0.013,0.014,-0.019
-9.591,-0.067,2.842,-0.013,0.014,-0.019
-9.589,-0.065,2.849,-0.012,0.014,-0.019
-9.598,-0.065,2.861,-0.012,0.014,-0.018
-9.584,-0.067,2.851,-0.012,0.014,-0.019
-9.594,-0.067,2.844,-0.013,0.014,-0.019
-9.596,-0.067,2.861,-0.013,0.014,-0.019
-9.596,-0.067,2.856,-0.012,0.014,-0.019
-9.598,-0.067,2.851,-0.012,0.014,-0.018
-9.589,-0.065,2.837,-0.012,0.014,-0.019
-9.601,-0.065,2.847,-0.013,0.014,-0.018
-9.582,-0.057,2.849,-0.012,0.014,-0.019
-9.591,-0.065,2.832,-0.012,0.014,-0.019
-9.601,-0.06,2.851,-0.013,0.014,-0.019
-9.589,-0.057,2.83,-0.013,0.014,-0.019
-9.596,-0.067,2.842,-0.013,0.014,-0.018
-9.589,-0.053,2.851,-0.013,0.014,-0.019
-9.586,-0.065,2.844,-0.012,0.014,-0.019
-9.591,-0.062,2.844,-0.012,0.014,-0.019
-9.601,-0.057,2.866,-0.013,0.014,-0.019
-9.596,-0.06,2.859,-0.012,0.014,-0.019
-9.601,-0.065,2.849,-0.012,0.014,-0.018
-9.601,-0.062,2.847,-0.012,0.014,-0.019
-9.584,-0.055,2.849,-0.012,0.014,-0.018
-9.589,-0.057,2.851,-0.013,0.014,-0.019
-9.591,-0.053,2.847,-0.012,0.014,-0.019
-9.591,-0.067,2.851,-0.012,0.014,-0.018
-9.594,-0.055,2.851,-0.012,0.014,-0.019
-9.586,-0.062,2.844,-0.013,0.014,-0.019
-9.589,-0.077,2.856,-0.013,0.014,-0.019
-9.596,-0.062,2.849,-0.012,0.014,-0.018
-9.603,-0.065,2.854,-0.012,0.014,-0.019
-9.591,-0.069,2.844,-0.013,0.014,-0.019
-9.594,-0.067,2.844,-0.012,0.014,-0.019
-9.586,-0.072,2.83,-0.012,0.014,-0.019
-9.591,-0.055,2.844,-0.013,0.014,-0.019
-9.603,-0.067,2.842,-0.012,0.014,-0.019
-9.601,-0.057,2.837,-0.012,0.014,-0.019
-9.591,-0.074,2.849,-0.013,0.014,-0.018
-9.591,-0.062,2.844,-0.013,0.014,-0.019
-9.586,-0.06,2.851,-0.012,0.014,-0.018
-9.591,-0.057,2.851,-0.013,0.014,-0.019
-9.584,-0.067,2.854,-0.012,0.014,-0.019
-9.596,-0.06,2.851,-0.012,0.014,-0.019
-9.594,-0.069,2.847,-0.013,0.014,-0.018
-9.594,-0.067,2.866,-0.012,0.014,-0.018
-9.598,-0.053,2.844,-0.013,0.014,-0.019
-9.598,-0.067,2.847,-0.013,0.014,-0.018
-9.601,-0.067,2.866,-0.013,0.014,-0.018
-9.589,-0.06,2.851,-0.012,0.014,-0.019
-9.589,-0.057,2.849,-0.012,0.014,-0.018
-9.579,-0.06,2.859,-0.012,0.014,-0.018
-9.591,-0.065,2.84,-0.013,0.013,-0.019
-9.579,-0.06,2.868,-0.013,0.014,-0.018
-9.591,-0.062,2.842,-0.013,0.014,-0.018
-9.591,-0.069,2.847,-0.013,0.014,-0.019
-9.591,-0.065,2.84,-0.013,0.014,-0.019
-9.586,-0.074,2.844,-0.012,0.014,-0.019
-9.586,-0.067,2.851,-0.012,0.014,-0.019
-9.596,-0.06,2.835,-0.013,0.014,-0.018
-9.589,-0.072,2.844,-0.012,0.014,-0.018
-9.584,-0.06,2.849,-0.012,0.014,-0.018
-9.596,-0.065,2.856,-0.012,0.014,-0.019
-9.591,-0.062,2.837,-0.013,0.014,-0.019
-9.594,-0.06,2.84,-0.012,0.014,-0.019
-9.596,-0.062,2.849,-0.012,0.014,-0.019
-9.594,-0.065,2.847,-0.012,0.014,-0.019
-9.601,-0.062,2.847,-0.013,0.014,-0.018
-9.591,-0.065,2.861,-0.012,0.014,-0.019
-9.596,-0.065,2.84,-0.012,0.014,-0.018
-9.594,-0.067,2.849,-0.012,0.014,-0.019
-9.603,-0.055,2.849,-0.013,0.014,-0.019
-9.598,-0.065,2.844,-0.012,0.014,-0.019
-9.584,-0.057,2.837,-0.013,0.014,-0.019
-9.579,-0.069,2.849,-0.012,0.014,-0.019
-9.586,-0.065,2.851,-0.013,0.014,-0.019
-9.596,-0.065,2.847,-0.012,0.014,-0.019
-9.586,-0.067,2.849,-0.013,0.014,-0.019
-9.601,-0.06,2.847,-0.012,0.014,-0.019
-9.594,-0.062,2.856,-0.012,0.014,-0.019
-9.594,-0.06,2.851,-0.013,0.014,-0.019
-9.606,-0.072,2.854,-0.013,0.014,-0.019
-9.598,-0.067,2.849,-0.012,0.014,-0.018
-9.586,-0.065,2.83,-0.012,0.013,-0.019
-9.591,-0.057,2.837,-0.012,0.014,-0.018
-9.591,-0.06,2.856,-0.013,0.014,-0.019
-9.589,-0.06,2.861,-0.012,0.014,-0.019
-9.586,-0.06,2.856,-0.013,0.013,-0.019
-9.589,-0.065,2.861,-0.013,0.014,-0.018
-9.589,-0.074,2.849,-0.012,0.014,-0.019
-9.596,-0.067,2.849,-0.012,0.014,-0.018
-9.589,-0.065,2.851,-0.012,0.014,-0.019
-9.589,-0.062,2.854,-0.013,0.014,-0.019
-9.596,-0.065,2.868,-0.013,0.013,-0.018
-9.584,-0.06,2.854,-0.013,0.014,-0.019
-9.596,-0.057,2.84,-0.013,0.014,-0.019
-9.586,-0.067,2.847,-0.012,0.014,-0.019
-9.601,-0.074,2.856,-0.012,0.014,-0.018
-9.586,-0.065,2.851,-0.013,0.014,-0.018
-9.594,-0.069,2.849,-0.012,0.014,-0.018
-9.589,-0.062,2.851,-0.012,0.014,-0.019
-9.589,-0.067,2.849,-0.012,0.014,-0.019
-9.591,-0.06,2.844,-0.012,0.014,-0.018
-9.586,-0.055,2.856,-0.013,0.014,-0.018
-9.584,-0.072,2.849,-0.013,0.014,-0.019
-9.591,-0.067,2.859,-0.013,0.014,-0.019
-9.591,-0.055,2.84,-0.012,0.014,-0.018
-9.591,-0.065,2.837,-0.013,0.014,-0.019
-9.594,-0.062,2.842,-0.012,0.014,-0.019
-9.586,-0.072,2.847,-0.013,0.014,-0.019
-9.594,-0.06,2.849,-0.012,0.014,-0.019
-9.598,-0.065,2.851,-0.012,0.014,-0.018
-9.586,-0.067,2.847,-0.012,0.014,-0.019
-9.584,-0.055,2.837,-0.013,0.014,-0.018
-9.591,-0.065,2.844,-0.012,0.013,-0.018
-9.598,-0.06,2.863,-0.012,0.014,-0.018
-9.591,-0.065,2.847,-0.013,0.013,-0.018
-9.594,-0.069,2.854,-0.013,0.014,-0.018
-9.596,-0.053,2.842,-0.012,0.014,-0.019
-9.594,-0.067,2.832,-0.012,0.014,-0.019
-9.598,-0.067,2.842,-0.012,0.014,-0.019
-9.591,-0.072,2.859,-0.012,0.014,-0.019
-9.589,-0.072,2.851,-0.013,0.014,-0.019
-9.596,-0.067,2.859,-0.012,0.014,-0.019
-9.589,-0.065,2.844,-0.012,0.013,-0.019
-9.591,-0.065,2.84,-0.013,0.014,-0.019
-9.596,-0.062,2.842,-0.013,0.014,-0.019
-9.591,-0.067,2.859,-0.013,0.014,-0.019
-9.591,-0.055,2.847,-0.012,0.013,-0.019
-9.601,-0.065,2.854,-0.012,0.013,-0.019
-9.594,-0.069,2.842,-0.013,0.013,-0.019
-9.589,-0.06,2.849,-0.013,0.014,-0.019
-9.591,-0.067,2.842,-0.012,0.013,-0.019
-9.586,-0.057,2.837,-0.012,0.014,-0.019
-9.594,-0.069,2.851,-0.012,0.014,-0.019
-9.596,-0.062,2.84,-0.012,0.014,-0.019
-9.589,-0.05,2.849,-0.012,0.014,-0.018
-9.598,-0.069,2.847,-0.012,0.014,-0.019
-9.584,-0.062,2.854,-0.013,0.014,-0.019
-9.594,-0.055,2.849,-0.012,0.014,-0.018
-9.601,-0.067,2.859,-0.012,0.013,-0.019
-9.584,-0.065,2.847,-0.012,0.014,-0.019
-9.586,-0.069,2.835,-0.012,0.014,-0.019
-9.584,-0.069,2.856,-0.012,0.014,-0.019
-9.591,-0.057,2.844,-0.013,0.014,-0.018
-9.594,-0.062,2.842,-0.012,0.014,-0.019
-9.594,-0.06,2.849,-0.012,0.014,-0.018
-9.591,-0.067,2.844,-0.013,0.014,-0.019
-9.591,-0.067,2.851,-0.012,0.014,-0.018
-9.591,-0.062,2.863,-0.013,0.014,-0.019
-9.586,-0.069,2.859,-0.012,0.013,-0.018
-9.594,-0.062,2.849,-0.012,0.014,-0.018
-9.594,-0.06,2.854,-0.012,0.014,-0.019
-9.589,-0.065,2.849,-0.013,0.014,-0.019
-9.584,-0.074,2.849,-0.013,0.013,-0.019
-9.589,-0.06,2.851,-0.012,0.014,-0.018
-9.582,-0.06,2.842,-0.012,0.014,-0.019
-9.584,-0.067,2.84,-0.012,0.014,-0.019
-9.591,-0.067,2.861,-0.012,0.014,-0.019
-9.589,-0.06,2.84,-0.012,0.014,-0.019
-9.591,-0.062,2.854,-0.013,0.014,-0.018
-9.589,-0.062,2.851,-0.012,0.013,-0.019
-9.586,-0.069,2.849,-0.013,0.014,-0.018
-9.596,-0.057,2.851,-0.013,0.013,-0.019
-9.584,-0.057,2.851,-0.012,0.014,-0.019
-9.589,-0.067,2.854,-0.012,0.014,-0.019
-9.594,-0.065,2.842,-0.012,0.014,-0.018
-9.606,-0.057,2.851,-0.012,0.014,-0.019
-9.598,-0.06,2.844,-0.012,0.014,-0.019
-9.594,-0.062,2.842,-0.012,0.013,-0.019
-9.591,-0.06,2.847,-0.012,0.014,-0.018
-9.589,-0.072,2.849,-0.012,0.014,-0.018
-9.601,-0.065,2.851,-0.013,0.014,-0.019
-9.584,-0.067,2.84,-0.013,0.014,-0.019
-9.591,-0.072,2.854,-0.012,0.014,-0.019
-9.608,-0.053,2.849,-0.013,0.014,-0.018
-9.589,-0.067,2.849,-0.012,0.014,-0.018
-9.594,-0.057,2.849,-0.013,0.014,-0.019
-9.591,-0.074,2.851,-0.012,0.014,-0.019
-9.603,-0.067,2.859,-0.012,0.014,-0.019
-9.596,-0.057,2.849,-0.013,0.014,-0.018
-9.606,-0.067,2.856,-0.013,0.014,-0.018
-9.594,-0.057,2.859,-0.012,0.014,-0.018
-9.591,-0.062,2.849,-0.012,0.014,-0.019
-9.598,-0.062,2.849,-0.013,0.014,-0.019
-9.601,-0.06,2.854,-0.013,0.014,-0.019
-9.589,-0.074,2.844,-0.012,0.014,-0.018
-9.584,-0.069,2.837,-0.013,0.014,-0.018
-9.594,-0.062,2.849,-0.012,0.014,-0.019
-9.596,-0.057,2.863,-0.012,0.014,-0.019
-9.589,-0.067,2.835,-0.013,0.014,-0.018
-9.586,-0.065,2.859,-0.012,0.014,-0.018
-9.598,-0.072,2.859,-0.012,0.014,-0.019
-9.594,-0.067,2.856,-0.012,0.014,-0.019
-9.598,-0.06,2.835,-0.012,0.014,-0.019
-9.594,-0.06,2.859,-0.012,0.014,-0.018
-9.596,-0.065,2.849,-0.013,0.014,-0.018
-9.591,-0.072,2.849,-0.012,0.014,-0.018
-9.579,-0.057,2.866,-0.013,0.014,-0.019
-9.591,-0.062,2.859,-0.012,0.014,-0.018
-9.589,-0.065,2.837,-0.012,0.014,-0.018
-9.584,-0.067,2.847,-0.012,0.014,-0.019
-9.594,-0.072,2.847,-0.013,0.014,-0.019
-9.594,-0.069,2.837,-0.013,0.014,-0.019
-9.584,-0.067,2.842,-0.012,0.014,-0.019
-9.598,-0.065,2.851,-0.012,0.014,-0.019
-9.589,-0.077,2.859,-0.012,0.014,-0.019
-9.589,-0.065,2.861,-0.012,0.014,-0.019
-9.594,-0.067,2.856,-0.013,0.014,-0.019
-9.589,-0.062,2.849,-0.013,0.014,-0.019
-9.591,-0.067,2.854,-0.012,0.014,-0.019
-9.591,-0.067,2.851,-0.012,0.014,-0.019
-9.594,-0.062,2.849,-0.012,0.014,-0.019
-9.598,-0.074,2.837,-0.013,0.014,-0.018
-9.586,-0.065,2.851,-0.013,0.014,-0.018
-9.586,-0.067,2.854,-0.012,0.014,-0.019
-9.589,-0.067,2.842,-0.012,0.014,-0.019
-9.586,-0.069,2.837,-0.013,0.014,-0.018
-9.596,-0.057,2.854,-0.012,0.014,-0.018
-9.586,-0.067,2.847,-0.012,0.014,-0.019
-9.586,-0.065,2.842,-0.012,0.014,-0.019
-9.586,-0.062,2.835,-0.012,0.014,-0.019
-9.582,-0.067,2.851,-0.013,0.014,-0.019
-9.594,-0.072,2.851,-0.013,0.014,-0.019
-9.586,-0.079,2.842,-0.013,0.014,-0.019
-9.586,-0.053,2.837,-0.013,0.014,-0.019
-9.591,-0.067,2.84,-0.012,0.014,-0.019
-9.584,-0.074,2.837,-0.012,0.014,-0.018
-9.586,-0.062,2.84,-0.013,0.014,-0.019
-9.591,-0.072,2.851,-0.013,0.014,-0.019
-9.601,-0.069,2.849,-0.012,0.014,-0.018
-9.589,-0.062,2.844,-0.012,0.014,-0.019
-9.598,-0.065,2.84,-0.013,0.014,-0.018
-9.596,-0.06,2.835,-0.012,0.014,-0.019
-9.586,-0.067,2.859,-0.013,0.014,-0.019
-9.591,-0.067,2.84,-0.013,0.014,-0.019
-9.586,-0.067,2.842,-0.013,0.014,-0.019
-9.586,-0.072,2.854,-0.012,0.014,-0.019
-9.594,-0.069,2.842,-0.013,0.014,-0.019
-9.589,-0.067,2.851,-0.013,0.013,-0.019
-9.596,-0.065,2.856,-0.013,0.014,-0.018
-9.584,-0.072,2.847,-0.012,0.014,-0.018
-9.586,-0.065,2.847,-0.012,0.014,-0.018
-9.596,-0.057,2.849,-0.013,0.014,-0.018
-9.591,-0.067,2.835,-0.013,0.014,-0.019
-9.594,-0.062,2.856,-0.013,0.014,-0.019
-9.584,-0.06,2.842,-0.013,0.014,-0.019
-9.591,-0.062,2.851,-0.012,0.014,-0.019
-9.589,-0.067,2.863,-0.013,0.014,-0.019
-9.591,-0.06,2.842,-0.013,0.014,-0.019
-9.589,-0.055,2.837,-0.013,0.014,-0.019
-9.591,-0.062,2.844,-0.013,0.014,-0.019
-9.591,-0.057,2.851,-0.013,0.014,-0.019
-9.596,-0.06,2.856,-0.012,0.014,-0.018
-9.584,-0.062,2.84,-0.013,0.014,-0.018
-9.582,-0.067,2.847,-0.012,0.014,-0.018
-9.594,-0.062,2.84,-0.012,0.014,-0.019
-9.601,-0.055,2.851,-0.013,0.014,-0.019
-9.596,-0.065,2.871,-0.012,0.014,-0.018
-9.594,-0.067,2.844,-0.013,0.014,-0.019
-9.591,-0.072,2.842,-0.012,0.014,-0.019
-9.586,-0.067,2.854,-0.013,0.014,-0.019
-9.598,-0.067,2.847,-0.012,0.014,-0.019
-9.586,-0.067,2.842,-0.013,0.014,-0.019
-9.582,-0.065,2.847,-0.013,0.014,-0.018
-9.579,-0.06,2.861,-0.013,0.014,-0.019
-9.591,-0.072,2.844,-0.012,0.014,-0.018
-9.591,-0.065,2.844,-0.012,0.014,-0.018
-9.594,-0.065,2.854,-0.013,0.014,-0.019
-9.589,-0.062,2.842,-0.012,0.014,-0.018
-9.598,-0.069,2.859,-0.013,0.014,-0.018
-9.591,-0.06,2.856,-0.012,0.014,-0.019
-9.591,-0.067,2.854,-0.012,0.014,-0.019
-9.589,-0.067,2.851,-0.013,0.014,-0.019
-9.591,-0.074,2.847,-0.013,0.014,-0.019
-9.586,-0.067,2.842,-0.012,0.014,-0.019
-9.589,-0.065,2.837,-0.013,0.014,-0.018
-9.579,-0.067,2.84,-0.013,0.014,-0.019
-9.589,-0.069,2.859,-0.013,0.014,-0.019
-9.586,-0.055,2.868,-0.013,0.014,-0.018
-9.591,-0.053,2.856,-0.012,0.014,-0.019
-9.601,-0.065,2.854,-0.013,0.014,-0.019
-9.594,-0.067,2.847,-0.013,0.014,-0.019
-9.589,-0.057,2.844,-0.012,0.014,-0.019
-9.586,-0.065,2.847,-0.013,0.013,-0.019
-9.584,-0.074,2.837,-0.012,0.014,-0.018
-9.594,-0.065,2.847,-0.012,0.014,-0.019
-9.586,-0.067,2.837,-0.012,0.014,-0.019
-9.584,-0.065,2.859,-0.012,0.014,-0.019
-9.589,-0.067,2.856,-0.012,0.014,-0.019
-9.579,-0.074,2.84,-0.012,0.014,-0.019
-9.596,-0.065,2.847,-0.012,0.014,-0.019
-9.589,-0.065,2.847,-0.012,0.013,-0.019
-9.591,-0.065,2.844,-0.012,0.014,-0.018
-9.589,-0.069,2.856,-0.013,0.014,-0.019
-9.582,-0.074,2.851,-0.012,0.014,-0.019
-9.589,-0.055,2.847,-0.013,0.014,-0.018
-9.596,-0.065,2.859,-0.012,0.014,-0.019
-9.584,-0.069,2.849,-0.013,0.014,-0.019
-9.594,-0.069,2.863,-0.012,0.014,-0.018
-9.598,-0.072,2.856,-0.013,0.014,-0.019
-9.591,-0.06,2.856,-0.013,0.014,-0.018
-9.584,-0.069,2.835,-0.013,0.014,-0.019
-9.591,-0.069,2.856,-0.013,0.014,-0.019
-9.596,-0.057,2.861,-0.012,0.014,-0.019
-9.586,-0.065,2.847,-0.013,0.014,-0.018
-9.591,-0.062,2.849,-0.012,0.014,-0.019
-9.591,-0.067,2.854,-0.012,0.014,-0.019
-9.591,-0.065,2.837,-0.012,0.014,-0.019
-9.586,-0.069,2.847,-0.013,0.014,-0.018
-9.586,-0.067,2.854,-0.013,0.014,-0.019
-9.579,-0.06,2.854,-0.012,0.013,-0.019
-9.586,-0.06,2.851,-0.013,0.014,-0.018
-9.584,-0.06,2.842,-0.013,0.014,-0.019
-9.594,-0.079,2.837,-0.012,0.013,-0.019
-9.591,-0.072,2.84,-0.012,0.014,-0.019
-9.586,-0.057,2.854,-0.013,0.014,-0.018
-9.594,-0.065,2.842,-0.013,0.014,-0.018
-9.601,-0.065,2.854,-0.012,0.014,-0.019
-9.589,-0.06,2.844,-0.013,0.014,-0.018
-9.586,-0.062,2.856,-0.013,0.014,-0.019
-9.589,-0.055,2.859,-0.012,0.014,-0.019
-9.589,-0.062,2.873,-0.013,0.013,-0.019
-9.586,-0.065,2.832,-0.013,0.014,-0.018
-9.589,-0.06,2.859,-0.012,0.014,-0.018
-9.589,-0.062,2.837,-0.013,0.014,-0.019
-9.589,-0.065,2.849,-0.013,0.014,-0.019
-9.589,-0.069,2.851,-0.013,0.014,-0.019
-9.594,-0.065,2.866,-0.013,0.014,-0.019
-9.582,-0.062,2.849,-0.013,0.014,-0.018
-9.589,-0.06,2.832,-0.012,0.014,-0.019
-9.591,-0.057,2.835,-0.013,0.014,-0.018
-9.594,-0.062,2.856,-0.013,0.014,-0.019
-9.594,-0.074,2.842,-0.013,0.014,-0.019
-9.582,-0.062,2.844,-0.013,0.014,-0.019
-9.589,-0.06,2.847,-0.012,0.014,-0.019
-9.603,-0.062,2.847,-0.012,0.014,-0.018
-9.589,-0.069,2.84,-0.013,0.014,-0.019
-9.591,-0.067,2.849,-0.013,0.014,-0.018
-9.601,-0.057,2.849,-0.012,0.014,-0.018
-9.596,-0.06,2.849,-0.013,0.014,-0.019
-9.582,-0.06,2.849,-0.013,0.014,-0.019
-9.594,-0.062,2.859,-0.013,0.014,-0.019
-9.594,-0.067,2.856,-0.013,0.013,-0.018
-9.589,-0.06,2.861,-0.013,0.014,-0.019
-9.591,-0.072,2.849,-0.012,0.014,-0.019
-9.589,-0.067,2.847,-0.012,0.014,-0.018
-9.601,-0.074,2.84,-0.012,0.014,-0.019
-9.586,-0.072,2.861,-0.013,0.014,-0.019
-9.594,-0.057,2.847,-0.012,0.014,-0.019
-9.596,-0.065,2.847,-0.013,0.014,-0.018
-9.598,-0.069,2.856,-0.013,0.014,-0.018
-9.596,-0.069,2.863,-0.012,0.014,-0.019
-9.598,-0.057,2.851,-0.012,0.014,-0.018
-9.591,-0.079,2.859,-0.013,0.014,-0.018
-9.594,-0.069,2.854,-0.012,0.014,-0.019
-9.586,-0.062,2.849,-0.013,0.014,-0.019
-9.589,-0.072,2.844,-0.012,0.014,-0.019
-9.582,-0.06,2.83,-0.013,0.005,-0.018
-9.598,-0.057,3.352,-0.015,-0.15,-0.012
-9.515,-0.043,3.177,-0.013,0.004,-0.019
-9.505,-0.053,3.17,-0.013,0.014,-0.018
-9.51,-0.053,3.172,-0.013,0.014,-0.019
-9.515,-0.05,3.182,-0.012,0.014,-0.019
-9.507,-0.045,3.172,-0.013,0.014,-0.018
-9.505,-0.045,3.165,-0.013,0.014,-0.019
-9.495,-0.05,3.175,-0.013,0.013,-0.019
-9.507,-0.045,3.177,-0.012,0.014,-0.019
-9.5,-0.043,3.182,-0.013,0.014,-0.019
-9.493,-0.05,3.172,-0.013,0.013,-0.019
-9.512,-0.045,3.175,-0.012,0.014,-0.019
-9.505,-0.038,3.177,-0.012,0.014,-0.019
-9.503,-0.043,3.172,-0.013,0.013,-0.019
-9.505,-0.053,3.184,-0.013,0.014,-0.019
-9.507,-0.053,3.177,-0.012,0.014,-0.018
-9.5,-0.045,3.17,-0.012,0.014,-0.019
-9.5,-0.05,3.175,-0.012,0.014,-0.019
-9.507,-0.05,3.177,-0.013,0.014,-0.019
-9.512,-0.06,3.191,-0.013,0.014,-0.018
-9.503,-0.043,3.165,-0.013,0.014,-0.018
-9.503,-0.055,3.189,-0.012,0.014,-0.018
-9.51,-0.048,3.17,-0.012,0.014,-0.018
-9.507,-0.043,3.187,-0.013,0.014,-0.019
-9.505,-0.05,3.17,-0.012,0.014,-0.019
-9.507,-0.05,3.177,-0.012,0.014,-0.019
-9.507,-0.041,3.17,-0.012,0.014,-0.019
-9.515,-0.043,3.177,-0.012,0.014,-0.018
-9.5,-0.053,3.175,-0.013,0.014,-0.018
-9.51,-0.045,3.168,-0.012,0.014,-0.018
-9.503,-0.045,3.184,-0.012,0.014,-0.019
-9.507,-0.055,3.175,-0.012,0.014,-0.018
-9.512,-0.048,3.179,-0.012,0.014,-0.019
-9.507,-0.043,3.179,-0.013,0.014,-0.018
-9.51,-0.055,3.175,-0.012,0.014,-0.019
-9.5,-0.05,3.179,-0.012,0.014,-0.019
-9.505,-0.055,3.177,-0.012,0.014,-0.019
-9.5,-0.045,3.172,-0.012,0.014,-0.019
-9.507,-0.05,3.187,-0.012,0.014,-0.019
-9.498,-0.038,3.196,-0.012,0.014,-0.019
-9.503,-0.045,3.175,-0.013,0.014,-0.019
-9.493,-0.048,3.182,-0.012,0.014,-0.019
-9.498,-0.053,3.177,-0.012,0.014,-0.019
-9.503,-0.057,3.182,-0.012,0.014,-0.018
-9.5,-0.057,3.179,-0.013,0.014,-0.019
-9.498,-0.036,3.17,-0.012,0.014,-0.019
-9.5,-0.048,3.163,-0.013,0.014,-0.019
-9.5,-0.048,3.158,-0.012,0.014,-0.019
-9.512,-0.043,3.182,-0.012,0.014,-0.019
-9.498,-0.045,3.203,-0.013,0.014,-0.018
-9.5,-0.045,3.187,-0.013,0.014,-0.019
-9.512,-0.053,3.175,-0.013,0.014,-0.019
-9.503,-0.055,3.172,-0.013,0.014,-0.019
-9.51,-0.045,3.179,-0.013,0.014,-0.019
-9.498,-0.036,3.17,-0.013,0.014,-0.018
-9.512,-0.05,3.165,-0.012,0.014,-0.019
-9.503,-0.05,3.17,-0.012,0.014,-0.019
-9.503,-0.055,3.182,-0.013,0.014,-0.019
-9.507,-0.055,3.179,-0.012,0.014,-0.019
-9.5,-0.053,3.187,-0.013,0.014,-0.019
-9.515,-0.05,3.168,-0.013,0.014,-0.019
-9.51,-0.062,3.168,-0.012,0.014,-0.019
-9.51,-0.048,3.175,-0.013,0.014,-0.019
-9.498,-0.053,3.182,-0.013,0.014,-0.018
-9.503,-0.05,3.196,-0.012,0.014,-0.018
-9.51,-0.043,3.156,-0.012,0.014,-0.019
-9.503,-0.048,3.199,-0.012,0.014,-0.019
