t (ms),a_x,a_y,a_z,g_x,g_y,g_z
1315029,-4.951,1.872,-8.100,-0.003,0.013,-0.023
1315133,-4.961,1.865,-8.085,-0.006,0.013,-0.023
1315236,-4.961,1.911,-8.061,-0.006,0.015,-0.023
1315340,-4.970,1.858,-8.083,-0.005,0.015,-0.026
1315444,-4.956,1.891,-8.088,-0.003,0.010,-0.019
1315547,-4.942,1.889,-8.078,-0.003,0.015,-0.026
1315651,-4.937,1.867,-8.095,-0.005,0.012,-0.024
1315754,-4.985,1.891,-8.047,-0.003,0.020,-0.019
1315858,-4.934,1.875,-8.102,-0.005,0.012,-0.026
1315961,-4.937,1.887,-8.083,-0.005,0.010,-0.024
1316065,-4.968,1.884,-8.078,-0.010,0.018,-0.025
1316168,-4.954,1.877,-8.068,-0.002,0.015,-0.022
1316271,-4.932,1.882,-8.100,-0.002,0.013,-0.022
1316374,-4.946,1.877,-8.090,-0.008,0.014,-0.024
1316478,-4.963,1.875,-8.076,-0.005,0.012,-0.024
1316581,-4.958,1.889,-8.088,-0.005,0.015,-0.022
1316685,-4.963,1.853,-8.035,0.002,0.016,-0.021
1316788,-4.927,1.879,-8.124,-0.004,0.016,-0.022
1316892,-4.942,1.877,-8.085,-0.007,0.013,-0.024
1316995,-4.944,1.891,-8.078,-0.009,0.015,-0.025
1317098,-4.932,1.894,-8.076,-0.006,0.010,-0.022
1317201,-4.937,1.894,-8.090,-0.003,0.011,-0.023
1317304,-4.932,1.875,-8.078,-0.004,0.012,-0.024
1317407,-4.937,1.908,-8.073,-0.011,0.014,-0.022
1317510,-4.939,1.903,-8.100,-0.019,0.017,-0.021
1317613,-4.956,1.923,-8.049,0.000,0.016,-0.023
